features,run_id,MAE,DenormMAE,MSE,DenormMSE,RMSE,DenormRMSE
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture,3,0.018089,2.879976,0.00313,80.942825,0.02346,3.731646
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture,4,0.017668,2.81763,0.003095,80.46941,0.022688,3.614138
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,0,0.017111,2.724118,0.002806,72.40431,0.022161,3.524342
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,1,0.016356,2.602136,0.002577,66.39947,0.021099,3.352666
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,2,0.017542,2.793232,0.002965,76.61113,0.022546,3.585627
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,3,0.016942,2.695776,0.002543,65.61208,0.021556,3.426409
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,4,0.016753,2.668328,0.002796,72.18239,0.021463,3.414427
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_studyarea,0,0.016508,2.623184,0.002312,59.5148,0.021225,3.370559
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_studyarea,1,0.016755,2.664853,0.002762,71.32131,0.02152,3.418877
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_studyarea,2,0.016989,2.70169,0.002633,67.938034,0.021737,3.45271
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_studyarea,3,0.016664,2.648028,0.002813,72.4064,0.021705,3.44602
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_registered_studyarea,4,0.017506,2.784447,0.003033,78.123055,0.02255,3.582242
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_studyarea,0,0.016273,2.587796,0.002606,67.21174,0.021258,3.377582
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_studyarea,1,0.017253,2.749347,0.003037,78.48757,0.022183,3.530811
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_studyarea,2,0.018071,2.877752,0.003314,85.38907,0.023216,3.691806
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_studyarea,3,0.017818,2.840638,0.002935,76.127304,0.022746,3.622856
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_studyarea,4,0.017762,2.826795,0.002872,74.24051,0.022554,3.586581
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type,0,0.015418,2.45242,0.002248,57.95292,0.020513,3.262174
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type,1,0.018578,2.956818,0.003114,80.53891,0.023728,3.774696
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type,2,0.017633,2.804422,0.002908,74.94689,0.022714,3.609775
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type,3,0.018736,2.988615,0.003382,87.70363,0.02394,3.814955
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type,4,0.016875,2.691165,0.002742,70.94444,0.021674,3.452436
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture,0,0.017228,2.744714,0.00269,69.55545,0.022043,3.50795
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture,1,0.017356,2.766591,0.002848,73.62332,0.022259,3.54459
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture,2,0.016828,2.682531,0.002774,71.66033,0.021693,3.454229
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture,3,0.017753,2.82967,0.003019,78.18512,0.022718,3.61758
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture,4,0.017127,2.725819,0.002698,69.668495,0.021956,3.491608
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,0,0.017437,2.776282,0.002993,77.30254,0.022369,3.558054
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,1,0.017058,2.716841,0.002843,73.53244,0.021814,3.470621
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,2,0.015626,2.482052,0.002229,57.13966,0.020341,3.228226
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,3,0.016776,2.669933,0.002672,68.85129,0.021765,3.461728
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,4,0.01671,2.65487,0.00245,62.985588,0.021555,3.422302
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered,0,0.017381,2.771146,0.003,77.63324,0.022316,3.55432
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered,1,0.017107,2.72501,0.002868,73.91918,0.022151,3.524064
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered,2,0.018566,2.957566,0.003396,87.775215,0.023801,3.787582
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered,3,0.017247,2.74283,0.002847,73.345955,0.022306,3.544576
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered,4,0.018674,2.973101,0.003264,84.2025,0.023763,3.780439
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture,0,0.017815,2.833976,0.00303,77.97338,0.023151,3.680092
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture,1,0.017548,2.79429,0.003001,77.53079,0.022397,3.56297
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture,2,0.017581,2.798854,0.002896,74.74681,0.022539,3.584805
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture,3,0.018204,2.897088,0.003145,81.2105,0.023404,3.722207
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture,4,0.017812,2.830489,0.002847,73.42231,0.022765,3.616056
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.017675,2.812988,0.00311,80.1982,0.022864,3.635591
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.016295,2.5922,0.002583,66.55522,0.020958,3.330785
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.017594,2.802582,0.002898,74.871574,0.022369,3.558824
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016324,2.59597,0.002621,67.53537,0.021223,3.372424
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.015999,2.542606,0.002401,61.77657,0.020586,3.269068
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_studyarea,0,0.016292,2.591202,0.002593,66.915535,0.020815,3.307095
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_studyarea,1,0.017817,2.834775,0.003133,80.70056,0.022862,3.63371
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_studyarea,2,0.016444,2.613546,0.002466,63.42231,0.02109,3.349254
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_studyarea,3,0.016356,2.597031,0.002234,57.326626,0.020767,3.295182
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_registered_studyarea,4,0.016202,2.574152,0.002256,58.057022,0.02068,3.283182
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_studyarea,0,0.015333,2.43486,0.002205,56.536777,0.019845,3.149807
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_studyarea,1,0.017659,2.808526,0.002964,76.422806,0.022531,3.579336
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_studyarea,2,0.016682,2.654059,0.002514,64.855835,0.021485,3.416139
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_studyarea,3,0.016607,2.643065,0.002602,67.17521,0.021335,3.393383
occrate_avgocc_coursenumber_exam_weather_hod_tutorium_test_cancelled_type_studyarea,4,0.01857,2.954478,0.003283,84.509834,0.02384,3.78958
occrate_avgocc_coursenumber_exam_weather_hod_type,0,0.017334,2.762816,0.002888,74.73258,0.022182,3.532029
occrate_avgocc_coursenumber_exam_weather_hod_type,1,0.01716,2.736181,0.002731,70.863144,0.022157,3.52978
occrate_avgocc_coursenumber_exam_weather_hod_type,2,0.018422,2.940095,0.003382,87.86834,0.023585,3.760012
occrate_avgocc_coursenumber_exam_weather_hod_type,3,0.017782,2.834232,0.002985,77.278404,0.022696,3.614356
occrate_avgocc_coursenumber_exam_weather_hod_type,4,0.017378,2.768793,0.002927,75.745605,0.02226,3.544939
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture,0,0.017509,2.786487,0.002826,72.90857,0.022563,3.587699
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture,1,0.017453,2.784977,0.003115,80.86411,0.02238,3.56734
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture,2,0.017603,2.806507,0.003155,81.58184,0.022672,3.611213
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture,3,0.017113,2.728958,0.002889,74.77213,0.021937,3.494875
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture,4,0.017436,2.777127,0.00288,74.45432,0.022248,3.540177
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture_studyarea,0,0.017602,2.799539,0.002987,76.85758,0.022634,3.59725
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture_studyarea,1,0.01612,2.561566,0.002276,58.444366,0.020711,3.28953
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture_studyarea,2,0.016058,2.551548,0.00212,54.33097,0.020593,3.270877
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture_studyarea,3,0.016455,2.622294,0.002629,67.927895,0.021126,3.362739
occrate_avgocc_coursenumber_exam_weather_hod_type_lecture_studyarea,4,0.017756,2.827995,0.002988,77.12679,0.022767,3.623628
occrate_avgocc_coursenumber_exam_weather_hod_type_registered,0,0.017586,2.800785,0.003011,77.866646,0.022722,3.615836
occrate_avgocc_coursenumber_exam_weather_hod_type_registered,1,0.017146,2.73144,0.002938,75.861626,0.022088,3.515162
occrate_avgocc_coursenumber_exam_weather_hod_type_registered,2,0.01752,2.792802,0.003067,79.479836,0.02246,3.576784
occrate_avgocc_coursenumber_exam_weather_hod_type_registered,3,0.016874,2.689647,0.002908,75.66753,0.02149,3.423296
occrate_avgocc_coursenumber_exam_weather_hod_type_registered,4,0.017355,2.760998,0.002835,73.10965,0.022031,3.50198
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture,0,0.016357,2.606178,0.00252,65.384705,0.021056,3.352605
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture,1,0.018057,2.875048,0.002882,74.51283,0.022771,3.623233
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture,2,0.018352,2.922698,0.003281,84.920685,0.023569,3.750486
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture,3,0.016755,2.666171,0.002777,71.56474,0.021838,3.473914
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture,4,0.016719,2.663782,0.002698,69.72587,0.021477,3.418489
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture_studyarea,0,0.016445,2.61683,0.00253,65.084656,0.021165,3.364184
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture_studyarea,1,0.01668,2.654345,0.002438,62.786957,0.021309,3.388436
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture_studyarea,2,0.017274,2.745722,0.002769,71.04918,0.022199,3.525495
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture_studyarea,3,0.016722,2.66377,0.002774,71.45654,0.021393,3.403769
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_lecture_studyarea,4,0.017602,2.802992,0.0028,72.345856,0.022315,3.549918
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_studyarea,0,0.016702,2.658545,0.002796,72.11525,0.021539,3.425666
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_studyarea,1,0.016102,2.562659,0.002199,56.698154,0.020616,3.279411
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_studyarea,2,0.016807,2.667385,0.00228,58.587677,0.021175,3.35885
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_studyarea,3,0.017396,2.769124,0.002707,69.94177,0.02185,3.475052
occrate_avgocc_coursenumber_exam_weather_hod_type_registered_studyarea,4,0.017387,2.762948,0.002865,73.8139,0.022076,3.505426
occrate_avgocc_coursenumber_exam_weather_hod_type_studyarea,0,0.016691,2.654209,0.002747,70.62212,0.021259,3.378111
occrate_avgocc_coursenumber_exam_weather_hod_type_studyarea,1,0.017044,2.70908,0.002677,68.78907,0.022027,3.499432
occrate_avgocc_coursenumber_exam_weather_hod_type_studyarea,2,0.017834,2.838206,0.002878,74.44106,0.022709,3.611406
occrate_avgocc_coursenumber_exam_weather_hod_type_studyarea,3,0.017799,2.831524,0.00315,81.21089,0.022857,3.633342
occrate_avgocc_coursenumber_exam_weather_hod_type_studyarea,4,0.016189,2.5737,0.002385,61.229435,0.020887,3.318456
occrate_avgocc_coursenumber_exam_weather_lecture,0,0.017472,2.783443,0.002842,73.67596,0.022467,3.576572
occrate_avgocc_coursenumber_exam_weather_lecture,1,0.017945,2.862274,0.002858,74.21022,0.02275,3.625844
occrate_avgocc_coursenumber_exam_weather_lecture,2,0.017892,2.85257,0.002995,77.67467,0.022776,3.62793
occrate_avgocc_coursenumber_exam_weather_lecture,3,0.018479,2.947598,0.003354,87.10846,0.023592,3.75958
occrate_avgocc_coursenumber_exam_weather_lecture,4,0.016811,2.678414,0.002643,68.35117,0.021587,3.436951
occrate_avgocc_coursenumber_exam_weather_lecture_studyarea,0,0.016911,2.692327,0.002658,68.66676,0.021657,3.445528
occrate_avgocc_coursenumber_exam_weather_lecture_studyarea,1,0.016783,2.667202,0.00243,62.330353,0.021367,3.394177
occrate_avgocc_coursenumber_exam_weather_lecture_studyarea,2,0.017752,2.827421,0.003044,78.56735,0.022715,3.613842
occrate_avgocc_coursenumber_exam_weather_lecture_studyarea,3,0.018037,2.86722,0.00306,78.6056,0.022926,3.641466
occrate_avgocc_coursenumber_exam_weather_lecture_studyarea,4,0.018359,2.92183,0.003099,79.83836,0.023345,3.711904
occrate_avgocc_coursenumber_exam_weather_registered,0,0.018224,2.906999,0.003114,80.96865,0.023325,3.71614
occrate_avgocc_coursenumber_exam_weather_registered,1,0.017398,2.767851,0.002565,66.16039,0.022248,3.536885
occrate_avgocc_coursenumber_exam_weather_registered,2,0.017836,2.843082,0.003204,83.384254,0.022777,3.628278
occrate_avgocc_coursenumber_exam_weather_registered,3,0.016734,2.664834,0.002698,69.98482,0.021786,3.468058
occrate_avgocc_coursenumber_exam_weather_registered,4,0.017664,2.815398,0.003018,78.33963,0.022519,3.58575
occrate_avgocc_coursenumber_exam_weather_registered_lecture,0,0.017691,2.819436,0.002924,75.850174,0.022535,3.588382
occrate_avgocc_coursenumber_exam_weather_registered_lecture,1,0.018276,2.912078,0.003119,80.783424,0.023299,3.708508
occrate_avgocc_coursenumber_exam_weather_registered_lecture,2,0.018109,2.888952,0.003149,81.849236,0.02321,3.698522
occrate_avgocc_coursenumber_exam_weather_registered_lecture,3,0.01752,2.78997,0.002956,76.570045,0.022506,3.581051
occrate_avgocc_coursenumber_exam_weather_registered_lecture,4,0.017158,2.731756,0.002669,69.02806,0.022182,3.529454
occrate_avgocc_coursenumber_exam_weather_registered_lecture_studyarea,0,0.017491,2.783653,0.00295,76.171165,0.022449,3.56953
occrate_avgocc_coursenumber_exam_weather_registered_lecture_studyarea,1,0.016752,2.661266,0.002451,62.99631,0.021378,3.393489
occrate_avgocc_coursenumber_exam_weather_registered_lecture_studyarea,2,0.016558,2.634702,0.002297,58.989273,0.021326,3.391017
occrate_avgocc_coursenumber_exam_weather_registered_lecture_studyarea,3,0.017273,2.750189,0.002954,76.268456,0.022095,3.514272
occrate_avgocc_coursenumber_exam_weather_registered_lecture_studyarea,4,0.018097,2.877638,0.003057,78.62593,0.023191,3.684225
occrate_avgocc_coursenumber_exam_weather_registered_studyarea,0,0.018024,2.869471,0.003018,77.71012,0.023107,3.675506
occrate_avgocc_coursenumber_exam_weather_registered_studyarea,1,0.018099,2.878614,0.002943,75.844894,0.023503,3.735059
occrate_avgocc_coursenumber_exam_weather_registered_studyarea,2,0.017539,2.790498,0.002941,75.80086,0.022494,3.57466
occrate_avgocc_coursenumber_exam_weather_registered_studyarea,3,0.018366,2.922652,0.003197,82.532425,0.023445,3.726861
occrate_avgocc_coursenumber_exam_weather_registered_studyarea,4,0.017199,2.734881,0.002494,64.37041,0.021677,3.44485
occrate_avgocc_coursenumber_exam_weather_studyarea,0,0.01709,2.712387,0.002449,62.77535,0.021951,3.483754
occrate_avgocc_coursenumber_exam_weather_studyarea,1,0.017156,2.727447,0.002748,70.85343,0.021988,3.492433
occrate_avgocc_coursenumber_exam_weather_studyarea,2,0.016555,2.631514,0.002102,53.559162,0.021121,3.353728
occrate_avgocc_coursenumber_exam_weather_studyarea,3,0.017161,2.732705,0.002824,73.030525,0.021958,3.493384
occrate_avgocc_coursenumber_exam_weather_studyarea,4,0.018239,2.904414,0.003224,83.27194,0.023365,3.716825
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled,0,0.018777,2.993246,0.003367,87.35902,0.024097,3.837769
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled,1,0.017821,2.839367,0.002835,73.26736,0.022876,3.641249
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled,2,0.017104,2.721293,0.002635,68.06471,0.022084,3.511347
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled,3,0.017584,2.794196,0.002925,75.57773,0.022679,3.60249
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled,4,0.018549,2.954532,0.003121,80.895004,0.023766,3.78197
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture,0,0.018322,2.916596,0.003062,79.25164,0.023533,3.743128
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture,1,0.017362,2.765102,0.002813,72.80099,0.022314,3.550684
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture,2,0.015953,2.534933,0.002271,58.283127,0.020779,3.300232
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture,3,0.017507,2.789495,0.002916,75.4697,0.022649,3.605231
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture,4,0.018268,2.908472,0.00302,78.081985,0.023284,3.703887
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture_studyarea,0,0.016649,2.647565,0.002606,67.063835,0.021368,3.395074
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture_studyarea,1,0.017387,2.766613,0.0029,74.75884,0.022322,3.548244
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture_studyarea,2,0.016595,2.638365,0.002451,63.108246,0.021296,3.382629
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture_studyarea,3,0.01678,2.664493,0.002667,68.41748,0.021678,3.439944
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_lecture_studyarea,4,0.016494,2.621963,0.00241,61.978325,0.021009,3.336962
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered,0,0.01644,2.61281,0.002334,60.11098,0.020912,3.321694
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered,1,0.018146,2.890378,0.003148,81.6517,0.023135,3.681146
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered,2,0.01852,2.947374,0.0032,82.85927,0.02381,3.785826
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered,3,0.018866,3.002002,0.003426,88.503716,0.024274,3.859496
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered,4,0.017838,2.833807,0.00285,73.236694,0.023113,3.669808
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture,0,0.016699,2.660143,0.002676,69.10718,0.021544,3.428561
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture,1,0.017302,2.755453,0.002756,71.2749,0.022069,3.5112
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture,2,0.016245,2.584324,0.00239,61.53284,0.02094,3.32839
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture,3,0.018831,2.997868,0.003252,84.0529,0.024127,3.837426
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture,4,0.017232,2.738387,0.002742,70.716255,0.022541,3.581626
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture_studyarea,0,0.016252,2.585742,0.002586,66.78816,0.02082,3.308995
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture_studyarea,1,0.018368,2.924797,0.003026,78.19037,0.023292,3.705544
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture_studyarea,2,0.016508,2.625659,0.002458,63.256542,0.021134,3.357714
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture_studyarea,3,0.018187,2.888909,0.003242,83.337265,0.023298,3.697604
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_lecture_studyarea,4,0.016273,2.58214,0.002297,58.79138,0.020784,3.29527
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_studyarea,0,0.016621,2.637155,0.002496,64.06649,0.021313,3.379631
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_studyarea,1,0.017559,2.78866,0.002887,74.05955,0.022532,3.575847
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_studyarea,2,0.017578,2.797778,0.003117,80.472244,0.022631,3.598536
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_studyarea,3,0.016999,2.702839,0.002793,72.007324,0.02184,3.4693
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_registered_studyarea,4,0.017076,2.714323,0.002791,71.84692,0.022071,3.504459
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_studyarea,0,0.018515,2.94368,0.003331,85.726616,0.023698,3.764214
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_studyarea,1,0.017209,2.738904,0.002715,70.14841,0.02201,3.499532
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_studyarea,2,0.017335,2.755873,0.00267,68.79315,0.022057,3.503848
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_studyarea,3,0.017089,2.724206,0.002944,76.30854,0.021999,3.503054
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_studyarea,4,0.017816,2.831262,0.002718,69.88763,0.022567,3.583402
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type,0,0.01746,2.780176,0.00291,75.24085,0.022645,3.603023
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type,1,0.017126,2.726203,0.002713,70.047,0.021848,3.475595
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type,2,0.017464,2.772482,0.00257,65.824394,0.022261,3.532637
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type,3,0.016861,2.676675,0.002437,62.589073,0.021992,3.489814
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type,4,0.017936,2.853433,0.00295,76.06642,0.022932,3.64533
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture,0,0.017707,2.819031,0.00292,75.57601,0.022406,3.564322
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture,1,0.017289,2.750314,0.002849,73.48163,0.022142,3.519238
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture,2,0.017578,2.801784,0.00295,76.44244,0.022567,3.59382
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture,3,0.017451,2.776862,0.002908,74.96036,0.022393,3.560155
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture,4,0.01766,2.805196,0.002863,73.45884,0.022848,3.625861
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture_studyarea,0,0.016927,2.686781,0.002693,68.95358,0.021793,3.456508
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture_studyarea,1,0.017857,2.840651,0.003102,79.89149,0.022909,3.639684
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture_studyarea,2,0.016402,2.608119,0.002393,61.5807,0.020981,3.333426
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture_studyarea,3,0.016351,2.598398,0.002316,59.464993,0.020981,3.331772
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_lecture_studyarea,4,0.017062,2.711366,0.002576,66.222595,0.021682,3.443066
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered,0,0.016512,2.626084,0.002437,62.7805,0.02095,3.32927
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered,1,0.017246,2.742415,0.00279,71.77217,0.022102,3.511428
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered,2,0.01738,2.761164,0.002781,71.63341,0.022312,3.542831
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered,3,0.017704,2.816062,0.002783,71.66783,0.022469,3.571325
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered,4,0.017204,2.739523,0.002694,69.593605,0.021971,3.495109
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture,0,0.017434,2.777478,0.002908,75.17622,0.022361,3.558484
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture,1,0.01735,2.756854,0.002755,71.01783,0.022051,3.502021
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture,2,0.017589,2.800009,0.002706,69.86049,0.022337,3.552556
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture,3,0.016067,2.554861,0.002401,61.814915,0.020692,3.287266
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture,4,0.017015,2.708578,0.002622,67.60586,0.021771,3.462276
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.016727,2.657275,0.002744,70.29969,0.021448,3.40297
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.015385,2.432942,0.001976,50.02092,0.019926,3.152002
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.015504,2.462577,0.002107,53.93045,0.020209,3.20751
occrate_avgocc_coursenumber_exam_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016315,2.59016,0.002259,57.90455,0.020949,3.323105
