features,run_id,MAE,DenormMAE,MSE,DenormMSE,RMSE,DenormRMSE
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,2,0.016864,2.685219,0.002701,69.55495,0.021377,3.400084
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,3,0.017313,2.756074,0.002683,69.03726,0.021945,3.490895
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,4,0.017474,2.784484,0.00288,74.45509,0.02221,3.536571
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,0,0.017276,2.749012,0.002528,64.90017,0.021699,3.449985
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,1,0.017388,2.769737,0.002681,69.06122,0.022042,3.507791
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,2,0.017214,2.741019,0.002584,66.5984,0.021665,3.447674
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,3,0.016721,2.660108,0.002532,64.95813,0.021305,3.387147
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,4,0.017192,2.739154,0.00264,68.07214,0.021694,3.453312
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.017125,2.723215,0.002544,65.39324,0.0217,3.44778
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.017161,2.727564,0.002631,67.46839,0.021886,3.476408
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.016712,2.658434,0.002485,63.80401,0.021258,3.377795
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.017776,2.821385,0.002632,67.41134,0.022306,3.53891
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.016884,2.684924,0.00253,65.09158,0.021196,3.366974
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,0,0.015438,2.456326,0.002155,55.145817,0.019931,3.167925
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,1,0.016393,2.59815,0.002145,54.633415,0.020666,3.273342
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,2,0.015877,2.51923,0.002191,55.91572,0.020087,3.183985
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,3,0.016704,2.65709,0.002459,63.08447,0.021124,3.356678
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,4,0.016889,2.68656,0.002565,65.92262,0.021391,3.399389
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,0,0.017064,2.710796,0.00258,66.03529,0.021633,3.434692
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,1,0.0174,2.770039,0.002717,70.035286,0.022131,3.520063
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,2,0.017006,2.698948,0.002409,61.38135,0.02162,3.428554
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,3,0.017042,2.701862,0.002653,67.87921,0.021641,3.429929
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,4,0.016872,2.685394,0.002575,66.06066,0.021434,3.407663
occrate_avgocc_weather_hod_type,0,0.016819,2.677055,0.002419,62.199924,0.021362,3.399465
occrate_avgocc_weather_hod_type,1,0.017644,2.811691,0.002691,69.26839,0.022449,3.575178
occrate_avgocc_weather_hod_type,2,0.016559,2.637618,0.002533,65.20609,0.021052,3.351418
occrate_avgocc_weather_hod_type,3,0.017994,2.865508,0.002921,75.342575,0.022848,3.636528
occrate_avgocc_weather_hod_type,4,0.017693,2.817727,0.0027,69.53182,0.022465,3.575813
occrate_avgocc_weather_hod_type_lecture,0,0.01646,2.622726,0.002504,64.581825,0.020868,3.324489
occrate_avgocc_weather_hod_type_lecture,1,0.016875,2.685959,0.00257,66.00728,0.021542,3.42828
occrate_avgocc_weather_hod_type_lecture,2,0.017173,2.734041,0.002603,66.96302,0.02186,3.478543
occrate_avgocc_weather_hod_type_lecture,3,0.016508,2.626648,0.002354,60.448357,0.020901,3.32474
occrate_avgocc_weather_hod_type_lecture,4,0.01738,2.765553,0.002561,65.608215,0.022028,3.503032
occrate_avgocc_weather_hod_type_lecture_studyarea,0,0.017395,2.765559,0.002553,65.556526,0.022053,3.503112
occrate_avgocc_weather_hod_type_lecture_studyarea,1,0.016591,2.635179,0.002446,62.46025,0.021262,3.375262
occrate_avgocc_weather_hod_type_lecture_studyarea,2,0.0167,2.653115,0.002404,61.574722,0.021097,3.348544
occrate_avgocc_weather_hod_type_lecture_studyarea,3,0.016407,2.611456,0.002458,63.174667,0.02098,3.33648
occrate_avgocc_weather_hod_type_lecture_studyarea,4,0.015683,2.493256,0.002214,56.578354,0.020029,3.182063
occrate_avgocc_weather_hod_type_registered,0,0.017211,2.741216,0.002652,68.37351,0.021691,3.452917
occrate_avgocc_weather_hod_type_registered,1,0.016577,2.639719,0.002487,63.98772,0.021032,3.346873
occrate_avgocc_weather_hod_type_registered,2,0.01647,2.625019,0.002521,65.00839,0.0209,3.329206
occrate_avgocc_weather_hod_type_registered,3,0.017827,2.841793,0.002857,73.820854,0.022575,3.596057
occrate_avgocc_weather_hod_type_registered,4,0.01709,2.722429,0.002465,63.627113,0.021578,3.43605
occrate_avgocc_weather_hod_type_registered_lecture,0,0.016862,2.687642,0.002628,67.91969,0.021586,3.439352
occrate_avgocc_weather_hod_type_registered_lecture,1,0.017697,2.817892,0.002761,71.07733,0.022322,3.551631
occrate_avgocc_weather_hod_type_registered_lecture,2,0.016407,2.603308,0.002173,55.226364,0.020829,3.30534
occrate_avgocc_weather_hod_type_registered_lecture,3,0.017586,2.801501,0.002723,70.232445,0.022123,3.521379
occrate_avgocc_weather_hod_type_registered_lecture,4,0.017526,2.791487,0.002727,70.22364,0.022209,3.535401
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,0,0.016001,2.53947,0.002203,56.430286,0.020309,3.22055
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,1,0.016497,2.623438,0.002442,62.66562,0.021049,3.343804
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,2,0.016116,2.566022,0.002467,63.47455,0.020616,3.278438
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,3,0.015768,2.504734,0.002174,55.5265,0.020152,3.197009
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,4,0.016189,2.575606,0.002295,58.80924,0.02058,3.270593
occrate_avgocc_weather_hod_type_registered_studyarea,0,0.015825,2.508339,0.002103,53.515324,0.020161,3.193036
occrate_avgocc_weather_hod_type_registered_studyarea,1,0.016222,2.57953,0.002403,61.64443,0.020702,3.287994
occrate_avgocc_weather_hod_type_registered_studyarea,2,0.016727,2.656644,0.002516,64.5395,0.02107,3.344382
occrate_avgocc_weather_hod_type_registered_studyarea,3,0.016287,2.591908,0.002392,61.405907,0.020576,3.270816
occrate_avgocc_weather_hod_type_registered_studyarea,4,0.016112,2.560233,0.002241,57.361877,0.020298,3.221934
occrate_avgocc_weather_hod_type_studyarea,0,0.016926,2.689631,0.002663,68.178635,0.021862,3.471568
occrate_avgocc_weather_hod_type_studyarea,1,0.016633,2.644493,0.002527,64.767715,0.021296,3.381588
occrate_avgocc_weather_hod_type_studyarea,2,0.016817,2.672684,0.002518,64.58428,0.021374,3.394344
occrate_avgocc_weather_hod_type_studyarea,3,0.01603,2.549476,0.002195,56.11043,0.020646,3.280675
occrate_avgocc_weather_hod_type_studyarea,4,0.016209,2.573699,0.002267,57.94628,0.02079,3.299046
occrate_avgocc_weather_lecture,0,0.015972,2.538513,0.002284,58.63615,0.020361,3.23583
occrate_avgocc_weather_lecture,1,0.016555,2.63315,0.002468,63.383186,0.020916,3.325806
occrate_avgocc_weather_lecture,2,0.016193,2.574482,0.00243,62.44252,0.020886,3.321926
occrate_avgocc_weather_lecture,3,0.017123,2.724596,0.002698,69.37286,0.021773,3.463284
occrate_avgocc_weather_lecture,4,0.015853,2.519579,0.00237,60.915867,0.020243,3.217006
occrate_avgocc_weather_lecture_studyarea,0,0.018114,2.880984,0.002758,70.915375,0.022785,3.620457
occrate_avgocc_weather_lecture_studyarea,1,0.017569,2.794301,0.002622,67.20543,0.022192,3.526664
occrate_avgocc_weather_lecture_studyarea,2,0.017833,2.840459,0.002791,71.84051,0.022345,3.555162
occrate_avgocc_weather_lecture_studyarea,3,0.017753,2.826049,0.00281,72.29604,0.022459,3.571514
occrate_avgocc_weather_lecture_studyarea,4,0.017331,2.755762,0.0026,66.66575,0.021939,3.486793
occrate_avgocc_weather_registered,0,0.016782,2.671617,0.002646,68.370575,0.021071,3.353428
occrate_avgocc_weather_registered,1,0.016695,2.652594,0.00255,65.57796,0.021072,3.347586
occrate_avgocc_weather_registered,2,0.017595,2.802482,0.002715,70.12343,0.022053,3.510931
occrate_avgocc_weather_registered,3,0.016364,2.604598,0.002553,65.80029,0.020745,3.301029
occrate_avgocc_weather_registered,4,0.016344,2.598784,0.002491,64.144745,0.020812,3.30942
occrate_avgocc_weather_registered_lecture,0,0.016315,2.595664,0.0024,61.555275,0.020661,3.285787
occrate_avgocc_weather_registered_lecture,1,0.016156,2.572683,0.002497,64.52671,0.020442,3.254712
occrate_avgocc_weather_registered_lecture,2,0.016369,2.602303,0.002322,59.574303,0.020697,3.290336
occrate_avgocc_weather_registered_lecture,3,0.015618,2.486469,0.002466,63.6252,0.020089,3.198402
occrate_avgocc_weather_registered_lecture,4,0.016115,2.566354,0.002493,64.31026,0.020529,3.267657
occrate_avgocc_weather_registered_lecture_studyarea,0,0.017014,2.699973,0.002399,61.2716,0.021586,3.422856
occrate_avgocc_weather_registered_lecture_studyarea,1,0.017843,2.8333,0.002714,69.61171,0.022334,3.544734
occrate_avgocc_weather_registered_lecture_studyarea,2,0.017029,2.70894,0.002467,63.12615,0.021428,3.404945
occrate_avgocc_weather_registered_lecture_studyarea,3,0.017538,2.793988,0.002671,68.914734,0.022243,3.539312
occrate_avgocc_weather_registered_lecture_studyarea,4,0.017702,2.820511,0.002666,68.71916,0.022348,3.556713
occrate_avgocc_weather_registered_studyarea,0,0.018203,2.895056,0.002838,73.02973,0.022726,3.610898
occrate_avgocc_weather_registered_studyarea,1,0.017627,2.80472,0.002591,66.48196,0.022248,3.536324
occrate_avgocc_weather_registered_studyarea,2,0.017799,2.835299,0.002789,71.97422,0.022272,3.543506
occrate_avgocc_weather_registered_studyarea,3,0.017723,2.823662,0.002771,71.56448,0.022344,3.55538
occrate_avgocc_weather_registered_studyarea,4,0.016922,2.691354,0.002558,65.73084,0.021294,3.384896
occrate_avgocc_weather_studyarea,0,0.017507,2.786578,0.002748,70.75454,0.022216,3.531214
occrate_avgocc_weather_studyarea,1,0.017619,2.804918,0.002807,72.34938,0.022151,3.522004
occrate_avgocc_weather_studyarea,2,0.018202,2.89566,0.002884,74.413956,0.022992,3.65575
occrate_avgocc_weather_studyarea,3,0.018499,2.938052,0.002847,73.21907,0.023038,3.656684
occrate_avgocc_weather_studyarea,4,0.017624,2.80531,0.002719,69.98111,0.022373,3.556901
occrate_avgocc_weather_tutorium_test_cancelled,0,0.018165,2.88807,0.002768,71.47843,0.023014,3.657955
occrate_avgocc_weather_tutorium_test_cancelled,1,0.018444,2.932798,0.002851,73.57289,0.023241,3.694832
occrate_avgocc_weather_tutorium_test_cancelled,2,0.018958,3.012762,0.003043,78.167206,0.02392,3.800233
occrate_avgocc_weather_tutorium_test_cancelled,3,0.021597,3.432566,0.00333,85.476456,0.027331,4.342207
occrate_avgocc_weather_tutorium_test_cancelled,4,0.017925,2.85297,0.002624,67.74089,0.022676,3.60765
occrate_avgocc_weather_tutorium_test_cancelled_lecture,0,0.016302,2.592554,0.002494,64.10161,0.020671,3.286273
occrate_avgocc_weather_tutorium_test_cancelled_lecture,1,0.016895,2.686963,0.002532,65.03764,0.021266,3.380643
occrate_avgocc_weather_tutorium_test_cancelled_lecture,2,0.016814,2.676479,0.00262,67.57259,0.021392,3.404446
occrate_avgocc_weather_tutorium_test_cancelled_lecture,3,0.017156,2.724392,0.002609,66.767944,0.021663,3.440076
occrate_avgocc_weather_tutorium_test_cancelled_lecture,4,0.016574,2.637629,0.002615,67.40446,0.020926,3.329501
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,0,0.017059,2.709127,0.002625,67.363106,0.021533,3.417321
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,1,0.016882,2.68558,0.002632,67.589066,0.021318,3.388508
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,2,0.016822,2.678386,0.002543,65.36936,0.02132,3.390567
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,3,0.017598,2.802064,0.002765,71.244995,0.022413,3.565298
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,4,0.017176,2.734932,0.002715,69.827995,0.021749,3.458665
occrate_avgocc_weather_tutorium_test_cancelled_registered,0,0.01655,2.628798,0.002516,64.60349,0.020757,3.295914
occrate_avgocc_weather_tutorium_test_cancelled_registered,1,0.01723,2.741062,0.00264,68.02788,0.021474,3.414705
occrate_avgocc_weather_tutorium_test_cancelled_registered,2,0.016915,2.690436,0.002562,65.76491,0.021461,3.412309
occrate_avgocc_weather_tutorium_test_cancelled_registered,3,0.016402,2.606695,0.002379,61.052387,0.020699,3.288497
occrate_avgocc_weather_tutorium_test_cancelled_registered,4,0.017917,2.840132,0.002491,63.36459,0.022246,3.526604
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,0,0.016881,2.685983,0.002707,69.78195,0.021583,3.434842
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,1,0.016348,2.59413,0.002483,63.506588,0.02063,3.273014
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,2,0.015912,2.531652,0.002378,61.19941,0.020192,3.213366
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,3,0.016592,2.639133,0.002354,60.503765,0.020908,3.324298
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,4,0.016303,2.592842,0.002508,64.57046,0.020572,3.270758
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,0,0.017857,2.840313,0.00264,67.94509,0.022553,3.582538
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,1,0.017426,2.774658,0.002796,72.04913,0.022156,3.523552
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,2,0.016676,2.655163,0.002524,64.9671,0.021067,3.350207
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,3,0.017045,2.708863,0.00249,63.97014,0.021425,3.403203
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,4,0.016622,2.64519,0.002507,64.5496,0.02111,3.355786
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,0,0.016837,2.677603,0.002588,66.47019,0.021446,3.406159
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,1,0.017329,2.757873,0.002802,72.261894,0.021852,3.474278
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,2,0.017265,2.748472,0.002569,66.23475,0.021688,3.447842
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,3,0.017068,2.709328,0.002625,67.236755,0.021647,3.432481
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,4,0.017579,2.800132,0.002931,75.706764,0.022222,3.533764
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,0,0.017691,2.81736,0.002831,72.986694,0.022215,3.534013
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,1,0.01766,2.808534,0.0027,69.46112,0.022121,3.513246
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,2,0.017242,2.739798,0.002763,71.04222,0.021737,3.450612
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,3,0.01743,2.776511,0.002753,70.98738,0.022005,3.500566
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,4,0.017557,2.787364,0.002761,70.92326,0.021994,3.48841
occrate_avgocc_weather_tutorium_test_cancelled_type,0,0.016714,2.653431,0.00254,65.04147,0.021225,3.369486
occrate_avgocc_weather_tutorium_test_cancelled_type,1,0.0172,2.734554,0.002572,66.08834,0.021548,3.424757
occrate_avgocc_weather_tutorium_test_cancelled_type,2,0.017107,2.723739,0.002698,69.438614,0.021655,3.446004
occrate_avgocc_weather_tutorium_test_cancelled_type,3,0.017682,2.814885,0.00277,71.309135,0.022384,3.561105
occrate_avgocc_weather_tutorium_test_cancelled_type,4,0.016451,2.613382,0.002524,64.721535,0.020916,3.321858
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,0,0.017324,2.754418,0.002664,68.53652,0.021767,3.458914
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,1,0.017093,2.716663,0.002448,62.701965,0.02162,3.435882
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,2,0.01726,2.743481,0.002665,68.347,0.021831,3.468605
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,3,0.017724,2.81628,0.002694,69.10189,0.022457,3.566352
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,4,0.017895,2.841936,0.002546,65.22248,0.022449,3.564751
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,0,0.01662,2.64243,0.002439,62.441605,0.021306,3.38374
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,1,0.016357,2.595546,0.002529,64.86561,0.020905,3.315734
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,2,0.016125,2.562842,0.002301,58.8653,0.020639,3.276878
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,3,0.016793,2.666736,0.002363,60.278233,0.021374,3.390804
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,4,0.016112,2.557559,0.002348,59.950726,0.020698,3.28314
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,0,0.016274,2.588264,0.002456,63.207733,0.020604,3.276215
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,1,0.017959,2.85691,0.002881,74.28901,0.022556,3.586101
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,2,0.017006,2.699929,0.002524,64.63242,0.021221,3.368125
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,3,0.01713,2.728472,0.002764,71.446754,0.021843,3.477404
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,4,0.016458,2.615642,0.002432,62.38402,0.020686,3.286485
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,0,0.016106,2.563234,0.002446,62.972195,0.020394,3.243511
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,1,0.017856,2.836901,0.002764,70.997696,0.022442,3.563488
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,2,0.017838,2.836084,0.002756,70.83489,0.022542,3.582149
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,3,0.016931,2.687229,0.002537,64.811935,0.021442,3.401615
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,4,0.017352,2.759342,0.002632,67.68134,0.021699,3.448574
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.016661,2.650424,0.00258,66.19262,0.021273,3.380441
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.016144,2.561093,0.00222,56.427334,0.020751,3.28953
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.01698,2.698694,0.002455,62.879807,0.021627,3.433638
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016238,2.578201,0.002346,59.968155,0.020617,3.272385
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.016917,2.6876,0.002402,61.6863,0.02115,3.358539
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,0,0.016526,2.624788,0.002345,59.9494,0.020971,3.327364
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,1,0.016997,2.702386,0.00252,64.586555,0.021494,3.413104
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,2,0.016963,2.699146,0.002576,66.28587,0.021333,3.391676
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,3,0.016983,2.69614,0.00236,60.384895,0.021473,3.406617
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,4,0.016919,2.688939,0.002639,67.79501,0.021436,3.404012
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,0,0.016718,2.644582,0.002481,63.092415,0.021317,3.372231
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,1,0.017434,2.766985,0.002678,68.62678,0.022204,3.522853
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,2,0.016684,2.65093,0.00235,60.030327,0.021181,3.362043
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,3,0.016804,2.671818,0.002415,61.93872,0.021194,3.366478
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,4,0.017734,2.820144,0.002796,71.917946,0.022465,3.569949
occrate_avgocc_weather_type,0,0.016895,2.687414,0.002592,66.60303,0.021317,3.389414
occrate_avgocc_weather_type,1,0.01709,2.718067,0.002602,66.732056,0.021688,3.448598
occrate_avgocc_weather_type,2,0.017469,2.779793,0.002667,68.55589,0.022088,3.512976
occrate_avgocc_weather_type,3,0.016562,2.637706,0.002508,64.53249,0.021216,3.378148
occrate_avgocc_weather_type,4,0.016508,2.625116,0.002557,65.62549,0.020942,3.327463
occrate_avgocc_weather_type_lecture,0,0.017764,2.825585,0.002637,67.80813,0.022394,3.561147
occrate_avgocc_weather_type_lecture,1,0.016636,2.649064,0.002631,67.62527,0.021272,3.385599
occrate_avgocc_weather_type_lecture,2,0.016358,2.599996,0.002367,60.69393,0.020848,3.3135
occrate_avgocc_weather_type_lecture,3,0.016704,2.651732,0.002543,65.0867,0.021399,3.397317
occrate_avgocc_weather_type_lecture,4,0.017097,2.721396,0.002612,67.211845,0.021583,3.433999
occrate_avgocc_weather_type_lecture_studyarea,0,0.016493,2.617746,0.00229,58.368195,0.021133,3.35354
occrate_avgocc_weather_type_lecture_studyarea,1,0.016947,2.695358,0.002497,63.89908,0.021704,3.448243
occrate_avgocc_weather_type_lecture_studyarea,2,0.016998,2.705147,0.002606,66.95278,0.021719,3.453228
occrate_avgocc_weather_type_lecture_studyarea,3,0.01671,2.652947,0.002389,60.83374,0.021422,3.398295
occrate_avgocc_weather_type_lecture_studyarea,4,0.016512,2.622503,0.002461,62.884468,0.021106,3.349826
occrate_avgocc_weather_type_registered,0,0.016596,2.640682,0.002544,65.463066,0.020853,3.316374
occrate_avgocc_weather_type_registered,1,0.016906,2.688075,0.002371,60.927338,0.021166,3.36585
occrate_avgocc_weather_type_registered,2,0.01662,2.642054,0.002348,60.167953,0.020945,3.328742
occrate_avgocc_weather_type_registered,3,0.016875,2.687572,0.002616,67.498886,0.021343,3.397031
occrate_avgocc_weather_type_registered,4,0.016239,2.585763,0.002476,63.834396,0.020543,3.268693
occrate_avgocc_weather_type_registered_lecture,0,0.016032,2.548244,0.002198,56.29219,0.02028,3.223276
occrate_avgocc_weather_type_registered_lecture,1,0.017241,2.741108,0.002633,67.60332,0.021636,3.438496
occrate_avgocc_weather_type_registered_lecture,2,0.016645,2.650878,0.002612,67.25075,0.021217,3.376881
occrate_avgocc_weather_type_registered_lecture,3,0.015918,2.532823,0.002378,61.066967,0.0201,3.196628
occrate_avgocc_weather_type_registered_lecture,4,0.017351,2.760556,0.002567,66.02545,0.021817,3.47009
occrate_avgocc_weather_type_registered_lecture_studyarea,0,0.016583,2.63374,0.002452,62.72803,0.021431,3.401438
occrate_avgocc_weather_type_registered_lecture_studyarea,1,0.017478,2.782254,0.002645,68.05007,0.022052,3.507037
occrate_avgocc_weather_type_registered_lecture_studyarea,2,0.016345,2.592175,0.002383,60.659004,0.020795,3.295282
occrate_avgocc_weather_type_registered_lecture_studyarea,3,0.016463,2.615726,0.002434,62.331936,0.020937,3.324241
occrate_avgocc_weather_type_registered_lecture_studyarea,4,0.016355,2.593336,0.002364,60.246662,0.020788,3.293708
occrate_avgocc_weather_type_registered_studyarea,0,0.016831,2.675399,0.002489,63.753967,0.021518,3.417306
occrate_avgocc_weather_type_registered_studyarea,1,0.017277,2.739519,0.002473,63.019913,0.02201,3.488387
occrate_avgocc_weather_type_registered_studyarea,2,0.017443,2.769011,0.002389,61.067715,0.021863,3.469247
occrate_avgocc_weather_type_registered_studyarea,3,0.016717,2.656542,0.002402,61.413963,0.021294,3.380995
occrate_avgocc_weather_type_registered_studyarea,4,0.016852,2.679546,0.002617,67.311386,0.021464,3.409118
occrate_avgocc_weather_type_studyarea,0,0.017269,2.739737,0.002553,65.09734,0.022124,3.508502
occrate_avgocc_weather_type_studyarea,1,0.018265,2.906083,0.002816,72.44199,0.023161,3.681158
occrate_avgocc_weather_type_studyarea,2,0.017386,2.766375,0.002689,69.04214,0.02217,3.524693
occrate_avgocc_weather_type_studyarea,3,0.01668,2.65123,0.00245,62.86362,0.021181,3.364732
occrate_avgocc_weather_type_studyarea,4,0.017061,2.714082,0.00266,68.33812,0.021816,3.467138
occrate_coursenumber,0,0.01677,2.667078,0.002438,62.764915,0.021188,3.369799
occrate_coursenumber,1,0.016534,2.633726,0.002727,70.6096,0.021084,3.357883
occrate_coursenumber,2,0.01688,2.686032,0.002676,69.15358,0.021597,3.436907
occrate_coursenumber,3,0.01645,2.616254,0.002527,65.05074,0.020966,3.334378
occrate_coursenumber,4,0.016683,2.655981,0.002612,67.66735,0.021359,3.399732
occrate_coursenumber_dow,0,0.016129,2.566455,0.002318,59.769684,0.020675,3.289747
occrate_coursenumber_dow,1,0.016048,2.551279,0.002294,58.883987,0.02072,3.294556
occrate_coursenumber_dow,2,0.016266,2.586033,0.00224,57.544037,0.020821,3.311014
occrate_coursenumber_dow,3,0.016537,2.628781,0.002357,60.559013,0.021195,3.369007
occrate_coursenumber_dow,4,0.016826,2.673696,0.002347,60.146526,0.021691,3.447904
occrate_coursenumber_dow_hod,0,0.016212,2.579029,0.002284,58.9088,0.021021,3.34426
occrate_coursenumber_dow_hod,1,0.015902,2.530576,0.002315,59.750313,0.020442,3.252951
occrate_coursenumber_dow_hod,2,0.016319,2.593538,0.002299,59.180096,0.020871,3.318338
occrate_coursenumber_dow_hod,3,0.01595,2.540336,0.00237,61.307896,0.020524,3.269126
occrate_coursenumber_dow_hod,4,0.016996,2.704378,0.002451,63.3554,0.021671,3.449362
occrate_coursenumber_dow_hod_lecture,0,0.016117,2.558658,0.002259,57.879524,0.020806,3.304096
occrate_coursenumber_dow_hod_lecture,1,0.016076,2.550779,0.00217,55.59686,0.020723,3.288921
occrate_coursenumber_dow_hod_lecture,2,0.015714,2.49583,0.002194,56.371437,0.020342,3.231504
occrate_coursenumber_dow_hod_lecture,3,0.015931,2.530254,0.002138,54.951378,0.020441,3.246648
occrate_coursenumber_dow_hod_lecture,4,0.015742,2.497582,0.002071,53.031273,0.020194,3.205341
occrate_coursenumber_dow_hod_lecture_studyarea,0,0.01714,2.717928,0.002462,62.755573,0.021894,3.471911
occrate_coursenumber_dow_hod_lecture_studyarea,1,0.016575,2.629576,0.0023,58.795807,0.021116,3.34966
occrate_coursenumber_dow_hod_lecture_studyarea,2,0.015997,2.536993,0.002291,58.437126,0.020522,3.255502
occrate_coursenumber_dow_hod_lecture_studyarea,3,0.015704,2.482896,0.002037,51.316574,0.019855,3.140708
occrate_coursenumber_dow_hod_lecture_studyarea,4,0.015416,2.442357,0.002121,53.861694,0.019915,3.155039
occrate_coursenumber_dow_hod_registered,0,0.016456,2.61996,0.002453,63.48667,0.021067,3.354039
