Artificial Intelligence,B1 - Bachelor 1. Jahr,B2 - Bachelor 2. Jahr,B3 - Bachelor 3. Jahr,Betriebswirtschaftslehre,Biologische Chemie,Chemie,D - Diplom,Informatik,Informationselektronik,KS,Kunststofftechnik,M1 - Master 1. Jahr,M2 - Master 2. Jahr,Maschinenbau,Mathematik,Mechatronik,Medical Engineering,None_level,None_sa,Pädagogik,Rechtswissenschaften,Sozialwissenschaften,Statistik,UE,VL,Volkswirtschaftslehre,Wirtschaftsinformatik,calendarweek,calendarweek1,calendarweek2,coursenumber,ects,endtime,endtime1,endtime2,exam,occcount,occrate,registered,roomcapacity,roomid,starttime,starttime1,starttime2,test,tutorium,weekday,weekday1,weekday2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,231.115,3.0,2024-04-08 13:30:00,0.30865,0.03804999999999997,False,31,0.4305555555555556,72,152,1,2024-04-08 12:00:00,0.5,0.0,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,376.027,1.5,2024-04-08 16:15:00,0.051549999999999985,0.27885,False,-1,-1.0,50,-1,-1,2024-04-08 13:45:00,0.27885,0.051549999999999985,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,190.035,3.0,2024-04-08 15:15:00,0.12409999999999999,0.17035,False,13,0.203125,64,152,1,2024-04-08 13:45:00,0.27885,0.051549999999999985,False,False,Mo.,0.5,1.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0.9854499999999999,0.38034999999999997,239.125,3.0,2024-04-08 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,42,-1,-1,2024-04-08 13:45:00,0.27885,0.051549999999999985,False,False,Mo.,0.5,1.0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0.9854499999999999,0.38034999999999997,252.031,3.0,2024-04-08 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,38,-1,-1,2024-04-08 13:45:00,0.27885,0.051549999999999985,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,136.309,3.0,2024-04-08 15:15:00,0.12409999999999999,0.17035,False,31,0.3163265306122449,98,164,0,2024-04-08 13:45:00,0.27885,0.051549999999999985,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,531.160,3.0,2024-04-08 17:00:00,0.01705000000000001,0.37060000000000004,False,-1,-1.0,101,-1,-1,2024-04-08 15:30:00,0.1033,0.1956,False,True,Mo.,0.5,1.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,231.010,3.0,2024-04-08 17:00:00,0.01705000000000001,0.37060000000000004,False,-1,-1.0,27,-1,-1,2024-04-08 15:30:00,0.1033,0.1956,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,150.031,1.5,2024-04-08 18:45:00,0.009599999999999997,0.59755,False,-1,-1.0,62,-1,-1,2024-04-08 15:30:00,0.1033,0.1956,False,False,Mo.,0.5,1.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0.9854499999999999,0.38034999999999997,238.213,3.0,2024-04-08 17:00:00,0.01705000000000001,0.37060000000000004,False,31,0.19375,160,164,0,2024-04-08 15:30:00,0.1033,0.1956,False,False,Mo.,0.5,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,140.004,0.5,2024-04-08 18:00:00,0.0,0.5,False,15,0.12605042016806722,119,152,1,2024-04-08 15:30:00,0.1033,0.1956,False,False,Mo.,0.5,1.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0.9854499999999999,0.38034999999999997,239.126,3.0,2024-04-08 18:45:00,0.009599999999999997,0.59755,False,-1,-1.0,35,-1,-1,2024-04-08 17:15:00,0.009599999999999997,0.40245,False,False,Mo.,0.5,1.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,360.001,4.5,2024-04-08 18:45:00,0.009599999999999997,0.59755,False,6,0.049586776859504134,121,164,0,2024-04-08 17:15:00,0.009599999999999997,0.40245,False,True,Mo.,0.5,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,102.016,0.5,2024-04-08 18:45:00,0.009599999999999997,0.59755,True,-1,-1.0,97,-1,-1,2024-04-08 18:00:00,0.0,0.5,False,False,Mo.,0.5,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,366.560,3.0,2024-04-09 10:00:00,0.75,0.067,False,24,0.1610738255033557,149,152,1,2024-04-09 08:30:00,0.8967,0.1956,False,False,Di.,0.89,0.81
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,379.014,2.5,2024-04-09 10:00:00,0.75,0.067,False,-1,-1.0,23,-1,-1,2024-04-09 08:30:00,0.8967,0.1956,False,False,Di.,0.89,0.81
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,361.001,4.5,2024-04-09 10:00:00,0.75,0.067,False,34,0.25757575757575757,132,164,0,2024-04-09 08:30:00,0.8967,0.1956,False,False,Di.,0.89,0.81
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0.9854499999999999,0.38034999999999997,346.202,1.5,2024-04-09 09:15:00,0.82965,0.12409999999999999,False,-1,-1.0,26,-1,-1,2024-04-09 08:30:00,0.8967,0.1956,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,531.160,3.0,2024-04-09 09:15:00,0.82965,0.12409999999999999,False,-1,-1.0,101,-1,-1,2024-04-09 08:30:00,0.8967,0.1956,False,False,Di.,0.89,0.81
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0.9854499999999999,0.38034999999999997,346.203,1.5,2024-04-09 10:00:00,0.75,0.067,False,-1,-1.0,26,-1,-1,2024-04-09 09:15:00,0.82965,0.12409999999999999,False,False,Di.,0.89,0.81
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,249.443,3.0,2024-04-09 11:45:00,0.5327,0.0010499999999999954,False,-1,-1.0,24,-1,-1,2024-04-09 10:15:00,0.72115,0.051549999999999985,False,False,Di.,0.89,0.81
