datetime,occrate,occcount,occcountdiff,occratediff,cancelled,lecturerampafter,test,lecturerampbefore,maxocccountestimate,ects,tutorium,maxoccrate,maxoccrateestimate,registered,maxocccount,coursenumber,lecture,exam,VL,UE,KS,Informatik,None_sa,Volkswirtschaftslehre,Chemie,Wirtschaftsinformatik,Maschinenbau,Betriebswirtschaftslehre,Rechtswissenschaften,Mathematik,Mechatronik,Informationselektronik,Biologische Chemie,Sozialwissenschaften,Artificial Intelligence,Kunststofftechnik,Statistik,Pädagogik,Medical Engineering,B1 - Bachelor 1. Jahr,None_level,B2 - Bachelor 2. Jahr,M1 - Master 1. Jahr,B3 - Bachelor 3. Jahr,D - Diplom,M2 - Master 2. Jahr,hod1,hod2,dow1,dow2,week1,week2,holiday,zwickltag,occrate1week,occcount1day,occrate1day,occcount1week,occcountdiff1week,occcountdiff1day,occratediff1week,occratediff1day,tl,p,ff,ffx,rf,rr,so
2024-04-25 01:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7211443451095007,0.9484363707663441,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,978.1,0.7,2.0,93,0.0,0
2024-04-25 02:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9330127018922194,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,977.9,0.5,2.5,93,0.0,0
2024-04-25 02:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777851165098011,0.9157348061512727,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,977.8,0.9,3.5,91,0.0,0
2024-04-25 02:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8043807145043603,0.8966766701456176,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,977.9,0.5,1.5,90,0.0,0
2024-04-25 02:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8296729075500344,0.8759199037394887,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,977.9,0.6,1.9,90,0.0,0
2024-04-25 03:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8535533905932737,0.8535533905932737,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,977.9,0.4,1.9,93,0.0,0
2024-04-25 03:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8759199037394887,0.8296729075500344,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,977.9,0.3,1.1,93,0.0,0
2024-04-25 03:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8966766701456176,0.8043807145043603,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,977.9,0.3,1.5,92,0.0,0
2024-04-25 03:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9157348061512727,0.7777851165098011,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,978.0,0.5,1.4,94,0.0,0
2024-04-25 04:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9330127018922193,0.75,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,978.1,0.2,1.0,93,0.0,0
2024-04-25 04:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9484363707663441,0.7211443451095007,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,978.2,0.4,1.2,94,0.0,0
2024-04-25 04:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9619397662556434,0.6913417161825449,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,978.4,0.7,1.5,95,0.0,0
2024-04-25 04:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9734650647475528,0.6607197326515808,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,978.5,0.7,1.3,95,0.0,0
2024-04-25 05:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9829629131445341,0.6294095225512604,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,978.7,0.8,2.8,92,0.0,0
2024-04-25 05:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9903926402016152,0.5975451610080642,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,978.7,1.3,2.6,92,0.0,0
2024-04-25 05:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9957224306869052,0.5652630961100259,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,978.7,1.3,2.9,89,0.0,0
2024-04-25 05:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989294616193017,0.5327015646150716,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,978.8,1.2,2.8,88,0.0,0
2024-04-25 06:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,978.8,1.2,3.5,85,0.0,0
2024-04-25 06:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989294616193017,0.46729843538492843,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,978.9,0.8,3.5,85,0.0,175
2024-04-25 06:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9957224306869052,0.4347369038899743,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,978.9,1.0,5.9,82,0.0,0
2024-04-25 06:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9903926402016152,0.4024548389919359,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,979.0,0.7,4.0,80,0.0,19
2024-04-25 07:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9829629131445341,0.3705904774487396,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,979.1,0.7,3.1,81,0.0,0
2024-04-25 07:15:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9734650647475529,0.3392802673484193,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,979.1,0.8,3.1,79,0.0,14
2024-04-25 07:30:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9619397662556434,0.30865828381745514,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,979.1,1.0,4.4,75,0.0,57
2024-04-25 07:45:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9484363707663441,0.27885565489049946,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,979.1,1.2,2.6,73,0.0,356
2024-04-25 08:00:00,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9330127018922194,0.2500000000000001,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,979.1,1.3,4.1,74,0.0,0
2024-04-25 08:15:00,0.03289473684210526,5,5.0,0.03289473684210526,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9157348061512727,0.22221488349019902,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.03289473684210526,0.0,0.0,5.0,5.0,0.0,0.03289473684210526,0.0,6.0,979.1,1.2,3.8,75,0.0,39
2024-04-25 08:30:00,0.10526315789473684,16,11.0,0.07236842105263158,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8966766701456176,0.19561928549563967,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13157894736842105,0.0,0.0,20.0,15.0,0.0,0.09868421052631579,0.0,7.8,979.0,1.2,5.5,65,0.0,438
2024-04-25 08:45:00,0.1118421052631579,17,1.0,0.006578947368421059,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8759199037394887,0.17032709244996558,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13815789473684212,0.0,0.0,21.0,1.0,0.0,0.006578947368421073,0.0,7.1,979.0,1.6,6.1,66,0.0,15
2024-04-25 09:00:00,0.1118421052631579,17,0.0,0.0,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8535533905932737,0.14644660940672627,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13815789473684212,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.3,979.0,1.4,5.0,66,0.0,0
2024-04-25 09:15:00,0.1118421052631579,17,0.0,0.0,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8296729075500344,0.12408009626051136,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13815789473684212,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.2,979.1,0.8,3.9,67,0.0,0
2024-04-25 09:30:00,0.1118421052631579,17,0.0,0.0,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8043807145043604,0.10332332985438247,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13815789473684212,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8.6,978.9,1.4,3.7,66,0.0,599
2024-04-25 09:45:00,0.10526315789473684,16,-1.0,-0.006578947368421059,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7777851165098011,0.08426519384872733,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13815789473684212,1.0,0.006578947368421052,21.0,0.0,1.0,0.0,0.006578947368421052,8.6,978.8,1.2,4.6,61,0.0,445
2024-04-25 10:00:00,0.06578947368421052,10,-6.0,-0.039473684210526314,0,0,0,0,0,3.0,0,0.1118421052631579,0.11060148516767904,119,17,358.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.06698729810778065,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.05921052631578947,6.0,0.039473684210526314,9.0,-12.0,5.0,-0.07894736842105265,0.03289473684210526,8.4,978.7,1.1,4.9,65,0.0,231
2024-04-25 10:15:00,0.1118421052631579,17,7.0,0.04605263157894737,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7211443451095007,0.05156362923365587,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.1118421052631579,26.0,0.17105263157894737,17.0,8.0,20.0,0.052631578947368425,0.13157894736842107,8.7,978.7,2.1,7.1,59,0.0,600
2024-04-25 10:30:00,0.11842105263157894,18,1.0,0.006578947368421045,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6913417161825449,0.03806023374435663,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.125,27.0,0.17763157894736842,19.0,2.0,1.0,0.013157894736842105,0.006578947368421045,9.5,978.4,0.9,5.1,52,0.0,600
2024-04-25 10:45:00,0.11842105263157894,18,0.0,0.0,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6607197326515809,0.02653493525244721,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.125,27.0,0.17763157894736842,19.0,0.0,0.0,0.0,0.0,9.4,978.4,1.1,5.4,54,0.0,280
2024-04-25 11:00:00,0.11842105263157894,18,0.0,0.0,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6294095225512605,0.0170370868554659,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13157894736842105,27.0,0.17763157894736842,20.0,1.0,0.0,0.006578947368421045,0.0,9.6,978.4,1.5,5.9,55,0.0,600
2024-04-25 11:15:00,0.11842105263157894,18,0.0,0.0,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5975451610080643,0.009607359798384785,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13157894736842105,27.0,0.17763157894736842,20.0,0.0,0.0,0.0,0.0,10.0,978.2,0.8,5.6,52,0.0,600
2024-04-25 11:30:00,0.11842105263157894,18,0.0,0.0,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5652630961100258,0.004277569313094809,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.13157894736842105,27.0,0.17763157894736842,20.0,0.0,0.0,0.0,0.0,10.0,978.2,2.1,7.1,51,0.0,336
2024-04-25 11:45:00,0.06578947368421052,10,-8.0,-0.05263157894736842,0,0,0,0,0,6.0,0,0.11842105263157894,0.19567854702472687,95,18,327.029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5327015646150716,0.0010705383806982605,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.046052631578947366,17.0,0.1118421052631579,7.0,-13.0,-10.0,-0.08552631578947367,-0.06578947368421052,9.5,978.2,1.6,5.2,54,0.0,8
2024-04-25 12:00:00,0.013157894736842105,2,-8.0,-0.05263157894736842,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.0,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,35.0,0.23026315789473684,0.0,-7.0,18.0,-0.046052631578947366,0.11842105263157894,7.5,978.9,2.7,7.2,71,0.2,0
2024-04-25 12:15:00,0.013157894736842105,2,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46729843538492855,0.0010705383806982605,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,40.0,0.2631578947368421,0.0,0.0,5.0,0.0,0.032894736842105254,6.3,979.0,2.4,8.1,79,0.1,27
2024-04-25 12:30:00,0.013157894736842105,2,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4347369038899741,0.004277569313094809,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.0,39.0,0.2565789473684211,0.0,0.0,-1.0,0.0,-0.006578947368421018,6.4,978.6,1.3,3.9,79,0.0,402
2024-04-25 12:45:00,0.013157894736842105,2,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4024548389919358,0.009607359798384785,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.006578947368421052,36.0,0.23684210526315788,1.0,1.0,-3.0,0.006578947368421052,-0.01973684210526319,6.9,978.6,0.9,3.4,71,0.0,554
2024-04-25 13:00:00,0.03289473684210526,5,3.0,0.019736842105263157,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37059047744873985,0.01703708685546579,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.02631578947368421,35.0,0.23026315789473684,4.0,3.0,-1.0,0.019736842105263157,-0.006578947368421045,8.2,978.2,0.8,2.5,66,0.0,600
2024-04-25 13:15:00,0.05921052631578947,9,4.0,0.02631578947368421,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3392802673484192,0.026534935252447156,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.05921052631578947,34.0,0.2236842105263158,9.0,5.0,-1.0,0.03289473684210526,-0.006578947368421045,8.9,978.1,0.7,3.1,58,0.0,293
2024-04-25 13:30:00,0.15789473684210525,24,15.0,0.09868421052631579,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3086582838174552,0.038060233744356575,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.19078947368421054,32.0,0.21052631578947367,29.0,20.0,-2.0,0.13157894736842107,-0.013157894736842118,9.0,977.9,1.7,4.2,62,0.0,125
2024-04-25 13:45:00,0.27631578947368424,42,18.0,0.11842105263157898,0,0,0,0,0,3.0,0,0.29605263157894735,0.3946685681217595,54,45,"531.240,531.241,531.242",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.27885565489049946,0.05156362923365582,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.3223684210526316,23.0,0.1513157894736842,49.0,20.0,-9.0,0.13157894736842105,-0.05921052631578946,10.1,977.8,0.6,2.3,57,0.0,600
2024-04-25 14:00:00,0.29605263157894735,45,3.0,0.019736842105263108,0,0,0,0,0,3.0,0,0.29605263157894735,0.3946685681217595,54,45,"531.240,531.241,531.242",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24999999999999994,0.0669872981077807,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.32894736842105265,0.0,0.0,50.0,1.0,-23.0,0.006578947368421073,-0.1513157894736842,8.8,978.0,1.2,6.5,60,0.0,0
2024-04-25 14:15:00,0.29605263157894735,45,0.0,0.0,0,0,0,0,0,3.0,0,0.29605263157894735,0.3946685681217595,54,45,"531.240,531.241,531.242",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22221488349019902,0.08426519384872727,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.32894736842105265,6.0,0.039473684210526314,50.0,0.0,6.0,0.0,0.039473684210526314,7.9,978.6,2.0,6.4,69,0.0,0
2024-04-25 14:30:00,0.125,19,-26.0,-0.17105263157894735,0,0,0,0,0,3.0,0,0.125,0.34501678065249797,30,19,531.240,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19561928549563984,0.1033233298543823,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.1513157894736842,29.0,0.19078947368421054,23.0,-27.0,23.0,-0.17763157894736845,0.15131578947368424,6.8,978.5,1.1,4.3,78,0.2,0
2024-04-25 14:45:00,0.08552631578947369,13,-6.0,-0.039473684210526314,0,0,0,0,0,3.0,0,0.125,0.34501678065249797,30,19,531.240,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17032709244996558,0.12408009626051125,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.1118421052631579,34.0,0.2236842105263158,17.0,-6.0,5.0,-0.039473684210526314,0.032894736842105254,7.4,978.0,1.5,6.1,77,0.1,289
2024-04-25 15:00:00,0.039473684210526314,6,-7.0,-0.04605263157894737,0,0,0,0,0,3.0,0,0.125,0.34501678065249797,30,19,531.240,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14644660940672627,0.14644660940672616,0.7169418695587791,0.04951556604879048,0.9427280128266049,0.2676384139781157,0,0,0.1118421052631579,34.0,0.2236842105263158,17.0,0.0,0.0,0.0,0.0,8.4,978.0,1.7,3.8,69,0.0,600
