in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type,datetime
0,16,53,51,0,0,0,2024-04-23 10:21:11
9,0,176,234,1,0,1,2024-04-23 10:23:39
9,0,88,147,1,0,1,2024-04-23 10:48:37
0,25,71,75,1,0,0,2024-04-23 10:49:19
0,50,45,83,1,0,0,2024-04-23 10:51:04
12,0,35,34,1,0,1,2024-04-23 10:52:47
49,0,123,146,1,0,1,2024-04-23 10:57:22
0,23,69,76,0,0,0,2024-04-23 10:58:55
0,12,33,33,0,0,0,2024-04-23 10:59:22
0,25,69,76,0,0,0,2024-04-23 11:07:53
0,7,54,54,0,0,0,2024-04-23 11:07:55
0,16,43,38,0,0,0,2024-04-23 11:13:03
0,22,51,57,1,0,0,2024-04-23 11:14:06
0,4,37,37,0,1,0,2024-04-23 11:15:49
47,0,108,95,0,0,1,2024-04-23 11:15:51
59,0,84,73,0,0,1,2024-04-23 11:18:26
0,9,58,64,0,1,0,2024-04-23 11:32:50
0,6,43,44,0,1,0,2024-04-23 11:45:55
0,3,18,56,0,1,0,2024-04-23 11:46:01
0,7,16,19,0,1,0,2024-04-23 11:46:03
0,27,68,78,0,0,0,2024-04-23 11:46:03
0,19,23,35,0,0,0,2024-04-23 11:46:12
0,6,27,27,0,0,0,2024-04-23 11:46:13
0,5,59,49,0,0,0,2024-04-23 11:46:17
0,6,43,35,0,0,0,2024-04-23 11:46:20
0,8,26,22,0,1,0,2024-04-23 11:46:27
0,6,31,40,0,1,0,2024-04-23 11:46:43
0,42,83,103,0,0,0,2024-04-23 11:46:44
0,14,42,46,0,0,0,2024-04-23 11:46:45
3,0,37,99,0,1,1,2024-04-23 11:46:45
0,8,63,54,0,0,0,2024-04-23 11:46:50
0,5,30,25,0,0,0,2024-04-23 11:46:53
0,20,104,54,0,0,0,2024-04-23 11:46:55
0,0,55,59,0,0,0,2024-04-23 11:46:57
0,5,24,21,0,0,0,2024-04-23 11:47:01
0,8,23,19,1,0,0,2024-04-23 11:47:01
0,8,68,26,0,0,0,2024-04-23 11:47:02
0,0,36,43,0,0,0,2024-04-23 11:47:04
0,6,31,25,1,0,0,2024-04-23 11:47:05
0,6,20,78,0,1,0,2024-04-23 11:47:05
0,4,30,32,0,1,0,2024-04-23 11:47:07
0,7,27,29,0,1,0,2024-04-23 11:47:10
13,0,38,40,1,0,1,2024-04-23 11:47:11
0,5,31,32,0,1,0,2024-04-23 11:47:12
0,24,48,57,0,0,0,2024-04-23 11:47:13
9,0,32,28,0,1,1,2024-04-23 11:47:22
2,0,30,35,0,1,1,2024-04-23 11:47:23
12,0,66,65,0,1,1,2024-04-23 11:47:27
0,6,35,36,0,1,0,2024-04-23 11:47:28
0,8,59,62,0,1,0,2024-04-23 11:47:29
0,15,47,51,1,0,0,2024-04-23 11:47:47
0,23,30,39,1,0,0,2024-04-23 11:47:48
15,0,108,66,0,1,1,2024-04-23 11:47:49
0,9,63,57,1,0,0,2024-04-23 11:47:53
0,7,74,72,1,0,0,2024-04-23 11:47:55
0,12,89,62,1,0,0,2024-04-23 11:48:01
0,7,33,30,1,0,0,2024-04-23 11:48:03
0,13,20,28,1,0,0,2024-04-23 11:48:05
0,12,20,22,1,0,0,2024-04-23 11:48:11
0,6,28,27,1,0,0,2024-04-23 11:48:13
0,6,29,23,1,0,0,2024-04-23 11:48:18
0,34,38,57,1,1,0,2024-04-23 11:48:19
0,11,44,40,1,0,0,2024-04-23 11:48:19
0,6,41,36,1,1,0,2024-04-23 11:48:21
0,25,54,60,1,1,0,2024-04-23 11:48:22
0,7,17,17,1,0,0,2024-04-23 11:48:22
0,6,39,38,1,1,0,2024-04-23 11:48:23
0,15,61,46,1,1,0,2024-04-23 11:48:24
21,0,46,36,1,0,1,2024-04-23 11:48:34
17,0,68,64,1,0,1,2024-04-23 11:48:36
25,0,60,56,1,0,1,2024-04-23 11:48:38
0,7,21,20,1,0,0,2024-04-23 11:48:39
9,0,44,45,1,0,1,2024-04-23 11:48:45
13,0,82,75,1,0,1,2024-04-23 11:48:49
12,0,48,42,1,0,1,2024-04-23 11:48:51
13,0,130,130,1,0,1,2024-04-23 11:48:53
8,0,24,24,1,0,1,2024-04-23 11:48:55
7,0,40,40,1,0,1,2024-04-23 11:48:57
14,0,36,28,1,0,1,2024-04-23 11:48:58
4,0,29,29,0,1,1,2024-04-23 11:48:59
4,0,15,62,1,0,1,2024-04-23 11:49:00
6,0,31,82,0,1,1,2024-04-23 11:49:06
11,0,99,46,0,1,1,2024-04-23 11:49:07
5,0,42,51,0,1,1,2024-04-23 11:49:11
1,0,55,67,0,1,1,2024-04-23 11:49:12
6,0,56,53,0,1,1,2024-04-23 11:49:14
19,0,103,95,0,1,1,2024-04-23 11:49:16
11,0,25,18,1,0,1,2024-04-23 11:49:21
9,0,55,64,1,0,1,2024-04-23 11:49:23
6,0,20,18,1,0,1,2024-04-23 11:49:24
0,8,24,26,1,1,0,2024-04-23 11:49:27
0,0,92,150,1,0,0,2024-04-23 11:49:44
0,11,21,35,1,0,0,2024-04-23 11:49:49
4,0,38,29,1,0,1,2024-04-23 11:49:50
0,8,26,27,1,0,0,2024-04-23 11:49:51
0,5,35,22,1,0,0,2024-04-23 11:49:53
0,5,28,23,1,0,0,2024-04-23 11:49:54
0,3,18,16,1,0,0,2024-04-23 11:49:55
9,0,35,24,0,1,1,2024-04-23 11:50:57
13,0,34,29,1,0,1,2024-04-23 11:51:05
16,0,31,24,1,0,1,2024-04-23 11:51:07
0,21,60,60,1,0,0,2024-04-23 11:51:34
0,7,27,24,1,0,0,2024-04-23 11:51:37
4,0,26,28,0,1,1,2024-04-23 11:51:38
3,0,34,38,0,1,1,2024-04-23 11:51:42
12,0,43,47,1,0,1,2024-04-23 11:51:42
9,0,48,47,1,0,1,2024-04-23 11:51:50
28,0,80,75,1,0,1,2024-04-23 11:51:51
8,0,36,35,1,0,1,2024-04-23 11:52:02
0,5,98,76,1,0,0,2024-04-23 11:52:09
5,0,35,34,0,1,1,2024-04-23 11:52:12
10,0,25,21,1,0,1,2024-04-23 11:52:24
6,0,45,48,0,1,1,2024-04-23 11:52:34
6,0,41,45,0,1,1,2024-04-23 11:52:35
5,0,32,33,0,1,1,2024-04-23 11:52:37
4,0,53,54,0,1,1,2024-04-23 11:52:39
17,0,46,37,1,0,1,2024-04-23 11:52:45
9,0,58,55,1,0,1,2024-04-23 11:52:46
10,0,32,39,1,0,1,2024-04-23 11:53:12
4,0,18,17,0,1,1,2024-04-23 11:53:28
1,0,108,77,0,1,1,2024-04-23 11:53:43
5,0,43,51,1,0,1,2024-04-23 11:53:48
5,0,23,24,1,0,1,2024-04-23 11:54:02
4,0,26,26,0,1,1,2024-04-23 11:54:08
11,0,26,26,1,0,1,2024-04-23 11:54:19
6,0,33,35,1,0,1,2024-04-23 11:54:21
2,0,82,91,1,0,1,2024-04-23 11:54:23
4,0,33,32,0,1,1,2024-04-23 11:54:25
15,0,33,25,1,0,1,2024-04-23 11:55:03
12,0,31,30,1,0,1,2024-04-23 11:55:06
5,0,67,69,0,1,1,2024-04-23 11:55:10
10,0,49,52,0,1,1,2024-04-23 11:55:12
8,0,56,55,0,1,1,2024-04-23 11:55:14
11,0,73,72,0,1,1,2024-04-23 11:55:16
5,0,64,72,0,1,1,2024-04-23 11:55:18
5,0,30,33,0,1,1,2024-04-23 11:55:38
31,0,295,275,1,0,1,2024-04-23 11:55:41
5,0,83,80,1,0,1,2024-04-23 11:55:46
14,0,65,58,0,1,1,2024-04-23 11:55:49
0,5,19,20,0,1,0,2024-04-23 11:55:52
8,0,40,39,0,1,1,2024-04-23 11:56:01
3,0,37,31,1,0,1,2024-04-23 11:56:04
3,0,58,64,0,1,1,2024-04-23 11:56:12
8,0,31,30,1,0,1,2024-04-23 11:56:12
6,0,38,39,0,1,1,2024-04-23 11:57:40
5,0,36,36,0,1,1,2024-04-23 11:58:04
7,0,40,42,0,1,1,2024-04-23 11:58:05
1,0,36,35,0,1,1,2024-04-23 11:58:39
16,0,43,39,1,0,1,2024-04-23 11:58:57
3,0,22,23,0,1,1,2024-04-23 11:59:00
3,0,58,57,0,1,1,2024-04-23 11:59:19
5,0,26,28,1,0,1,2024-04-23 12:00:05
9,0,34,43,1,0,1,2024-04-23 12:00:08
11,0,38,38,0,1,1,2024-04-23 12:01:11
7,0,46,47,0,1,1,2024-04-23 12:03:04
6,0,55,51,0,1,1,2024-04-23 12:04:29
0,14,32,36,0,0,0,2024-04-23 12:07:59
20,0,71,115,1,0,1,2024-04-23 12:08:17
44,0,82,100,0,0,1,2024-04-23 12:10:23
0,10,29,35,0,1,0,2024-04-23 12:13:09
2,0,24,27,0,1,1,2024-04-23 12:15:35
0,2,30,24,0,1,0,2024-04-23 12:17:44
5,0,29,27,0,1,1,2024-04-23 12:22:55
0,5,47,49,0,1,0,2024-04-23 12:24:35
5,0,38,36,0,1,1,2024-04-23 12:24:38
0,5,25,27,0,1,0,2024-04-23 12:24:46
0,16,53,40,0,0,0,2024-04-23 12:28:30
2,0,24,31,0,1,1,2024-04-23 12:31:00
0,22,42,57,0,0,0,2024-04-23 12:34:36
0,37,75,68,0,0,0,2024-04-23 12:36:20
4,0,23,25,0,1,1,2024-04-23 12:37:00
21,0,105,13,0,0,1,2024-04-23 12:37:30
0,43,73,98,1,0,0,2024-04-23 12:58:43
19,0,50,75,1,0,1,2024-04-23 13:01:44
38,0,165,181,1,0,1,2024-04-23 13:04:25
0,53,60,101,0,0,0,2024-04-23 13:04:52
0,7,32,35,0,1,0,2024-04-23 13:05:22
0,19,45,49,1,0,0,2024-04-23 13:05:39
0,7,51,50,0,1,0,2024-04-23 13:06:54
0,12,63,64,0,0,0,2024-04-23 13:10:53
0,22,96,104,0,0,0,2024-04-23 13:14:46
0,27,45,53,1,0,0,2024-04-23 13:25:32
0,6,58,60,0,1,0,2024-04-23 13:29:50
0,6,26,27,0,1,0,2024-04-23 13:29:52
0,2,33,35,0,1,0,2024-04-23 13:30:24
0,4,60,59,0,1,0,2024-04-23 13:30:34
0,5,23,30,0,1,0,2024-04-23 13:30:36
0,5,27,26,0,1,0,2024-04-23 13:30:38
0,4,30,32,0,1,0,2024-04-23 13:30:46
0,3,31,33,0,1,0,2024-04-23 13:31:00
0,4,32,32,0,1,0,2024-04-23 13:31:01
0,14,77,102,0,1,0,2024-04-23 13:31:08
0,5,39,40,0,1,0,2024-04-23 13:31:11
0,8,21,26,0,1,0,2024-04-23 13:31:17
0,8,19,24,0,1,0,2024-04-23 13:31:18
4,0,45,47,0,1,1,2024-04-23 13:31:26
0,13,60,60,1,0,0,2024-04-23 13:31:34
0,4,20,22,0,1,0,2024-04-23 13:31:37
0,13,38,35,0,0,0,2024-04-23 13:31:39
0,34,71,80,0,0,0,2024-04-23 13:31:39
0,10,46,53,0,1,0,2024-04-23 13:31:42
0,8,29,30,0,1,0,2024-04-23 13:31:43
0,16,36,43,0,1,0,2024-04-23 13:31:50
0,19,37,35,1,0,0,2024-04-23 13:31:54
0,9,36,39,0,1,0,2024-04-23 13:31:55
0,14,37,45,0,1,0,2024-04-23 13:31:56
0,5,20,21,0,1,0,2024-04-23 13:31:57
0,10,55,51,0,1,0,2024-04-23 13:31:58
0,6,26,23,1,0,0,2024-04-23 13:31:59
0,9,24,26,0,1,0,2024-04-23 13:31:59
0,8,31,36,0,1,0,2024-04-23 13:32:00
6,7,38,33,0,1,0,2024-04-23 13:32:04
0,6,44,44,0,1,0,2024-04-23 13:32:05
0,11,32,33,0,1,0,2024-04-23 13:32:06
6,0,72,75,0,1,1,2024-04-23 13:32:11
15,0,28,19,0,1,1,2024-04-23 13:32:21
0,8,29,33,0,1,0,2024-04-23 13:32:23
0,10,148,144,0,0,0,2024-04-23 13:32:24
0,22,42,46,0,0,0,2024-04-23 13:32:25
0,10,34,28,0,0,0,2024-04-23 13:32:26
0,2,32,31,0,1,0,2024-04-23 13:32:26
0,2,36,37,0,1,0,2024-04-23 13:32:29
0,10,19,24,0,1,0,2024-04-23 13:32:30
0,33,46,58,1,0,0,2024-04-23 13:32:41
0,9,36,31,1,0,0,2024-04-23 13:32:42
0,13,45,31,1,0,0,2024-04-23 13:32:44
0,9,51,43,1,0,0,2024-04-23 13:32:45
0,3,43,39,1,0,0,2024-04-23 13:32:48
0,10,41,38,1,0,0,2024-04-23 13:32:49
0,16,102,99,1,0,0,2024-04-23 13:32:56
0,15,88,61,1,0,0,2024-04-23 13:32:57
0,6,29,25,1,0,0,2024-04-23 13:33:03
0,12,33,32,1,0,0,2024-04-23 13:33:04
0,6,53,44,1,0,0,2024-04-23 13:33:06
0,4,40,32,1,0,0,2024-04-23 13:33:07
0,7,58,61,0,1,0,2024-04-23 13:33:19
0,5,39,41,0,1,0,2024-04-23 13:33:20
0,7,22,25,0,1,0,2024-04-23 13:33:22
0,6,50,58,0,1,0,2024-04-23 13:33:23
48,0,38,38,0,1,1,2024-04-23 13:33:24
6,0,31,35,0,1,1,2024-04-23 13:33:45
26,0,53,35,1,0,1,2024-04-23 13:33:55
0,7,46,59,0,1,0,2024-04-23 13:34:00
0,19,60,54,1,0,0,2024-04-23 13:34:15
0,15,39,40,1,0,0,2024-04-23 13:34:16
0,31,61,69,1,0,0,2024-04-23 13:34:40
0,16,96,91,1,0,0,2024-04-23 13:35:03
11,0,38,34,1,0,1,2024-04-23 13:35:43
9,0,25,27,1,0,1,2024-04-23 13:35:49
0,14,36,27,1,0,0,2024-04-23 13:36:08
15,0,37,28,1,0,1,2024-04-23 13:36:33
23,0,90,125,0,1,1,2024-04-23 13:36:53
0,111,14,11,0,1,0,2024-04-23 13:36:56
4,0,63,65,0,1,1,2024-04-23 13:37:33
5,0,50,50,0,1,1,2024-04-23 13:37:53
21,0,58,45,1,0,1,2024-04-23 13:37:56
0,0,293,438,0,1,1,2024-04-23 13:37:58
6,0,17,67,0,1,1,2024-04-23 13:39:08
35,0,92,57,1,0,1,2024-04-23 13:39:22
0,9,24,25,1,0,0,2024-04-23 13:39:25
7,0,11,64,0,1,1,2024-04-23 13:39:26
4,0,13,53,0,1,1,2024-04-23 13:40:29
21,0,173,188,0,0,1,2024-04-23 13:40:47
0,46,50,71,1,0,0,2024-04-23 13:42:49
30,0,171,165,1,0,1,2024-04-23 13:42:54
14,0,48,42,1,0,1,2024-04-23 13:43:13
6,0,22,27,1,0,1,2024-04-23 13:43:14
16,0,74,70,1,0,1,2024-04-23 13:43:15
34,0,79,69,1,0,1,2024-04-23 13:43:17
16,0,123,75,1,0,1,2024-04-23 13:45:11
0,43,27,25,1,0,0,2024-04-23 13:45:12
24,0,113,116,1,0,1,2024-04-23 13:45:15
10,0,37,35,1,0,1,2024-04-23 13:45:17
4,0,35,43,1,0,1,2024-04-23 13:45:18
11,0,45,40,0,0,1,2024-04-23 13:45:18
9,0,147,191,0,0,1,2024-04-23 13:45:21
41,0,65,35,1,0,1,2024-04-23 13:45:22
0,2,31,27,1,0,0,2024-04-23 13:45:24
0,7,26,25,1,0,0,2024-04-23 13:45:27
19,0,42,28,1,0,1,2024-04-23 13:45:42
10,0,28,28,1,0,1,2024-04-23 13:45:43
8,0,11,42,0,0,1,2024-04-23 13:46:38
0,0,34,31,0,0,1,2024-04-23 13:46:39
4,0,50,57,0,0,1,2024-04-23 13:46:41
12,0,40,33,1,0,1,2024-04-23 13:47:20
14,0,38,30,1,0,1,2024-04-23 13:47:47
18,0,140,178,0,0,1,2024-04-23 13:48:24
0,23,44,53,1,0,0,2024-04-23 13:56:38
0,25,40,43,1,0,0,2024-04-23 13:56:54
0,22,32,40,1,0,0,2024-04-23 14:12:16
0,16,36,37,1,0,0,2024-04-23 14:16:24
0,5,40,41,0,1,0,2024-04-23 14:17:05
26,0,101,116,0,0,1,2024-04-23 14:21:11
0,28,55,64,1,0,0,2024-04-23 14:28:59
38,0,137,129,1,0,1,2024-04-23 14:33:28
0,8,44,48,0,1,0,2024-04-23 14:41:29
9,0,80,124,0,1,1,2024-04-23 14:44:41
0,13,48,49,1,0,0,2024-04-23 14:55:59
0,12,56,58,1,0,0,2024-04-23 14:56:00
0,18,60,61,0,0,0,2024-04-23 15:11:25
0,23,44,57,0,0,0,2024-04-23 15:11:33
0,8,34,40,0,1,0,2024-04-23 15:11:36
0,6,23,22,0,0,0,2024-04-23 15:11:37
0,6,41,45,0,1,0,2024-04-23 15:11:43
0,4,21,23,0,1,0,2024-04-23 15:11:44
0,34,54,72,0,0,0,2024-04-23 15:11:57
0,2,20,19,0,1,0,2024-04-23 15:12:04
0,8,33,38,0,1,0,2024-04-23 15:12:05
0,35,48,59,0,0,0,2024-04-23 15:12:12
0,4,17,16,0,1,0,2024-04-23 15:12:18
0,4,25,26,0,1,0,2024-04-23 15:12:26
0,17,523,553,0,1,0,2024-04-23 15:12:55
0,14,82,89,0,1,0,2024-04-23 15:12:57
0,12,69,76,0,1,0,2024-04-23 15:12:58
0,12,54,56,0,1,0,2024-04-23 15:12:59
0,16,64,67,0,0,0,2024-04-23 15:13:00
0,27,46,62,0,0,0,2024-04-23 15:13:01
0,3,30,30,0,1,0,2024-04-23 15:15:12
4,0,28,44,0,1,1,2024-04-23 15:15:22
5,0,17,16,0,1,1,2024-04-23 15:16:14
0,4,32,38,0,1,0,2024-04-23 15:17:46
7,0,38,39,0,1,1,2024-04-23 15:18:15
0,0,46,59,1,0,1,2024-04-23 15:18:18
10,0,46,37,1,0,1,2024-04-23 15:18:19
26,0,72,68,1,0,1,2024-04-23 15:18:43
7,0,36,32,1,0,1,2024-04-23 15:19:06
14,0,59,59,1,0,1,2024-04-23 15:19:07
15,0,60,49,1,0,1,2024-04-23 15:19:11
16,0,91,84,1,0,1,2024-04-23 15:20:14
0,5,60,27,1,0,0,2024-04-23 15:20:17
38,0,68,36,1,0,1,2024-04-23 15:20:19
0,50,71,105,1,0,0,2024-04-23 15:20:27
0,6,28,46,1,0,0,2024-04-23 15:20:30
0,26,51,54,1,0,0,2024-04-23 15:20:50
3,0,27,29,0,1,1,2024-04-23 15:21:01
8,0,46,43,1,0,1,2024-04-23 15:21:18
7,0,33,34,1,0,1,2024-04-23 15:21:19
0,0,43,237,1,0,1,2024-04-23 15:21:23
13,0,56,52,1,0,1,2024-04-23 15:21:24
0,44,77,98,1,0,0,2024-04-23 15:22:12
10,0,35,36,1,0,1,2024-04-23 15:22:19
13,0,32,47,1,0,1,2024-04-23 15:22:23
3,0,25,28,0,1,1,2024-04-23 15:22:53
4,0,34,36,0,1,1,2024-04-23 15:22:55
13,0,50,43,1,0,1,2024-04-23 15:23:33
0,8,38,41,1,0,0,2024-04-23 15:23:53
7,0,32,33,1,0,1,2024-04-23 15:24:24
4,0,40,44,0,1,1,2024-04-23 15:24:29
25,0,248,237,1,0,1,2024-04-23 15:24:33
3,0,25,28,0,1,1,2024-04-23 15:24:57
29,0,61,49,1,0,1,2024-04-23 15:25:05
24,0,43,27,1,0,1,2024-04-23 15:25:28
0,3,33,35,0,1,0,2024-04-23 15:27:10
6,0,34,34,0,1,1,2024-04-23 15:27:25
12,0,172,217,1,0,1,2024-04-23 15:28:12
3,0,29,30,0,1,1,2024-04-23 15:28:50
22,0,37,34,0,0,1,2024-04-23 15:29:20
3,0,24,24,0,1,1,2024-04-23 15:29:31
4,0,44,46,0,1,1,2024-04-23 15:29:32
5,0,23,20,0,1,1,2024-04-23 15:29:33
10,0,37,35,1,0,1,2024-04-23 15:29:41
9,0,28,29,1,0,1,2024-04-23 15:29:42
17,0,55,49,1,0,1,2024-04-23 15:29:43
19,0,53,92,1,0,1,2024-04-23 15:29:45
3,0,55,57,0,1,1,2024-04-23 15:29:45
0,5,30,30,0,1,0,2024-04-23 15:30:00
0,23,100,109,1,0,0,2024-04-23 15:30:12
8,0,58,68,1,0,1,2024-04-23 15:30:14
3,0,63,68,0,1,1,2024-04-23 15:30:26
0,1,21,27,0,1,0,2024-04-23 15:30:59
6,0,54,41,0,1,1,2024-04-23 15:31:47
0,27,40,55,0,0,0,2024-04-23 15:31:53
25,0,78,120,1,0,1,2024-04-23 15:31:55
0,54,44,78,1,0,0,2024-04-23 15:34:01
6,0,19,20,1,0,1,2024-04-23 15:34:33
11,0,35,34,1,0,1,2024-04-23 15:34:35
3,0,22,22,0,1,1,2024-04-23 15:35:05
10,0,135,148,1,0,1,2024-04-23 15:37:11
23,0,74,46,1,0,1,2024-04-23 15:40:48
14,0,69,58,1,0,1,2024-04-23 15:53:38
0,14,28,31,0,0,0,2024-04-23 16:07:34
0,36,46,58,1,0,0,2024-04-23 16:15:04
0,30,46,50,1,0,0,2024-04-23 16:15:31
0,23,46,55,1,0,0,2024-04-23 16:16:49
81,0,137,158,1,0,1,2024-04-23 16:16:59
0,16,55,50,1,0,0,2024-04-23 16:17:23
0,25,60,61,1,0,0,2024-04-23 16:17:52
17,0,47,41,1,0,1,2024-04-23 16:19:43
23,0,42,45,1,0,1,2024-04-23 16:20:16
28,0,86,89,1,0,1,2024-04-23 16:20:46
0,33,62,74,1,0,0,2024-04-23 16:20:55
0,28,90,102,1,0,0,2024-04-23 16:21:33
0,14,43,38,1,0,0,2024-04-23 16:21:34
42,0,111,135,1,0,1,2024-04-23 16:23:52
0,50,59,85,1,0,0,2024-04-23 16:24:23
28,0,56,43,1,0,1,2024-04-23 16:24:45
0,7,23,29,0,1,0,2024-04-23 16:30:39
0,52,115,132,1,0,0,2024-04-23 16:35:00
0,5,34,25,1,0,0,2024-04-23 16:35:05
0,15,58,80,0,1,0,2024-04-23 16:39:11
0,9,25,29,0,1,0,2024-04-23 16:39:22
13,0,27,30,1,0,1,2024-04-23 16:41:46
30,0,110,122,1,0,1,2024-04-23 16:41:48
22,0,197,217,1,0,1,2024-04-23 16:47:20
0,11,43,49,0,1,0,2024-04-23 17:03:40
0,6,36,42,0,1,0,2024-04-23 17:03:52
0,5,28,33,0,1,0,2024-04-23 17:03:53
0,3,23,29,0,1,0,2024-04-23 17:03:56
0,18,48,48,1,0,0,2024-04-23 17:04:00
0,9,47,54,0,1,0,2024-04-23 17:04:07
0,6,25,26,0,1,0,2024-04-23 17:04:08
0,3,28,28,0,1,0,2024-04-23 17:04:10
0,5,19,20,0,1,0,2024-04-23 17:04:23
0,3,35,37,0,1,0,2024-04-23 17:04:25
0,4,27,26,0,1,0,2024-04-23 17:04:39
0,20,58,60,0,0,0,2024-04-23 17:05:05
0,8,22,28,0,1,0,2024-04-23 17:05:05
0,72,77,129,0,0,0,2024-04-23 17:05:17
0,18,52,51,0,0,0,2024-04-23 17:05:39
0,16,21,31,0,0,0,2024-04-23 17:05:41
97,0,148,109,1,0,1,2024-04-23 17:07:33
0,23,59,66,1,0,0,2024-04-23 17:09:54
0,15,65,64,1,0,0,2024-04-23 17:13:19
0,18,55,64,1,0,0,2024-04-23 17:13:29
0,10,43,47,1,0,0,2024-04-23 17:13:33
0,4,41,40,1,0,0,2024-04-23 17:13:35
0,8,50,52,1,0,0,2024-04-23 17:13:42
0,7,41,41,1,0,0,2024-04-23 17:13:43
0,19,24,33,1,0,0,2024-04-23 17:13:44
0,2,50,44,1,0,0,2024-04-23 17:13:46
0,26,75,90,1,0,0,2024-04-23 17:13:56
0,27,51,52,1,0,0,2024-04-23 17:14:07
0,6,36,29,1,0,0,2024-04-23 17:14:11
0,9,39,38,1,0,0,2024-04-23 17:14:13
0,8,26,20,1,0,0,2024-04-23 17:14:14
0,14,30,31,1,0,0,2024-04-23 17:14:17
0,9,48,53,1,0,0,2024-04-23 17:14:19
0,7,66,55,1,0,0,2024-04-23 17:14:20
0,7,18,17,1,0,0,2024-04-23 17:14:21
0,18,40,49,1,0,0,2024-04-23 17:14:23
0,8,45,34,1,0,0,2024-04-23 17:14:24
0,12,115,60,1,0,0,2024-04-23 17:14:26
0,0,47,43,1,0,0,2024-04-23 17:14:28
0,4,74,61,1,0,0,2024-04-23 17:14:29
0,12,42,45,1,0,0,2024-04-23 17:14:30
0,6,64,57,1,0,0,2024-04-23 17:14:32
0,0,112,51,1,0,0,2024-04-23 17:14:35
0,11,167,165,1,0,0,2024-04-23 17:14:38
0,7,31,29,1,0,0,2024-04-23 17:14:40
0,12,38,35,1,0,0,2024-04-23 17:14:41
0,13,41,44,1,0,0,2024-04-23 17:14:44
0,5,37,23,1,0,0,2024-04-23 17:14:46
0,10,38,26,1,0,0,2024-04-23 17:14:48
0,20,89,86,1,0,0,2024-04-23 17:15:41
0,11,110,111,1,1,0,2024-04-23 17:16:05
0,6,54,47,1,1,0,2024-04-23 17:16:17
0,15,58,61,1,1,0,2024-04-23 17:16:19
22,0,87,92,1,1,1,2024-04-23 19:57:00
0,18,61,58,1,0,0,2024-04-23 19:57:37
12,0,78,84,0,1,1,2024-04-23 19:57:49
0,47,58,85,0,0,0,2024-04-23 19:58:03
8,0,65,89,0,0,1,2024-04-24 08:05:26
21,0,136,192,0,0,1,2024-04-24 08:09:00
5,0,50,54,0,0,1,2024-04-24 08:11:21
4,0,14,15,0,0,1,2024-04-24 08:14:25
13,0,99,124,0,0,1,2024-04-24 08:15:52
10,0,378,362,0,0,1,2024-04-24 08:19:55
7,0,38,37,0,0,1,2024-04-24 08:21:28
0,5,73,52,0,0,0,2024-04-24 08:21:43
18,0,114,129,0,0,1,2024-04-24 08:21:51
3,0,23,26,0,0,1,2024-04-24 08:22:16
14,0,40,38,0,0,1,2024-04-24 08:22:17
9,0,26,22,0,0,1,2024-04-24 08:23:24
4,0,21,23,0,0,1,2024-04-24 08:23:25
20,0,258,239,0,0,1,2024-04-24 08:24:45
6,0,26,25,0,0,1,2024-04-24 08:25:23
9,0,46,42,0,0,1,2024-04-24 08:26:06
7,0,34,36,0,0,1,2024-04-24 08:26:09
15,0,31,21,0,0,1,2024-04-24 08:26:16
27,0,125,115,0,0,1,2024-04-24 08:27:18
25,0,282,272,0,0,1,2024-04-24 08:27:57
12,0,43,52,0,0,1,2024-04-24 08:29:39
31,0,253,258,0,0,1,2024-04-24 08:31:10
25,0,101,89,0,0,1,2024-04-24 08:31:21
125,0,197,85,0,0,1,2024-04-24 08:33:44
54,0,369,337,0,0,1,2024-04-24 08:34:18
204,0,380,163,0,0,1,2024-04-24 08:35:39
44,0,227,212,0,0,1,2024-04-24 08:36:19
11,0,409,447,0,0,1,2024-04-24 08:42:46
0,26,56,64,0,0,0,2024-04-24 09:12:38
12,0,271,270,0,0,1,2024-04-24 09:14:23
0,10,53,52,0,1,0,2024-04-24 09:36:42
6,0,386,389,1,0,1,2024-04-24 09:43:27
0,9,40,45,0,1,0,2024-04-24 09:58:01
16,0,162,152,0,0,1,2024-04-24 10:00:52
0,16,55,60,0,0,0,2024-04-24 10:00:55
0,11,39,32,0,0,0,2024-04-24 10:01:06
0,6,35,31,0,0,0,2024-04-24 10:01:07
0,7,28,22,0,0,0,2024-04-24 10:01:09
0,2,31,28,0,0,0,2024-04-24 10:01:11
0,5,35,34,0,0,0,2024-04-24 10:01:12
0,4,37,16,0,0,0,2024-04-24 10:01:23
0,14,47,57,0,0,0,2024-04-24 10:01:27
0,3,48,34,0,1,0,2024-04-24 10:01:36
0,4,53,46,0,0,0,2024-04-24 10:01:38
0,8,33,30,0,0,0,2024-04-24 10:01:39
0,6,28,25,0,0,0,2024-04-24 10:01:42
0,9,22,26,0,0,0,2024-04-24 10:01:44
0,6,46,52,0,1,0,2024-04-24 10:01:48
0,10,27,25,0,0,0,2024-04-24 10:01:48
0,10,38,38,0,0,0,2024-04-24 10:01:49
0,9,34,36,0,1,0,2024-04-24 10:01:50
3,0,76,67,0,0,1,2024-04-24 10:01:51
0,3,43,89,0,0,0,2024-04-24 10:01:56
0,0,27,28,0,0,0,2024-04-24 10:01:57
0,6,26,25,0,0,0,2024-04-24 10:02:00
