datetime,occrate,occcount,occcountdiff,occratediff,course_number,registered,lecture,test,lectureramp,exam,tutorium,VO,UE,KS,VL,IK,KV,UV,RE,VU,hod1,hod2,dow1,dow2,week1,week2,holiday,zwickltag,occcount1day,occcount1week,occrate1day,occrate1week,occcountdiff1day,occratediff1week,occratediff1day
2024-04-08 05:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9914448613738104,0.1305261922200517,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 06:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 06:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9914448613738105,-0.13052619222005138,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 07:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252085,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 07:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9238795325112867,-0.3826834323650897,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 08:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 08:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7933533402912352,-0.6087614290087207,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 09:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 09:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6087614290087209,-0.793353340291235,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 10:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 10:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3826834323650899,-0.9238795325112867,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 11:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 11:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13052619222005157,-0.9914448613738104,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 12:00:00,0.2926829268292683,48.0,48.0,0.2926829268292683,258.410,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 12:30:00,0.3719512195121951,61.0,13.0,0.07926829268292684,258.410,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.13052619222005177,-0.9914448613738104,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 13:00:00,0.3719512195121951,61.0,0.0,0.0,258.410,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.25881904510252035,-0.9659258262890684,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 13:30:00,0.06097560975609756,10.0,-51.0,-0.31097560975609756,258.410,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.38268343236508967,-0.9238795325112868,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 14:00:00,0.18292682926829268,30.0,20.0,0.12195121951219512,136.309,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5000000000000001,-0.8660254037844386,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 14:30:00,0.18292682926829268,30.0,0.0,0.0,136.309,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6087614290087203,-0.7933533402912354,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 15:00:00,0.18902439024390244,31.0,1.0,0.0060975609756097615,136.309,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7071067811865475,-0.7071067811865477,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 15:30:00,0.20121951219512196,33.0,2.0,0.012195121951219523,238.213,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7933533402912349,-0.6087614290087209,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 16:00:00,0.1951219512195122,32.0,-1.0,-0.0060975609756097615,238.213,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 16:30:00,0.006097560975609756,1.0,-31.0,-0.18902439024390244,238.213,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9238795325112865,-0.38268343236509034,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 17:00:00,0.018292682926829267,3.0,2.0,0.012195121951219511,238.213,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 17:30:00,0.036585365853658534,6.0,3.0,0.018292682926829267,360.001,242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.9914448613738104,-0.13052619222005163,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 18:00:00,0.036585365853658534,6.0,0.0,0.0,360.001,242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 18:30:00,0.006097560975609756,1.0,-5.0,-0.03048780487804878,360.001,242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.9914448613738105,0.13052619222005127,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 19:00:00,0.006097560975609756,1.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 19:30:00,0.006097560975609756,1.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9238795325112866,0.38268343236509,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 20:00:00,0.006097560975609756,1.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 20:30:00,0.0,0.0,-1.0,-0.006097560975609756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7933533402912352,0.6087614290087205,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 21:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 21:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6087614290087209,0.7933533402912349,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 22:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 22:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3826834323650904,0.9238795325112865,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 23:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2588190451025207,0.9659258262890683,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-08 23:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13052619222005168,0.9914448613738104,0.0,1.0,0.9709418174260521,-0.2393156642875575,0,0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-04-09 00:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 00:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13052619222005157,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 01:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 01:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3826834323650898,0.9238795325112867,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 02:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 02:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6087614290087207,0.7933533402912352,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 03:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 03:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7933533402912352,0.6087614290087207,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 04:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 04:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9238795325112867,0.38268343236508984,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 05:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 05:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9914448613738104,0.1305261922200517,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 06:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 06:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9914448613738105,-0.13052619222005138,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 07:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252085,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 07:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9238795325112867,-0.3826834323650897,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 08:00:00,0.006097560975609756,1.0,1.0,0.006097560975609756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 08:30:00,0.10975609756097561,18.0,17.0,0.10365853658536585,361.001,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7933533402912352,-0.6087614290087207,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 09:00:00,0.2073170731707317,34.0,16.0,0.09756097560975609,361.001,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 09:30:00,0.2073170731707317,34.0,0.0,0.0,361.001,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6087614290087209,-0.793353340291235,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 10:00:00,0.20121951219512196,33.0,-1.0,-0.006097560975609734,361.001,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 10:30:00,0.3048780487804878,50.0,17.0,0.10365853658536583,340.100,194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 11:00:00,0.25609756097560976,42.0,-8.0,-0.04878048780487804,340.100,194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 11:30:00,0.21341463414634146,35.0,-7.0,-0.0426829268292683,340.100,194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.13052619222005157,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,0.0,-1.0,0.0
2024-04-09 12:00:00,0.17682926829268292,29.0,-6.0,-0.03658536585365854,259.002,223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,48.0,0,0.2926829268292683,-1.0,48.0,-1.0,0.2926829268292683
2024-04-09 12:30:00,0.23780487804878048,39.0,10.0,0.06097560975609756,259.002,223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.13052619222005177,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,61.0,0,0.3719512195121951,-1.0,13.0,-1.0,0.07926829268292684
2024-04-09 13:00:00,0.2073170731707317,34.0,-5.0,-0.03048780487804878,259.002,223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,61.0,0,0.3719512195121951,-1.0,0.0,-1.0,0.0
2024-04-09 13:30:00,0.012195121951219513,2.0,-32.0,-0.19512195121951217,259.002,223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.38268343236508967,-0.9238795325112868,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,10.0,0,0.06097560975609756,-1.0,-51.0,-1.0,-0.31097560975609756
2024-04-09 14:00:00,0.15853658536585366,26.0,24.0,0.14634146341463414,364.000,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5000000000000001,-0.8660254037844386,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,30.0,0,0.18292682926829268,-1.0,20.0,-1.0,0.12195121951219512
2024-04-09 14:30:00,0.16463414634146342,27.0,1.0,0.0060975609756097615,364.000,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6087614290087203,-0.7933533402912354,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,30.0,0,0.18292682926829268,-1.0,0.0,-1.0,0.0
2024-04-09 15:00:00,0.15853658536585366,26.0,-1.0,-0.0060975609756097615,364.000,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7071067811865475,-0.7071067811865477,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,31.0,0,0.18902439024390244,-1.0,1.0,-1.0,0.0060975609756097615
2024-04-09 15:30:00,0.08536585365853659,14.0,-12.0,-0.07317073170731707,340.400,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,33.0,0,0.20121951219512196,-1.0,2.0,-1.0,0.012195121951219523
2024-04-09 16:00:00,0.10365853658536585,17.0,3.0,0.018292682926829257,340.400,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,32.0,0,0.1951219512195122,-1.0,-1.0,-1.0,-0.0060975609756097615
2024-04-09 16:30:00,0.10975609756097561,18.0,1.0,0.0060975609756097615,340.400,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9238795325112865,-0.38268343236509034,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,1.0,0,0.006097560975609756,-1.0,-31.0,-1.0,-0.18902439024390244
2024-04-09 17:00:00,0.10365853658536585,17.0,-1.0,-0.0060975609756097615,340.400,140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,3.0,0,0.018292682926829267,-1.0,2.0,-1.0,0.012195121951219511
2024-04-09 17:30:00,0.0,0.0,-17.0,-0.10365853658536585,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9914448613738104,-0.13052619222005163,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,6.0,0,0.036585365853658534,-1.0,3.0,-1.0,0.018292682926829267
2024-04-09 18:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,6.0,0,0.036585365853658534,-1.0,0.0,-1.0,0.0
2024-04-09 18:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9914448613738105,0.13052619222005127,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,1.0,0,0.006097560975609756,-1.0,-5.0,-1.0,-0.03048780487804878
2024-04-09 19:00:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,1.0,0,0.006097560975609756,-1.0,0.0,-1.0,0.0
2024-04-09 19:30:00,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,1.0,0,0.006097560975609756,-1.0,0.0,-1.0,0.0
2024-04-09 20:00:00,0.006097560975609756,1.0,1.0,0.006097560975609756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,1.0,0,0.006097560975609756,-1.0,0.0,-1.0,0.0
2024-04-09 20:30:00,0.006097560975609756,1.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7933533402912352,0.6087614290087205,0.7818314824680298,0.6234898018587336,0.9709418174260521,-0.2393156642875575,0,0,0.0,0,0.0,-1.0,-1.0,-1.0,-0.006097560975609756
