datetime,occcount,coursenumber,registered,VL,Mechatronik,B1 - Bachelor 1. Jahr,hod1,hod2,tl,room_id
2024-04-08 00:00:00,0,,0,0,0,0,0.5,1.0,14.2,0
2024-04-08 00:15:00,0,,0,0,0,0,0.5327,0.9989,14.2,0
2024-04-08 00:30:00,0,,0,0,0,0,0.5653,0.9957,14.1,0
2024-04-08 00:45:00,0,,0,0,0,0,0.5975,0.9904,14.0,0
2024-04-08 01:00:00,0,,0,0,0,0,0.6294,0.983,13.8,0
2024-04-08 01:15:00,0,,0,0,0,0,0.6607,0.9735,13.7,0
2024-04-08 01:30:00,0,,0,0,0,0,0.6913,0.9619,13.7,0
2024-04-08 01:45:00,0,,0,0,0,0,0.7211,0.9484,13.5,0
2024-04-08 02:00:00,0,,0,0,0,0,0.75,0.933,13.4,0
2024-04-08 02:15:00,0,,0,0,0,0,0.7778,0.9157,13.4,0
2024-04-08 02:30:00,0,,0,0,0,0,0.8044,0.8967,13.1,0
2024-04-08 02:45:00,0,,0,0,0,0,0.8297,0.8759,13.1,0
2024-04-08 03:00:00,0,,0,0,0,0,0.8536,0.8536,13.1,0
2024-04-08 03:15:00,0,,0,0,0,0,0.8759,0.8297,13.1,0
2024-04-08 03:30:00,0,,0,0,0,0,0.8967,0.8044,12.9,0
2024-04-08 03:45:00,0,,0,0,0,0,0.9157,0.7778,12.7,0
2024-04-08 04:00:00,0,,0,0,0,0,0.933,0.75,12.6,0
2024-04-08 04:15:00,0,,0,0,0,0,0.9484,0.7211,12.5,0
2024-04-08 04:30:00,0,,0,0,0,0,0.9619,0.6913,12.3,0
2024-04-08 04:45:00,0,,0,0,0,0,0.9735,0.6607,12.2,0
2024-04-08 05:00:00,0,,0,0,0,0,0.983,0.6294,12.3,0
2024-04-08 05:15:00,0,,0,0,0,0,0.9904,0.5975,12.3,0
2024-04-08 05:30:00,0,,0,0,0,0,0.9957,0.5653,12.7,0
2024-04-08 05:45:00,0,,0,0,0,0,0.9989,0.5327,12.9,0
2024-04-08 06:00:00,0,,0,0,0,0,1.0,0.5,13.5,0
2024-04-08 06:15:00,0,,0,0,0,0,0.9989,0.4673,13.9,0
2024-04-08 06:30:00,0,,0,0,0,0,0.9957,0.4347,14.7,0
2024-04-08 06:45:00,0,,0,0,0,0,0.9904,0.4025,15.6,0
2024-04-08 07:00:00,0,,0,0,0,0,0.983,0.3706,17.4,0
2024-04-08 07:15:00,0,,0,0,0,0,0.9735,0.3393,17.8,0
2024-04-08 07:30:00,0,,0,0,0,0,0.9619,0.3087,18.1,0
2024-04-08 07:45:00,1,,0,0,0,0,0.9484,0.2789,18.9,0
2024-04-08 08:00:00,0,,0,0,0,0,0.933,0.25,19.7,0
2024-04-08 08:15:00,0,,0,0,0,0,0.9157,0.2222,20.5,0
2024-04-08 08:30:00,0,,0,0,0,0,0.8967,0.1956,21.6,0
2024-04-08 08:45:00,0,,0,0,0,0,0.8759,0.1703,21.8,0
2024-04-08 09:00:00,0,,0,0,0,0,0.8536,0.1464,22.7,0
2024-04-08 09:15:00,0,,0,0,0,0,0.8297,0.1241,23.6,0
2024-04-08 09:30:00,0,,0,0,0,0,0.8044,0.1033,24.0,0
2024-04-08 09:45:00,0,,0,0,0,0,0.7778,0.0843,24.2,0
2024-04-08 10:00:00,0,,0,0,0,0,0.75,0.067,24.4,0
2024-04-08 10:15:00,0,,0,0,0,0,0.7211,0.0516,24.6,0
2024-04-08 10:30:00,0,,0,0,0,0,0.6913,0.0381,24.4,0
2024-04-08 10:45:00,0,,0,0,0,0,0.6607,0.0265,24.7,0
2024-04-08 11:00:00,0,,0,0,0,0,0.6294,0.017,24.8,0
2024-04-08 11:15:00,0,,0,0,0,0,0.5975,0.0096,24.9,0
2024-04-08 11:30:00,1,,0,0,0,0,0.5653,0.0043,25.6,0
2024-04-08 11:45:00,15,,0,0,0,0,0.5327,0.0011,25.9,0
2024-04-08 12:00:00,54,258.410,170,1,0,0,0.5,0.0,26.0,0
2024-04-08 12:15:00,59,258.410,170,1,0,0,0.4673,0.0011,26.4,0
2024-04-08 12:30:00,58,258.410,170,1,0,0,0.4347,0.0043,26.9,0
2024-04-08 12:45:00,59,258.410,170,1,0,0,0.4025,0.0096,27.1,0
2024-04-08 13:00:00,57,258.410,170,1,0,0,0.3706,0.017,27.6,0
2024-04-08 13:15:00,54,258.410,170,1,0,0,0.3393,0.0265,27.7,0
2024-04-08 13:30:00,14,258.410,170,1,0,0,0.3087,0.0381,27.8,0
2024-04-08 13:45:00,29,136.309,98,1,0,0,0.2789,0.0516,28.3,0
2024-04-08 14:00:00,31,136.309,98,1,0,0,0.25,0.067,28.9,0
2024-04-08 14:15:00,31,136.309,98,1,0,0,0.2222,0.0843,28.5,0
2024-04-08 14:30:00,31,136.309,98,1,0,0,0.1956,0.1033,28.4,0
2024-04-08 14:45:00,32,136.309,98,1,0,0,0.1703,0.1241,28.4,0
2024-04-08 15:00:00,18,136.309,98,1,0,0,0.1464,0.1464,27.8,0
2024-04-08 15:15:00,14,136.309,98,1,0,0,0.1241,0.1703,28.1,0
2024-04-08 15:30:00,32,238.213,160,0,0,1,0.1033,0.1956,27.3,0
2024-04-08 15:45:00,32,238.213,160,0,0,1,0.0843,0.2222,27.1,0
2024-04-08 16:00:00,30,238.213,160,0,0,1,0.067,0.25,27.0,0
2024-04-08 16:15:00,3,238.213,160,0,0,1,0.0516,0.2789,26.6,0
2024-04-08 16:30:00,1,238.213,160,0,0,1,0.0381,0.3087,26.7,0
2024-04-08 16:45:00,2,238.213,160,0,0,1,0.0265,0.3393,26.2,0
2024-04-08 17:00:00,3,238.213,160,0,0,1,0.017,0.3706,24.6,0
2024-04-08 17:15:00,6,360.001,121,1,1,0,0.0096,0.4025,23.7,0
2024-04-08 17:30:00,6,360.001,121,1,1,0,0.0043,0.4347,22.3,0
2024-04-08 17:45:00,6,360.001,121,1,1,0,0.0011,0.4673,21.6,0
2024-04-08 18:00:00,6,360.001,121,1,1,0,0.0,0.5,20.9,0
2024-04-08 18:15:00,5,360.001,121,1,1,0,0.0011,0.5327,20.3,0
2024-04-08 18:30:00,1,360.001,121,1,1,0,0.0043,0.5653,19.6,0
2024-04-08 18:45:00,1,360.001,121,1,1,0,0.0096,0.5975,19.4,0
2024-04-08 19:00:00,1,,0,0,0,0,0.017,0.6294,18.8,0
2024-04-08 19:15:00,1,,0,0,0,0,0.0265,0.6607,18.5,0
2024-04-08 19:30:00,1,,0,0,0,0,0.0381,0.6913,18.0,0
2024-04-08 19:45:00,1,,0,0,0,0,0.0516,0.7211,17.9,0
2024-04-08 20:00:00,1,,0,0,0,0,0.067,0.75,17.5,0
2024-04-08 20:15:00,0,,0,0,0,0,0.0843,0.7778,17.4,0
2024-04-08 20:30:00,0,,0,0,0,0,0.1033,0.8044,17.2,0
2024-04-08 20:45:00,0,,0,0,0,0,0.1241,0.8297,17.1,0
2024-04-08 21:00:00,0,,0,0,0,0,0.1464,0.8536,16.7,0
2024-04-08 21:15:00,0,,0,0,0,0,0.1703,0.8759,16.5,0
2024-04-08 21:30:00,0,,0,0,0,0,0.1956,0.8967,16.2,0
2024-04-08 21:45:00,0,,0,0,0,0,0.2222,0.9157,16.1,0
2024-04-08 22:00:00,0,,0,0,0,0,0.25,0.933,15.8,0
2024-04-08 22:15:00,0,,0,0,0,0,0.2789,0.9484,15.6,0
2024-04-08 22:30:00,0,,0,0,0,0,0.3087,0.9619,15.4,0
2024-04-08 22:45:00,0,,0,0,0,0,0.3393,0.9735,15.4,0
2024-04-08 23:00:00,0,,0,0,0,0,0.3706,0.983,15.1,0
2024-04-08 23:15:00,0,,0,0,0,0,0.4025,0.9904,15.0,0
2024-04-08 23:30:00,0,,0,0,0,0,0.4347,0.9957,14.8,0
2024-04-08 23:45:00,0,,0,0,0,0,0.4673,0.9989,14.6,0
2024-04-09 00:00:00,0,,0,0,0,0,0.5,1.0,14.3,0
2024-04-09 00:15:00,0,,0,0,0,0,0.5327,0.9989,14.3,0
2024-04-09 00:30:00,0,,0,0,0,0,0.5653,0.9957,14.1,0
2024-04-09 00:45:00,0,,0,0,0,0,0.5975,0.9904,13.9,0
2024-04-09 01:00:00,0,,0,0,0,0,0.6294,0.983,13.6,0
2024-04-09 01:15:00,0,,0,0,0,0,0.6607,0.9735,13.5,0
2024-04-09 01:30:00,0,,0,0,0,0,0.6913,0.9619,13.2,0
2024-04-09 01:45:00,0,,0,0,0,0,0.7211,0.9484,13.2,0
2024-04-09 02:00:00,0,,0,0,0,0,0.75,0.933,12.9,0
2024-04-09 02:15:00,0,,0,0,0,0,0.7778,0.9157,12.7,0
2024-04-09 02:30:00,0,,0,0,0,0,0.8044,0.8967,12.6,0
2024-04-09 02:45:00,0,,0,0,0,0,0.8297,0.8759,12.6,0
2024-04-09 03:00:00,0,,0,0,0,0,0.8536,0.8536,12.4,0
2024-04-09 03:15:00,0,,0,0,0,0,0.8759,0.8297,12.4,0
2024-04-09 03:30:00,0,,0,0,0,0,0.8967,0.8044,12.3,0
2024-04-09 03:45:00,0,,0,0,0,0,0.9157,0.7778,12.3,0
2024-04-09 04:00:00,0,,0,0,0,0,0.933,0.75,12.1,0
2024-04-09 04:15:00,0,,0,0,0,0,0.9484,0.7211,12.1,0
2024-04-09 04:30:00,0,,0,0,0,0,0.9619,0.6913,12.2,0
2024-04-09 04:45:00,0,,0,0,0,0,0.9735,0.6607,12.2,0
2024-04-09 05:00:00,0,,0,0,0,0,0.983,0.6294,12.4,0
2024-04-09 05:15:00,0,,0,0,0,0,0.9904,0.5975,12.5,0
2024-04-09 05:30:00,0,,0,0,0,0,0.9957,0.5653,13.0,0
2024-04-09 05:45:00,0,,0,0,0,0,0.9989,0.5327,13.3,0
2024-04-09 06:00:00,0,,0,0,0,0,1.0,0.5,13.9,0
2024-04-09 06:15:00,0,,0,0,0,0,0.9989,0.4673,14.5,0
2024-04-09 06:30:00,0,,0,0,0,0,0.9957,0.4347,15.7,0
2024-04-09 06:45:00,0,,0,0,0,0,0.9904,0.4025,16.0,0
2024-04-09 07:00:00,0,,0,0,0,0,0.983,0.3706,16.6,0
2024-04-09 07:15:00,0,,0,0,0,0,0.9735,0.3393,16.9,0
2024-04-09 07:30:00,0,,0,0,0,0,0.9619,0.3087,17.8,0
2024-04-09 07:45:00,0,,0,0,0,0,0.9484,0.2789,17.9,0
2024-04-09 08:00:00,0,,0,0,0,0,0.933,0.25,18.0,0
2024-04-09 08:15:00,8,,0,0,0,0,0.9157,0.2222,18.8,0
2024-04-09 08:30:00,27,361.001,132,1,1,0,0.8967,0.1956,19.8,0
2024-04-09 08:45:00,33,361.001,132,1,1,0,0.8759,0.1703,20.2,0
2024-04-09 09:00:00,33,361.001,132,1,1,0,0.8536,0.1464,20.9,0
2024-04-09 09:15:00,33,361.001,132,1,1,0,0.8297,0.1241,21.1,0
2024-04-09 09:30:00,33,361.001,132,1,1,0,0.8044,0.1033,21.3,0
2024-04-09 09:45:00,33,361.001,132,1,1,0,0.7778,0.0843,21.6,0
2024-04-09 10:00:00,14,361.001,132,1,1,0,0.75,0.067,22.2,0
2024-04-09 10:15:00,49,340.100,194,1,0,1,0.7211,0.0516,22.3,0
2024-04-09 10:30:00,49,340.100,194,1,0,1,0.6913,0.0381,22.6,0
2024-04-09 10:45:00,45,340.100,194,1,0,1,0.6607,0.0265,22.7,0
2024-04-09 11:00:00,40,340.100,194,1,0,1,0.6294,0.017,22.9,0
2024-04-09 11:15:00,38,340.100,194,1,0,1,0.5975,0.0096,23.4,0
2024-04-09 11:30:00,16,340.100,194,1,0,1,0.5653,0.0043,24.1,0
2024-04-09 11:45:00,8,340.100,194,1,0,1,0.5327,0.0011,23.8,0
2024-04-09 12:00:00,36,259.002,223,1,0,0,0.5,0.0,24.1,0
2024-04-09 12:15:00,41,259.002,223,1,0,0,0.4673,0.0011,24.4,0
2024-04-09 12:30:00,41,259.002,223,1,0,0,0.4347,0.0043,24.9,0
2024-04-09 12:45:00,39,259.002,223,1,0,0,0.4025,0.0096,25.0,0
2024-04-09 13:00:00,36,259.002,223,1,0,0,0.3706,0.017,25.3,0
2024-04-09 13:15:00,25,259.002,223,1,0,0,0.3393,0.0265,25.7,0
2024-04-09 13:30:00,7,259.002,223,1,0,0,0.3087,0.0381,26.3,0
2024-04-09 13:45:00,27,364.000,185,1,0,0,0.2789,0.0516,26.2,0
2024-04-09 14:00:00,26,364.000,185,1,0,0,0.25,0.067,27.0,0
2024-04-09 14:15:00,25,364.000,185,1,0,0,0.2222,0.0843,26.6,0
2024-04-09 14:30:00,26,364.000,185,1,0,0,0.1956,0.1033,26.7,0
2024-04-09 14:45:00,26,364.000,185,1,0,0,0.1703,0.1241,26.5,0
2024-04-09 15:00:00,19,364.000,185,1,0,0,0.1464,0.1464,26.1,0
2024-04-09 15:15:00,4,364.000,185,1,0,0,0.1241,0.1703,25.3,0
2024-04-09 15:30:00,17,340.400,140,1,0,0,0.1033,0.1956,24.2,0
2024-04-09 15:45:00,17,340.400,140,1,0,0,0.0843,0.2222,23.6,0
2024-04-09 16:00:00,17,340.400,140,1,0,0,0.067,0.25,22.8,0
2024-04-09 16:15:00,17,340.400,140,1,0,0,0.0516,0.2789,22.3,0
2024-04-09 16:30:00,18,340.400,140,1,0,0,0.0381,0.3087,21.1,0
2024-04-09 16:45:00,18,340.400,140,1,0,0,0.0265,0.3393,20.6,0
2024-04-09 17:00:00,3,340.400,140,1,0,0,0.017,0.3706,20.0,0
2024-04-09 17:15:00,0,,0,0,0,0,0.0096,0.4025,19.7,0
2024-04-09 17:30:00,0,,0,0,0,0,0.0043,0.4347,17.9,0
2024-04-09 17:45:00,0,,0,0,0,0,0.0011,0.4673,17.1,0
2024-04-09 18:00:00,0,,0,0,0,0,0.0,0.5,16.0,0
2024-04-09 18:15:00,0,,0,0,0,0,0.0011,0.5327,15.6,0
2024-04-09 18:30:00,0,,0,0,0,0,0.0043,0.5653,15.0,0
2024-04-09 18:45:00,0,,0,0,0,0,0.0096,0.5975,14.8,0
2024-04-09 19:00:00,0,,0,0,0,0,0.017,0.6294,14.5,0
2024-04-09 19:15:00,0,,0,0,0,0,0.0265,0.6607,14.3,0
2024-04-09 19:30:00,0,,0,0,0,0,0.0381,0.6913,13.8,0
2024-04-09 19:45:00,1,,0,0,0,0,0.0516,0.7211,13.6,0
2024-04-09 20:00:00,1,,0,0,0,0,0.067,0.75,13.1,0
2024-04-09 20:15:00,0,,0,0,0,0,0.0843,0.7778,12.8,0
2024-04-09 20:30:00,0,,0,0,0,0,0.1033,0.8044,12.4,0
2024-04-09 20:45:00,0,,0,0,0,0,0.1241,0.8297,12.2,0
2024-04-09 21:00:00,0,,0,0,0,0,0.1464,0.8536,11.9,0
2024-04-09 21:15:00,0,,0,0,0,0,0.1703,0.8759,11.8,0
2024-04-09 21:30:00,0,,0,0,0,0,0.1956,0.8967,11.3,0
2024-04-09 21:45:00,0,,0,0,0,0,0.2222,0.9157,11.0,0
2024-04-09 22:00:00,0,,0,0,0,0,0.25,0.933,10.6,0
2024-04-09 22:15:00,0,,0,0,0,0,0.2789,0.9484,10.2,0
2024-04-09 22:30:00,0,,0,0,0,0,0.3087,0.9619,10.0,0
2024-04-09 22:45:00,0,,0,0,0,0,0.3393,0.9735,9.8,0
2024-04-09 23:00:00,0,,0,0,0,0,0.3706,0.983,9.6,0
2024-04-09 23:15:00,0,,0,0,0,0,0.4025,0.9904,9.5,0
2024-04-09 23:30:00,0,,0,0,0,0,0.4347,0.9957,9.3,0
2024-04-09 23:45:00,0,,0,0,0,0,0.4673,0.9989,9.3,0
2024-04-10 00:00:00,0,,0,0,0,0,0.5,1.0,9.2,0
2024-04-10 00:15:00,0,,0,0,0,0,0.5327,0.9989,9.1,0
2024-04-10 00:30:00,0,,0,0,0,0,0.5653,0.9957,8.8,0
2024-04-10 00:45:00,0,,0,0,0,0,0.5975,0.9904,8.7,0
2024-04-10 01:00:00,0,,0,0,0,0,0.6294,0.983,8.5,0
2024-04-10 01:15:00,0,,0,0,0,0,0.6607,0.9735,8.5,0
2024-04-10 01:30:00,0,,0,0,0,0,0.6913,0.9619,8.5,0
2024-04-10 01:45:00,0,,0,0,0,0,0.7211,0.9484,8.4,0
2024-04-10 02:00:00,0,,0,0,0,0,0.75,0.933,8.4,0
2024-04-10 02:15:00,0,,0,0,0,0,0.7778,0.9157,8.4,0
2024-04-10 02:30:00,0,,0,0,0,0,0.8044,0.8967,8.0,0
2024-04-10 02:45:00,0,,0,0,0,0,0.8297,0.8759,8.1,0
2024-04-10 03:00:00,0,,0,0,0,0,0.8536,0.8536,7.9,0
2024-04-10 03:15:00,0,,0,0,0,0,0.8759,0.8297,7.9,0
2024-04-10 03:30:00,0,,0,0,0,0,0.8967,0.8044,8.1,0
2024-04-10 03:45:00,0,,0,0,0,0,0.9157,0.7778,8.1,0
2024-04-10 04:00:00,0,,0,0,0,0,0.933,0.75,8.2,0
2024-04-10 04:15:00,0,,0,0,0,0,0.9484,0.7211,8.2,0
2024-04-10 04:30:00,0,,0,0,0,0,0.9619,0.6913,8.3,0
2024-04-10 04:45:00,0,,0,0,0,0,0.9735,0.6607,8.3,0
2024-04-10 05:00:00,0,,0,0,0,0,0.983,0.6294,8.4,0
2024-04-10 05:15:00,0,,0,0,0,0,0.9904,0.5975,8.4,0
2024-04-10 05:30:00,0,,0,0,0,0,0.9957,0.5653,8.3,0
2024-04-10 05:45:00,0,,0,0,0,0,0.9989,0.5327,8.2,0
2024-04-10 06:00:00,0,,0,0,0,0,1.0,0.5,7.9,0
2024-04-10 06:15:00,0,,0,0,0,0,0.9989,0.4673,7.9,0
2024-04-10 06:30:00,0,,0,0,0,0,0.9957,0.4347,8.2,0
2024-04-10 06:45:00,0,,0,0,0,0,0.9904,0.4025,8.3,0
2024-04-10 07:00:00,0,,0,0,0,0,0.983,0.3706,8.5,0
2024-04-10 07:15:00,0,,0,0,0,0,0.9735,0.3393,8.6,0
2024-04-10 07:30:00,0,,0,0,0,0,0.9619,0.3087,8.8,0
2024-04-10 07:45:00,0,,0,0,0,0,0.9484,0.2789,8.8,0
2024-04-10 08:00:00,3,,0,0,0,0,0.933,0.25,8.7,0
2024-04-10 08:15:00,19,,0,0,0,0,0.9157,0.2222,8.7,0
2024-04-10 08:30:00,36,371.000,148,1,0,1,0.8967,0.1956,8.8,0
2024-04-10 08:45:00,39,371.000,148,1,0,1,0.8759,0.1703,9.0,0
2024-04-10 09:00:00,40,371.000,148,1,0,1,0.8536,0.1464,9.3,0
2024-04-10 09:15:00,41,371.000,148,1,0,1,0.8297,0.1241,9.3,0
2024-04-10 09:30:00,41,371.000,148,1,0,1,0.8044,0.1033,9.8,0
2024-04-10 09:45:00,41,371.000,148,1,0,1,0.7778,0.0843,9.6,0
2024-04-10 10:00:00,26,371.000,148,1,0,1,0.75,0.067,9.6,0
2024-04-10 10:15:00,39,"325.004,531.170",118,1,0,0,0.7211,0.0516,10.0,0
2024-04-10 10:30:00,39,"325.004,531.170",118,1,0,0,0.6913,0.0381,10.0,0
2024-04-10 10:45:00,39,"325.004,531.170",118,1,0,0,0.6607,0.0265,10.3,0
2024-04-10 11:00:00,39,"325.004,531.170",118,1,0,0,0.6294,0.017,11.0,0
2024-04-10 11:15:00,39,"325.004,531.170",118,1,0,0,0.5975,0.0096,10.8,0
2024-04-10 11:30:00,37,"325.004,531.170",118,1,0,0,0.5653,0.0043,11.3,0
2024-04-10 11:45:00,5,"325.004,531.170",118,1,0,0,0.5327,0.0011,11.1,0
2024-04-10 12:00:00,8,258.300,132,1,0,0,0.5,0.0,11.2,0
2024-04-10 12:15:00,9,258.300,132,1,0,0,0.4673,0.0011,11.2,0
2024-04-10 12:30:00,9,258.300,132,1,0,0,0.4347,0.0043,11.6,0
2024-04-10 12:45:00,9,258.300,132,1,0,0,0.4025,0.0096,11.9,0
2024-04-10 13:00:00,9,258.300,132,1,0,0,0.3706,0.017,12.0,0
2024-04-10 13:15:00,8,258.300,132,1,0,0,0.3393,0.0265,11.8,0
2024-04-10 13:30:00,8,258.300,132,1,0,0,0.3087,0.0381,11.9,0
2024-04-10 13:45:00,16,257.200,152,1,0,1,0.2789,0.0516,12.3,0
2024-04-10 14:00:00,17,257.200,152,1,0,1,0.25,0.067,12.1,0
2024-04-10 14:15:00,17,257.200,152,1,0,1,0.2222,0.0843,11.8,0
2024-04-10 14:30:00,17,257.200,152,1,0,1,0.1956,0.1033,11.7,0
2024-04-10 14:45:00,13,257.200,152,1,0,1,0.1703,0.1241,11.4,0
2024-04-10 15:00:00,14,257.200,152,1,0,1,0.1464,0.1464,11.4,0
2024-04-10 15:15:00,14,257.200,152,1,0,1,0.1241,0.1703,11.5,0
2024-04-10 15:30:00,17,"257.211,257.213,257.214",77,0,0,1,0.1033,0.1956,11.7,0
2024-04-10 15:45:00,18,"257.211,257.213,257.214",77,0,0,1,0.0843,0.2222,11.8,0
2024-04-10 16:00:00,7,"257.211,257.213,257.214",77,0,0,1,0.067,0.25,12.0,0
2024-04-10 16:15:00,5,"257.211,257.213,257.214",77,0,0,1,0.0516,0.2789,12.1,0
2024-04-10 16:30:00,5,"257.211,257.213,257.214",77,0,0,1,0.0381,0.3087,11.9,0
2024-04-10 16:45:00,7,"257.211,257.213,257.214",77,0,0,1,0.0265,0.3393,11.8,0
2024-04-10 17:00:00,18,"257.211,257.213,257.214",77,0,0,1,0.017,0.3706,11.5,0
2024-04-10 17:15:00,33,256.600,154,0,0,0,0.0096,0.4025,11.4,0
2024-04-10 17:30:00,33,256.600,154,0,0,0,0.0043,0.4347,11.1,0
2024-04-10 17:45:00,33,256.600,154,0,0,0,0.0011,0.4673,11.1,0
2024-04-10 18:00:00,33,256.600,154,0,0,0,0.0,0.5,10.8,0
2024-04-10 18:15:00,32,256.600,154,0,0,0,0.0011,0.5327,10.8,0
2024-04-10 18:30:00,28,256.600,154,0,0,0,0.0043,0.5653,10.5,0
2024-04-10 18:45:00,0,256.600,154,0,0,0,0.0096,0.5975,10.5,0
2024-04-10 19:00:00,0,,0,0,0,0,0.017,0.6294,10.5,0
2024-04-10 19:15:00,0,,0,0,0,0,0.0265,0.6607,10.5,0
2024-04-10 19:30:00,0,,0,0,0,0,0.0381,0.6913,10.4,0
2024-04-10 19:45:00,0,,0,0,0,0,0.0516,0.7211,10.4,0
2024-04-10 20:00:00,0,,0,0,0,0,0.067,0.75,10.1,0
2024-04-10 20:15:00,0,,0,0,0,0,0.0843,0.7778,9.9,0
2024-04-10 20:30:00,0,,0,0,0,0,0.1033,0.8044,9.5,0
2024-04-10 20:45:00,0,,0,0,0,0,0.1241,0.8297,9.4,0
2024-04-10 21:00:00,0,,0,0,0,0,0.1464,0.8536,9.1,0
2024-04-10 21:15:00,0,,0,0,0,0,0.1703,0.8759,8.9,0
2024-04-10 21:30:00,0,,0,0,0,0,0.1956,0.8967,8.6,0
2024-04-10 21:45:00,0,,0,0,0,0,0.2222,0.9157,8.6,0
2024-04-10 22:00:00,0,,0,0,0,0,0.25,0.933,8.4,0
2024-04-10 22:15:00,0,,0,0,0,0,0.2789,0.9484,8.2,0
2024-04-10 22:30:00,0,,0,0,0,0,0.3087,0.9619,8.2,0
2024-04-10 22:45:00,0,,0,0,0,0,0.3393,0.9735,8.0,0
2024-04-10 23:00:00,0,,0,0,0,0,0.3706,0.983,7.7,0
2024-04-10 23:15:00,0,,0,0,0,0,0.4025,0.9904,7.5,0
2024-04-10 23:30:00,0,,0,0,0,0,0.4347,0.9957,7.3,0
2024-04-10 23:45:00,0,,0,0,0,0,0.4673,0.9989,7.3,0
2024-04-11 00:00:00,0,,0,0,0,0,0.5,1.0,7.1,0
2024-04-11 00:15:00,0,,0,0,0,0,0.5327,0.9989,7.0,0
2024-04-11 00:30:00,0,,0,0,0,0,0.5653,0.9957,6.7,0
2024-04-11 00:45:00,0,,0,0,0,0,0.5975,0.9904,6.7,0
2024-04-11 01:00:00,0,,0,0,0,0,0.6294,0.983,6.7,0
2024-04-11 01:15:00,0,,0,0,0,0,0.6607,0.9735,6.5,0
2024-04-11 01:30:00,0,,0,0,0,0,0.6913,0.9619,6.4,0
2024-04-11 01:45:00,0,,0,0,0,0,0.7211,0.9484,6.2,0
2024-04-11 02:00:00,0,,0,0,0,0,0.75,0.933,6.1,0
2024-04-11 02:15:00,0,,0,0,0,0,0.7778,0.9157,6.1,0
2024-04-11 02:30:00,0,,0,0,0,0,0.8044,0.8967,6.0,0
2024-04-11 02:45:00,0,,0,0,0,0,0.8297,0.8759,5.9,0
2024-04-11 03:00:00,0,,0,0,0,0,0.8536,0.8536,5.8,0
2024-04-11 03:15:00,0,,0,0,0,0,0.8759,0.8297,5.8,0
2024-04-11 03:30:00,0,,0,0,0,0,0.8967,0.8044,5.8,0
2024-04-11 03:45:00,0,,0,0,0,0,0.9157,0.7778,5.7,0
2024-04-11 04:00:00,0,,0,0,0,0,0.933,0.75,5.7,0
2024-04-11 04:15:00,0,,0,0,0,0,0.9484,0.7211,5.7,0
2024-04-11 04:30:00,0,,0,0,0,0,0.9619,0.6913,5.9,0
2024-04-11 04:45:00,0,,0,0,0,0,0.9735,0.6607,6.0,0
2024-04-11 05:00:00,0,,0,0,0,0,0.983,0.6294,6.2,0
2024-04-11 05:15:00,0,,0,0,0,0,0.9904,0.5975,6.4,0
2024-04-11 05:30:00,0,,0,0,0,0,0.9957,0.5653,6.8,0
2024-04-11 05:45:00,0,,0,0,0,0,0.9989,0.5327,7.1,0
2024-04-11 06:00:00,0,,0,0,0,0,1.0,0.5,8.6,0
2024-04-11 06:15:00,0,,0,0,0,0,0.9989,0.4673,8.7,0
2024-04-11 06:30:00,0,,0,0,0,0,0.9957,0.4347,9.7,0
2024-04-11 06:45:00,0,,0,0,0,0,0.9904,0.4025,10.1,0
2024-04-11 07:00:00,0,,0,0,0,0,0.983,0.3706,10.7,0
2024-04-11 07:15:00,0,,0,0,0,0,0.9735,0.3393,11.2,0
2024-04-11 07:30:00,0,,0,0,0,0,0.9619,0.3087,11.8,0
2024-04-11 07:45:00,0,,0,0,0,0,0.9484,0.2789,12.7,0
2024-04-11 08:00:00,5,,0,0,0,0,0.933,0.25,13.0,0
2024-04-11 08:15:00,20,,0,0,0,0,0.9157,0.2222,13.2,0
2024-04-11 08:30:00,39,371.000,148,1,0,1,0.8967,0.1956,13.6,0
2024-04-11 08:45:00,44,371.000,148,1,0,1,0.8759,0.1703,13.9,0
2024-04-11 09:00:00,44,371.000,148,1,0,1,0.8536,0.1464,14.4,0
2024-04-11 09:15:00,44,371.000,148,1,0,1,0.8297,0.1241,14.8,0
2024-04-11 09:30:00,45,371.000,148,1,0,1,0.8044,0.1033,15.2,0
2024-04-11 09:45:00,43,371.000,148,1,0,1,0.7778,0.0843,15.2,0
2024-04-11 10:00:00,26,371.000,148,1,0,1,0.75,0.067,15.8,0
2024-04-11 10:15:00,33,531.120,102,1,0,0,0.7211,0.0516,15.9,0
2024-04-11 10:30:00,35,531.120,102,1,0,0,0.6913,0.0381,15.8,0
2024-04-11 10:45:00,35,531.120,102,1,0,0,0.6607,0.0265,16.3,0
2024-04-11 11:00:00,34,531.120,102,1,0,0,0.6294,0.017,16.6,0
2024-04-11 11:15:00,34,531.120,102,1,0,0,0.5975,0.0096,16.9,0
2024-04-11 11:30:00,33,531.120,102,1,0,0,0.5653,0.0043,17.1,0
2024-04-11 11:45:00,10,531.120,102,1,0,0,0.5327,0.0011,17.5,0
2024-04-11 12:00:00,4,531.120,102,1,0,0,0.5,0.0,17.4,0
2024-04-11 12:15:00,4,531.120,102,1,0,0,0.4673,0.0011,18.0,0
2024-04-11 12:30:00,2,531.120,102,1,0,0,0.4347,0.0043,17.9,0
