datetime,occcount,coursenumber,registered,VL,Mechatronik,B1 - Bachelor 1. Jahr,hod1,hod2,tl,room_id
2024-05-11 20:30:00,0,,0,0,0,0,0.1033,0.8044,15.1,0
2024-05-11 20:45:00,0,,0,0,0,0,0.1241,0.8297,15.0,0
2024-05-11 21:00:00,0,,0,0,0,0,0.1464,0.8536,14.9,0
2024-05-11 21:15:00,0,,0,0,0,0,0.1703,0.8759,14.7,0
2024-05-11 21:30:00,0,,0,0,0,0,0.1956,0.8967,14.4,0
2024-05-11 21:45:00,0,,0,0,0,0,0.2222,0.9157,14.3,0
2024-05-11 22:00:00,0,,0,0,0,0,0.25,0.933,14.1,0
2024-05-11 22:15:00,0,,0,0,0,0,0.2789,0.9484,13.9,0
2024-05-11 22:30:00,0,,0,0,0,0,0.3087,0.9619,13.6,0
2024-05-11 22:45:00,0,,0,0,0,0,0.3393,0.9735,13.3,0
2024-05-11 23:00:00,0,,0,0,0,0,0.3706,0.983,13.1,0
2024-05-11 23:15:00,0,,0,0,0,0,0.4025,0.9904,12.9,0
2024-05-11 23:30:00,0,,0,0,0,0,0.4347,0.9957,12.8,0
2024-05-11 23:45:00,0,,0,0,0,0,0.4673,0.9989,12.7,0
2024-05-12 00:00:00,0,,0,0,0,0,0.5,1.0,12.4,0
2024-05-12 00:15:00,0,,0,0,0,0,0.5327,0.9989,12.3,0
2024-05-12 00:30:00,0,,0,0,0,0,0.5653,0.9957,12.2,0
2024-05-12 00:45:00,0,,0,0,0,0,0.5975,0.9904,12.1,0
2024-05-12 01:00:00,0,,0,0,0,0,0.6294,0.983,11.8,0
2024-05-12 01:15:00,0,,0,0,0,0,0.6607,0.9735,11.7,0
2024-05-12 01:30:00,0,,0,0,0,0,0.6913,0.9619,11.5,0
2024-05-12 01:45:00,0,,0,0,0,0,0.7211,0.9484,11.4,0
2024-05-12 02:00:00,0,,0,0,0,0,0.75,0.933,11.4,0
2024-05-12 02:15:00,0,,0,0,0,0,0.7778,0.9157,11.2,0
2024-05-12 02:30:00,0,,0,0,0,0,0.8044,0.8967,11.0,0
2024-05-12 02:45:00,0,,0,0,0,0,0.8297,0.8759,10.9,0
2024-05-12 03:00:00,0,,0,0,0,0,0.8536,0.8536,10.7,0
2024-05-12 03:15:00,0,,0,0,0,0,0.8759,0.8297,10.6,0
2024-05-12 03:30:00,0,,0,0,0,0,0.8967,0.8044,10.4,0
2024-05-12 03:45:00,0,,0,0,0,0,0.9157,0.7778,10.3,0
2024-05-12 04:00:00,0,,0,0,0,0,0.933,0.75,10.4,0
2024-05-12 04:15:00,0,,0,0,0,0,0.9484,0.7211,10.4,0
2024-05-12 04:30:00,0,,0,0,0,0,0.9619,0.6913,10.7,0
2024-05-12 04:45:00,0,,0,0,0,0,0.9735,0.6607,11.0,0
2024-05-12 05:00:00,0,,0,0,0,0,0.983,0.6294,11.6,0
2024-05-12 05:15:00,0,,0,0,0,0,0.9904,0.5975,12.1,0
2024-05-12 05:30:00,0,,0,0,0,0,0.9957,0.5653,13.3,0
2024-05-12 05:45:00,0,,0,0,0,0,0.9989,0.5327,13.7,0
2024-05-12 06:00:00,0,,0,0,0,0,1.0,0.5,15.3,0
2024-05-12 06:15:00,0,,0,0,0,0,0.9989,0.4673,15.6,0
2024-05-12 06:30:00,0,,0,0,0,0,0.9957,0.4347,16.2,0
2024-05-12 06:45:00,0,,0,0,0,0,0.9904,0.4025,16.2,0
2024-05-12 07:00:00,0,,0,0,0,0,0.983,0.3706,17.0,0
2024-05-12 07:15:00,0,,0,0,0,0,0.9735,0.3393,17.5,0
2024-05-12 07:30:00,0,,0,0,0,0,0.9619,0.3087,17.8,0
2024-05-12 07:45:00,0,,0,0,0,0,0.9484,0.2789,18.3,0
2024-05-12 08:00:00,0,,0,0,0,0,0.933,0.25,19.2,0
2024-05-12 08:15:00,0,,0,0,0,0,0.9157,0.2222,18.7,0
2024-05-12 08:30:00,0,,0,0,0,0,0.8967,0.1956,20.1,0
2024-05-12 08:45:00,0,,0,0,0,0,0.8759,0.1703,19.8,0
2024-05-12 09:00:00,0,,0,0,0,0,0.8536,0.1464,20.6,0
2024-05-12 09:15:00,0,,0,0,0,0,0.8297,0.1241,20.4,0
2024-05-12 09:30:00,0,,0,0,0,0,0.8044,0.1033,20.5,0
2024-05-12 09:45:00,0,,0,0,0,0,0.7778,0.0843,20.8,0
2024-05-12 10:00:00,0,,0,0,0,0,0.75,0.067,21.0,0
2024-05-12 10:15:00,0,,0,0,0,0,0.7211,0.0516,21.0,0
2024-05-12 10:30:00,0,,0,0,0,0,0.6913,0.0381,21.6,0
2024-05-12 10:45:00,0,,0,0,0,0,0.6607,0.0265,21.7,0
2024-05-12 11:00:00,0,,0,0,0,0,0.6294,0.017,22.3,0
2024-05-12 11:15:00,0,,0,0,0,0,0.5975,0.0096,22.1,0
2024-05-12 11:30:00,0,,0,0,0,0,0.5653,0.0043,21.1,0
2024-05-12 11:45:00,0,,0,0,0,0,0.5327,0.0011,20.7,0
2024-05-12 12:00:00,0,,0,0,0,0,0.5,0.0,20.8,0
2024-05-12 12:15:00,0,,0,0,0,0,0.4673,0.0011,21.3,0
2024-05-12 12:30:00,0,,0,0,0,0,0.4347,0.0043,22.0,0
2024-05-12 12:45:00,0,,0,0,0,0,0.4025,0.0096,22.3,0
2024-05-12 13:00:00,0,,0,0,0,0,0.3706,0.017,21.6,0
2024-05-12 13:15:00,0,,0,0,0,0,0.3393,0.0265,22.0,0
2024-05-12 13:30:00,0,,0,0,0,0,0.3087,0.0381,22.4,0
2024-05-12 13:45:00,0,,0,0,0,0,0.2789,0.0516,22.5,0
2024-05-12 14:00:00,0,,0,0,0,0,0.25,0.067,22.3,0
2024-05-12 14:15:00,0,,0,0,0,0,0.2222,0.0843,22.4,0
2024-05-12 14:30:00,0,,0,0,0,0,0.1956,0.1033,22.7,0
2024-05-12 14:45:00,0,,0,0,0,0,0.1703,0.1241,22.4,0
2024-05-12 15:00:00,0,,0,0,0,0,0.1464,0.1464,22.3,0
2024-05-12 15:15:00,0,,0,0,0,0,0.1241,0.1703,22.1,0
2024-05-12 15:30:00,0,,0,0,0,0,0.1033,0.1956,22.4,0
2024-05-12 15:45:00,0,,0,0,0,0,0.0843,0.2222,22.4,0
2024-05-12 16:00:00,0,,0,0,0,0,0.067,0.25,22.5,0
2024-05-12 16:15:00,0,,0,0,0,0,0.0516,0.2789,22.5,0
2024-05-12 16:30:00,0,,0,0,0,0,0.0381,0.3087,22.2,0
2024-05-12 16:45:00,0,,0,0,0,0,0.0265,0.3393,21.8,0
2024-05-12 17:00:00,0,,0,0,0,0,0.017,0.3706,21.5,0
2024-05-12 17:15:00,0,,0,0,0,0,0.0096,0.4025,21.5,0
2024-05-12 17:30:00,0,,0,0,0,0,0.0043,0.4347,21.1,0
2024-05-12 17:45:00,0,,0,0,0,0,0.0011,0.4673,20.9,0
2024-05-12 18:00:00,0,,0,0,0,0,0.0,0.5,20.6,0
2024-05-12 18:15:00,0,,0,0,0,0,0.0011,0.5327,20.3,0
2024-05-12 18:30:00,0,,0,0,0,0,0.0043,0.5653,20.0,0
2024-05-12 18:45:00,0,,0,0,0,0,0.0096,0.5975,19.8,0
2024-05-12 19:00:00,0,,0,0,0,0,0.017,0.6294,19.3,0
2024-05-12 19:15:00,0,,0,0,0,0,0.0265,0.6607,19.1,0
2024-05-12 19:30:00,0,,0,0,0,0,0.0381,0.6913,18.7,0
2024-05-12 19:45:00,0,,0,0,0,0,0.0516,0.7211,18.2,0
2024-05-12 20:00:00,0,,0,0,0,0,0.067,0.75,17.5,0
2024-05-12 20:15:00,0,,0,0,0,0,0.0843,0.7778,17.4,0
2024-05-12 20:30:00,0,,0,0,0,0,0.1033,0.8044,16.9,0
2024-05-12 20:45:00,0,,0,0,0,0,0.1241,0.8297,16.8,0
2024-05-12 21:00:00,0,,0,0,0,0,0.1464,0.8536,16.6,0
2024-05-12 21:15:00,0,,0,0,0,0,0.1703,0.8759,16.3,0
2024-05-12 21:30:00,0,,0,0,0,0,0.1956,0.8967,15.9,0
2024-05-12 21:45:00,0,,0,0,0,0,0.2222,0.9157,15.8,0
2024-05-12 22:00:00,0,,0,0,0,0,0.25,0.933,15.7,0
2024-05-12 22:15:00,0,,0,0,0,0,0.2789,0.9484,15.9,0
2024-05-12 22:30:00,0,,0,0,0,0,0.3087,0.9619,15.7,0
2024-05-12 22:45:00,0,,0,0,0,0,0.3393,0.9735,15.7,0
2024-05-12 23:00:00,0,,0,0,0,0,0.3706,0.983,15.4,0
2024-05-12 23:15:00,0,,0,0,0,0,0.4025,0.9904,15.4,0
2024-05-12 23:30:00,0,,0,0,0,0,0.4347,0.9957,15.2,0
2024-05-12 23:45:00,0,,0,0,0,0,0.4673,0.9989,15.1,0
2024-05-13 00:00:00,0,,0,0,0,0,0.5,1.0,15.0,0
2024-05-13 00:15:00,0,,0,0,0,0,0.5327,0.9989,15.1,0
2024-05-13 00:30:00,0,,0,0,0,0,0.5653,0.9957,15.0,0
2024-05-13 00:45:00,0,,0,0,0,0,0.5975,0.9904,14.9,0
2024-05-13 01:00:00,0,,0,0,0,0,0.6294,0.983,15.0,0
2024-05-13 01:15:00,0,,0,0,0,0,0.6607,0.9735,14.8,0
2024-05-13 01:30:00,0,,0,0,0,0,0.6913,0.9619,14.7,0
2024-05-13 01:45:00,0,,0,0,0,0,0.7211,0.9484,14.5,0
2024-05-13 02:00:00,0,,0,0,0,0,0.75,0.933,14.7,0
2024-05-13 02:15:00,0,,0,0,0,0,0.7778,0.9157,14.8,0
2024-05-13 02:30:00,0,,0,0,0,0,0.8044,0.8967,14.5,0
2024-05-13 02:45:00,0,,0,0,0,0,0.8297,0.8759,14.5,0
2024-05-13 03:00:00,0,,0,0,0,0,0.8536,0.8536,14.0,0
2024-05-13 03:15:00,0,,0,0,0,0,0.8759,0.8297,13.4,0
2024-05-13 03:30:00,0,,0,0,0,0,0.8967,0.8044,12.7,0
2024-05-13 03:45:00,0,,0,0,0,0,0.9157,0.7778,12.4,0
2024-05-13 04:00:00,0,,0,0,0,0,0.933,0.75,12.0,0
2024-05-13 04:15:00,0,,0,0,0,0,0.9484,0.7211,12.0,0
2024-05-13 04:30:00,0,,0,0,0,0,0.9619,0.6913,12.3,0
2024-05-13 04:45:00,0,,0,0,0,0,0.9735,0.6607,12.6,0
2024-05-13 05:00:00,0,,0,0,0,0,0.983,0.6294,12.7,0
2024-05-13 05:15:00,0,,0,0,0,0,0.9904,0.5975,13.1,0
2024-05-13 05:30:00,0,,0,0,0,0,0.9957,0.5653,13.6,0
2024-05-13 05:45:00,0,,0,0,0,0,0.9989,0.5327,13.5,0
2024-05-13 06:00:00,0,,0,0,0,0,1.0,0.5,15.3,0
2024-05-13 06:15:00,0,,0,0,0,0,0.9989,0.4673,15.1,0
2024-05-13 06:30:00,0,,0,0,0,0,0.9957,0.4347,15.9,0
2024-05-13 06:45:00,0,,0,0,0,0,0.9904,0.4025,16.6,0
2024-05-13 07:00:00,0,,0,0,0,0,0.983,0.3706,16.8,0
2024-05-13 07:15:00,0,,0,0,0,0,0.9735,0.3393,17.6,0
2024-05-13 07:30:00,0,,0,0,0,0,0.9619,0.3087,17.9,0
2024-05-13 07:45:00,0,,0,0,0,0,0.9484,0.2789,17.6,0
2024-05-13 08:00:00,0,,0,0,0,0,0.933,0.25,18.4,0
2024-05-13 08:15:00,0,,0,0,0,0,0.9157,0.2222,18.9,0
2024-05-13 08:30:00,0,,0,0,0,0,0.8967,0.1956,19.5,0
2024-05-13 08:45:00,0,,0,0,0,0,0.8759,0.1703,19.8,0
2024-05-13 09:00:00,0,,0,0,0,0,0.8536,0.1464,19.3,0
2024-05-13 09:15:00,0,,0,0,0,0,0.8297,0.1241,19.2,0
2024-05-13 09:30:00,0,,0,0,0,0,0.8044,0.1033,19.5,0
2024-05-13 09:45:00,0,,0,0,0,0,0.7778,0.0843,20.3,0
2024-05-13 10:00:00,0,,0,0,0,0,0.75,0.067,20.7,0
2024-05-13 10:15:00,0,,0,0,0,0,0.7211,0.0516,20.9,0
2024-05-13 10:30:00,0,,0,0,0,0,0.6913,0.0381,20.6,0
2024-05-13 10:45:00,0,,0,0,0,0,0.6607,0.0265,21.1,0
2024-05-13 11:00:00,0,,0,0,0,0,0.6294,0.017,21.3,0
2024-05-13 11:15:00,0,,0,0,0,0,0.5975,0.0096,21.8,0
2024-05-13 11:30:00,0,,0,0,0,0,0.5653,0.0043,21.9,0
2024-05-13 11:45:00,9,,0,0,0,0,0.5327,0.0011,22.2,0
2024-05-13 12:00:00,34,258.410,170,1,0,0,0.5,0.0,22.1,0
2024-05-13 12:15:00,40,258.410,170,1,0,0,0.4673,0.0011,22.1,0
2024-05-13 12:30:00,41,258.410,170,1,0,0,0.4347,0.0043,22.5,0
2024-05-13 12:45:00,38,258.410,170,1,0,0,0.4025,0.0096,22.5,0
2024-05-13 13:00:00,38,258.410,170,1,0,0,0.3706,0.017,22.7,0
2024-05-13 13:15:00,36,258.410,170,1,0,0,0.3393,0.0265,22.7,0
2024-05-13 13:30:00,11,258.410,170,1,0,0,0.3087,0.0381,23.2,0
2024-05-13 13:45:00,16,136.309,98,1,0,0,0.2789,0.0516,23.5,0
2024-05-13 14:00:00,16,136.309,98,1,0,0,0.25,0.067,23.5,0
2024-05-13 14:15:00,16,136.309,98,1,0,0,0.2222,0.0843,23.0,0
2024-05-13 14:30:00,15,136.309,98,1,0,0,0.1956,0.1033,22.6,0
2024-05-13 14:45:00,15,136.309,98,1,0,0,0.1703,0.1241,22.3,0
2024-05-13 15:00:00,12,136.309,98,1,0,0,0.1464,0.1464,21.7,0
2024-05-13 15:15:00,7,136.309,98,1,0,0,0.1241,0.1703,21.8,0
2024-05-13 15:30:00,21,238.213,160,0,0,1,0.1033,0.1956,22.3,0
2024-05-13 15:45:00,22,238.213,160,0,0,1,0.0843,0.2222,22.2,0
2024-05-13 16:00:00,22,238.213,160,0,0,1,0.067,0.25,22.0,0
2024-05-13 16:15:00,22,238.213,160,0,0,1,0.0516,0.2789,22.1,0
2024-05-13 16:30:00,23,238.213,160,0,0,1,0.0381,0.3087,22.2,0
2024-05-13 16:45:00,19,238.213,160,0,0,1,0.0265,0.3393,22.2,0
2024-05-13 17:00:00,0,238.213,160,0,0,1,0.017,0.3706,21.9,0
2024-05-13 17:15:00,0,360.001,121,1,1,0,0.0096,0.4025,21.9,0
2024-05-13 17:30:00,0,360.001,121,1,1,0,0.0043,0.4347,21.6,0
2024-05-13 17:45:00,0,360.001,121,1,1,0,0.0011,0.4673,21.6,0
2024-05-13 18:00:00,0,360.001,121,1,1,0,0.0,0.5,21.1,0
2024-05-13 18:15:00,0,360.001,121,1,1,0,0.0011,0.5327,20.9,0
2024-05-13 18:30:00,0,360.001,121,1,1,0,0.0043,0.5653,20.0,0
2024-05-13 18:45:00,0,360.001,121,1,1,0,0.0096,0.5975,19.9,0
2024-05-13 19:00:00,1,,0,0,0,0,0.017,0.6294,19.4,0
2024-05-13 19:15:00,1,,0,0,0,0,0.0265,0.6607,19.0,0
2024-05-13 19:30:00,1,,0,0,0,0,0.0381,0.6913,18.1,0
2024-05-13 19:45:00,0,,0,0,0,0,0.0516,0.7211,18.0,0
2024-05-13 20:00:00,0,,0,0,0,0,0.067,0.75,17.8,0
2024-05-13 20:15:00,0,,0,0,0,0,0.0843,0.7778,17.6,0
2024-05-13 20:30:00,0,,0,0,0,0,0.1033,0.8044,17.5,0
2024-05-13 20:45:00,0,,0,0,0,0,0.1241,0.8297,17.4,0
2024-05-13 21:00:00,0,,0,0,0,0,0.1464,0.8536,17.2,0
2024-05-13 21:15:00,0,,0,0,0,0,0.1703,0.8759,17.0,0
2024-05-13 21:30:00,0,,0,0,0,0,0.1956,0.8967,16.7,0
2024-05-13 21:45:00,0,,0,0,0,0,0.2222,0.9157,16.6,0
2024-05-13 22:00:00,0,,0,0,0,0,0.25,0.933,16.4,0
2024-05-13 22:15:00,0,,0,0,0,0,0.2789,0.9484,16.5,0
2024-05-13 22:30:00,0,,0,0,0,0,0.3087,0.9619,16.0,0
2024-05-13 22:45:00,0,,0,0,0,0,0.3393,0.9735,16.0,0
2024-05-13 23:00:00,0,,0,0,0,0,0.3706,0.983,15.9,0
2024-05-13 23:15:00,0,,0,0,0,0,0.4025,0.9904,15.8,0
2024-05-13 23:30:00,0,,0,0,0,0,0.4347,0.9957,15.8,0
2024-05-13 23:45:00,0,,0,0,0,0,0.4673,0.9989,15.6,0
2024-05-14 00:00:00,0,,0,0,0,0,0.5,1.0,15.5,0
2024-05-14 00:15:00,0,,0,0,0,0,0.5327,0.9989,15.1,0
2024-05-14 00:30:00,0,,0,0,0,0,0.5653,0.9957,15.2,0
2024-05-14 00:45:00,0,,0,0,0,0,0.5975,0.9904,15.1,0
2024-05-14 01:00:00,0,,0,0,0,0,0.6294,0.983,14.9,0
2024-05-14 01:15:00,0,,0,0,0,0,0.6607,0.9735,14.7,0
2024-05-14 01:30:00,0,,0,0,0,0,0.6913,0.9619,13.9,0
2024-05-14 01:45:00,0,,0,0,0,0,0.7211,0.9484,13.7,0
2024-05-14 02:00:00,0,,0,0,0,0,0.75,0.933,13.9,0
2024-05-14 02:15:00,0,,0,0,0,0,0.7778,0.9157,13.7,0
2024-05-14 02:30:00,0,,0,0,0,0,0.8044,0.8967,13.7,0
2024-05-14 02:45:00,0,,0,0,0,0,0.8297,0.8759,13.6,0
2024-05-14 03:00:00,0,,0,0,0,0,0.8536,0.8536,13.5,0
2024-05-14 03:15:00,0,,0,0,0,0,0.8759,0.8297,13.6,0
2024-05-14 03:30:00,0,,0,0,0,0,0.8967,0.8044,13.6,0
2024-05-14 03:45:00,0,,0,0,0,0,0.9157,0.7778,13.6,0
2024-05-14 04:00:00,0,,0,0,0,0,0.933,0.75,13.6,0
2024-05-14 04:15:00,0,,0,0,0,0,0.9484,0.7211,13.6,0
2024-05-14 04:30:00,0,,0,0,0,0,0.9619,0.6913,13.9,0
2024-05-14 04:45:00,0,,0,0,0,0,0.9735,0.6607,14.1,0
2024-05-14 05:00:00,0,,0,0,0,0,0.983,0.6294,14.6,0
2024-05-14 05:15:00,0,,0,0,0,0,0.9904,0.5975,14.7,0
2024-05-14 05:30:00,0,,0,0,0,0,0.9957,0.5653,15.5,0
2024-05-14 05:45:00,0,,0,0,0,0,0.9989,0.5327,16.0,0
2024-05-14 06:00:00,0,,0,0,0,0,1.0,0.5,17.0,0
2024-05-14 06:15:00,0,,0,0,0,0,0.9989,0.4673,16.9,0
2024-05-14 06:30:00,0,,0,0,0,0,0.9957,0.4347,17.6,0
2024-05-14 06:45:00,0,,0,0,0,0,0.9904,0.4025,17.8,0
2024-05-14 07:00:00,0,,0,0,0,0,0.983,0.3706,18.2,0
2024-05-14 07:15:00,0,,0,0,0,0,0.9735,0.3393,18.7,0
2024-05-14 07:30:00,0,,0,0,0,0,0.9619,0.3087,19.2,0
2024-05-14 07:45:00,1,,0,0,0,0,0.9484,0.2789,19.0,0
2024-05-14 08:00:00,2,,0,0,0,0,0.933,0.25,19.7,0
2024-05-14 08:15:00,12,,0,0,0,0,0.9157,0.2222,19.6,0
2024-05-14 08:30:00,28,361.001,132,1,1,0,0.8967,0.1956,20.3,0
2024-05-14 08:45:00,32,361.001,132,1,1,0,0.8759,0.1703,20.5,0
2024-05-14 09:00:00,33,361.001,132,1,1,0,0.8536,0.1464,20.7,0
2024-05-14 09:15:00,34,361.001,132,1,1,0,0.8297,0.1241,21.0,0
2024-05-14 09:30:00,34,361.001,132,1,1,0,0.8044,0.1033,21.5,0
2024-05-14 09:45:00,34,361.001,132,1,1,0,0.7778,0.0843,21.8,0
2024-05-14 10:00:00,13,361.001,132,1,1,0,0.75,0.067,21.6,0
2024-05-14 10:15:00,31,340.100,194,1,0,1,0.7211,0.0516,22.1,0
2024-05-14 10:30:00,34,340.100,194,1,0,1,0.6913,0.0381,22.2,0
2024-05-14 10:45:00,35,340.100,194,1,0,1,0.6607,0.0265,22.8,0
2024-05-14 11:00:00,34,340.100,194,1,0,1,0.6294,0.017,22.5,0
2024-05-14 11:15:00,31,340.100,194,1,0,1,0.5975,0.0096,22.4,0
2024-05-14 11:30:00,31,340.100,194,1,0,1,0.5653,0.0043,22.8,0
2024-05-14 11:45:00,12,340.100,194,1,0,1,0.5327,0.0011,22.8,0
2024-05-14 12:00:00,23,259.002,223,1,0,0,0.5,0.0,22.9,0
2024-05-14 12:15:00,28,259.002,223,1,0,0,0.4673,0.0011,22.9,0
2024-05-14 12:30:00,28,259.002,223,1,0,0,0.4347,0.0043,22.4,0
2024-05-14 12:45:00,28,259.002,223,1,0,0,0.4025,0.0096,22.4,0
2024-05-14 13:00:00,25,259.002,223,1,0,0,0.3706,0.017,22.5,0
2024-05-14 13:15:00,17,259.002,223,1,0,0,0.3393,0.0265,22.7,0
2024-05-14 13:30:00,2,259.002,223,1,0,0,0.3087,0.0381,22.6,0
2024-05-14 13:45:00,8,364.000,185,1,0,0,0.2789,0.0516,22.6,0
2024-05-14 14:00:00,9,364.000,185,1,0,0,0.25,0.067,22.6,0
2024-05-14 14:15:00,9,364.000,185,1,0,0,0.2222,0.0843,22.5,0
2024-05-14 14:30:00,9,364.000,185,1,0,0,0.1956,0.1033,22.3,0
2024-05-14 14:45:00,8,364.000,185,1,0,0,0.1703,0.1241,22.4,0
2024-05-14 15:00:00,2,364.000,185,1,0,0,0.1464,0.1464,22.4,0
2024-05-14 15:15:00,5,364.000,185,1,0,0,0.1241,0.1703,22.3,0
2024-05-14 15:30:00,13,340.400,140,1,0,0,0.1033,0.1956,22.1,0
2024-05-14 15:45:00,18,340.400,140,1,0,0,0.0843,0.2222,22.2,0
2024-05-14 16:00:00,18,340.400,140,1,0,0,0.067,0.25,22.0,0
2024-05-14 16:15:00,17,340.400,140,1,0,0,0.0516,0.2789,22.0,0
2024-05-14 16:30:00,17,340.400,140,1,0,0,0.0381,0.3087,21.5,0
2024-05-14 16:45:00,17,340.400,140,1,0,0,0.0265,0.3393,21.5,0
2024-05-14 17:00:00,11,340.400,140,1,0,0,0.017,0.3706,21.3,0
2024-05-14 17:15:00,0,,0,0,0,0,0.0096,0.4025,21.1,0
2024-05-14 17:30:00,0,,0,0,0,0,0.0043,0.4347,20.6,0
2024-05-14 17:45:00,0,,0,0,0,0,0.0011,0.4673,20.5,0
2024-05-14 18:00:00,0,,0,0,0,0,0.0,0.5,20.1,0
2024-05-14 18:15:00,0,,0,0,0,0,0.0011,0.5327,19.9,0
2024-05-14 18:30:00,0,,0,0,0,0,0.0043,0.5653,19.5,0
2024-05-14 18:45:00,0,,0,0,0,0,0.0096,0.5975,19.3,0
2024-05-14 19:00:00,0,,0,0,0,0,0.017,0.6294,19.1,0
2024-05-14 19:15:00,0,,0,0,0,0,0.0265,0.6607,19.1,0
2024-05-14 19:30:00,0,,0,0,0,0,0.0381,0.6913,18.8,0
2024-05-14 19:45:00,0,,0,0,0,0,0.0516,0.7211,18.7,0
2024-05-14 20:00:00,0,,0,0,0,0,0.067,0.75,18.4,0
2024-05-14 20:15:00,0,,0,0,0,0,0.0843,0.7778,18.3,0
2024-05-14 20:30:00,0,,0,0,0,0,0.1033,0.8044,18.0,0
2024-05-14 20:45:00,0,,0,0,0,0,0.1241,0.8297,17.9,0
2024-05-14 21:00:00,0,,0,0,0,0,0.1464,0.8536,17.8,0
2024-05-14 21:15:00,0,,0,0,0,0,0.1703,0.8759,17.8,0
2024-05-14 21:30:00,0,,0,0,0,0,0.1956,0.8967,17.6,0
2024-05-14 21:45:00,0,,0,0,0,0,0.2222,0.9157,17.5,0
2024-05-14 22:00:00,0,,0,0,0,0,0.25,0.933,17.3,0
2024-05-14 22:15:00,0,,0,0,0,0,0.2789,0.9484,17.2,0
2024-05-14 22:30:00,0,,0,0,0,0,0.3087,0.9619,17.2,0
2024-05-14 22:45:00,0,,0,0,0,0,0.3393,0.9735,17.1,0
2024-05-14 23:00:00,0,,0,0,0,0,0.3706,0.983,17.0,0
2024-05-14 23:15:00,0,,0,0,0,0,0.4025,0.9904,16.8,0
2024-05-14 23:30:00,0,,0,0,0,0,0.4347,0.9957,16.9,0
2024-05-14 23:45:00,0,,0,0,0,0,0.4673,0.9989,16.9,0
2024-05-15 00:00:00,0,,0,0,0,0,0.5,1.0,17.0,0
2024-05-15 00:15:00,0,,0,0,0,0,0.5327,0.9989,16.8,0
2024-05-15 00:30:00,0,,0,0,0,0,0.5653,0.9957,16.9,0
2024-05-15 00:45:00,0,,0,0,0,0,0.5975,0.9904,16.8,0
2024-05-15 01:00:00,0,,0,0,0,0,0.6294,0.983,16.6,0
2024-05-15 01:15:00,0,,0,0,0,0,0.6607,0.9735,16.6,0
2024-05-15 01:30:00,0,,0,0,0,0,0.6913,0.9619,16.4,0
2024-05-15 01:45:00,0,,0,0,0,0,0.7211,0.9484,16.3,0
2024-05-15 02:00:00,0,,0,0,0,0,0.75,0.933,16.3,0
2024-05-15 02:15:00,0,,0,0,0,0,0.7778,0.9157,16.3,0
2024-05-15 02:30:00,0,,0,0,0,0,0.8044,0.8967,15.9,0
2024-05-15 02:45:00,0,,0,0,0,0,0.8297,0.8759,15.7,0
2024-05-15 03:00:00,0,,0,0,0,0,0.8536,0.8536,15.7,0
2024-05-15 03:15:00,0,,0,0,0,0,0.8759,0.8297,15.6,0
2024-05-15 03:30:00,0,,0,0,0,0,0.8967,0.8044,14.8,0
2024-05-15 03:45:00,0,,0,0,0,0,0.9157,0.7778,14.6,0
2024-05-15 04:00:00,0,,0,0,0,0,0.933,0.75,14.6,0
2024-05-15 04:15:00,0,,0,0,0,0,0.9484,0.7211,14.8,0
2024-05-15 04:30:00,0,,0,0,0,0,0.9619,0.6913,14.5,0
2024-05-15 04:45:00,0,,0,0,0,0,0.9735,0.6607,14.8,0
2024-05-15 05:00:00,0,,0,0,0,0,0.983,0.6294,15.5,0
2024-05-15 05:15:00,0,,0,0,0,0,0.9904,0.5975,15.9,0
2024-05-15 05:30:00,0,,0,0,0,0,0.9957,0.5653,17.4,0
2024-05-15 05:45:00,0,,0,0,0,0,0.9989,0.5327,17.8,0
2024-05-15 06:00:00,0,,0,0,0,0,1.0,0.5,18.7,0
2024-05-15 06:15:00,0,,0,0,0,0,0.9989,0.4673,19.0,0
2024-05-15 06:30:00,0,,0,0,0,0,0.9957,0.4347,19.6,0
2024-05-15 06:45:00,0,,0,0,0,0,0.9904,0.4025,19.5,0
2024-05-15 07:00:00,0,,0,0,0,0,0.983,0.3706,19.9,0
2024-05-15 07:15:00,0,,0,0,0,0,0.9735,0.3393,20.6,0
2024-05-15 07:30:00,0,,0,0,0,0,0.9619,0.3087,20.6,0
2024-05-15 07:45:00,1,,0,0,0,0,0.9484,0.2789,20.9,0
2024-05-15 08:00:00,3,,0,0,0,0,0.933,0.25,21.3,0
2024-05-15 08:15:00,10,,0,0,0,0,0.9157,0.2222,21.3,0
2024-05-15 08:30:00,15,371.000,148,1,0,1,0.8967,0.1956,21.9,0
2024-05-15 08:45:00,17,371.000,148,1,0,1,0.8759,0.1703,22.2,0
2024-05-15 09:00:00,17,371.000,148,1,0,1,0.8536,0.1464,22.5,0
2024-05-15 09:15:00,18,371.000,148,1,0,1,0.8297,0.1241,22.5,0
2024-05-15 09:30:00,18,371.000,148,1,0,1,0.8044,0.1033,22.9,0
2024-05-15 09:45:00,18,371.000,148,1,0,1,0.7778,0.0843,22.9,0
2024-05-15 10:00:00,15,371.000,148,1,0,1,0.75,0.067,23.5,0
2024-05-15 10:15:00,32,"325.004,531.170",118,1,0,0,0.7211,0.0516,23.7,0
2024-05-15 10:30:00,34,"325.004,531.170",118,1,0,0,0.6913,0.0381,23.8,0
