course_number,room,start_time,end_time,room_capacity,note
238.302,HS 19,2024-06-10 10:15:00,2024-06-10 11:45:00,152,
231.115,HS 19,2024-06-10 12:00:00,2024-06-10 13:30:00,152,
258.410,HS 18,2024-06-10 12:00:00,2024-06-10 13:30:00,164,Process Mining / Time Series Analysis
136.309,HS 18,2024-06-10 13:45:00,2024-06-10 15:15:00,164,
238.213,HS 18,2024-06-10 15:30:00,2024-06-10 17:00:00,164,
360.001,HS 18,2024-06-10 17:15:00,2024-06-10 18:45:00,164,Tutorium
366.560,HS 19,2024-06-11 08:30:00,2024-06-11 10:00:00,152,
361.001,HS 18,2024-06-11 08:30:00,2024-06-11 10:00:00,164,
340.100,HS 18,2024-06-11 10:15:00,2024-06-11 11:45:00,164,
360.001,HS 19,2024-06-11 10:15:00,2024-06-11 11:45:00,152,
382.037,HS 19,2024-06-11 12:00:00,2024-06-11 15:15:00,152,
364.000,HS 18,2024-06-11 13:45:00,2024-06-11 15:15:00,164,Curves and Surfaces
229.054,HS 19,2024-06-11 15:30:00,2024-06-11 18:00:00,152,
340.400,HS 18,2024-06-11 15:30:00,2024-06-11 17:00:00,164,
371.000,HS 18,2024-06-12 08:30:00,2024-06-12 10:00:00,164,
250.900,HS 19,2024-06-12 08:30:00,2024-06-12 10:00:00,152,Schlussklausur
327.029,HS 19,2024-06-12 10:15:00,2024-06-12 11:45:00,152,
531.170,HS 18,2024-06-12 10:15:00,2024-06-12 11:45:00,164,
325.004,HS 18,2024-06-12 10:15:00,2024-06-12 11:45:00,164,
258.300,HS 18,2024-06-12 12:00:00,2024-06-12 13:30:00,164,BI: Data Warehousing
365.232,HS 19,2024-06-12 14:30:00,2024-06-12 15:15:00,152,
256.600,HS 18,2024-06-12 17:15:00,2024-06-12 18:45:00,164,"Vertiefungsthema ""IT und Sustainibility"""
358.001,HS 19,2024-06-13 08:30:00,2024-06-13 10:00:00,152,
371.000,HS 18,2024-06-13 08:30:00,2024-06-13 10:00:00,164,
531.120,HS 18,2024-06-13 10:15:00,2024-06-13 11:45:00,164,
327.029,HS 19,2024-06-13 10:15:00,2024-06-13 11:45:00,152,
531.120,HS 18,2024-06-13 12:00:00,2024-06-13 13:30:00,164,Tutorium / Fragestunde
531.241,HS 19,2024-06-13 13:45:00,2024-06-13 14:30:00,152,
531.242,HS 19,2024-06-13 13:45:00,2024-06-13 14:30:00,152,
531.240,HS 19,2024-06-13 13:45:00,2024-06-13 14:30:00,152,
531.240,HS 19,2024-06-13 14:30:00,2024-06-13 15:15:00,152,
339.170,HS 19,2024-06-13 15:30:00,2024-06-13 17:00:00,152,
343.355,HS 18,2024-06-14 10:15:00,2024-06-14 11:45:00,164,
362.064,HS 19,2024-06-14 10:15:00,2024-06-14 11:45:00,152,Tutorium 2. TK
362.073,HS 19,2024-06-14 10:15:00,2024-06-14 11:45:00,152,Tutorium 2. TK
362.068,HS 19,2024-06-14 10:15:00,2024-06-14 11:45:00,152,Tutorium 2. TK
362.066,HS 19,2024-06-14 10:15:00,2024-06-14 11:45:00,152,Tutorium 2. TK
362.065,HS 19,2024-06-14 10:15:00,2024-06-14 11:45:00,152,Tutorium 2. TK
266.002,HS 19,2024-06-17 10:15:00,2024-06-17 11:45:00,152,De-brief: Hackathon
258.410,HS 18,2024-06-17 12:00:00,2024-06-17 13:30:00,164,Q & A / Exam Preparation
231.115,HS 19,2024-06-17 12:00:00,2024-06-17 13:30:00,152,
136.309,HS 18,2024-06-17 13:45:00,2024-06-17 15:15:00,164,
231.010,HS 19,2024-06-17 15:30:00,2024-06-17 17:00:00,152,
238.213,HS 18,2024-06-17 15:30:00,2024-06-17 17:00:00,164,
360.001,HS 18,2024-06-17 17:15:00,2024-06-17 18:45:00,164,Tutorium
366.560,HS 19,2024-06-18 08:30:00,2024-06-18 10:00:00,152,
361.001,HS 18,2024-06-18 08:30:00,2024-06-18 10:00:00,164,
340.100,HS 18,2024-06-18 10:15:00,2024-06-18 11:45:00,164,
360.001,HS 19,2024-06-18 10:15:00,2024-06-18 11:45:00,152,
382.037,HS 19,2024-06-18 12:00:00,2024-06-18 15:15:00,152,
259.002,HS 18,2024-06-18 12:00:00,2024-06-18 13:30:00,164,"Präsenztermin, Video Einheit: Einführung in Java"
364.000,HS 18,2024-06-18 13:45:00,2024-06-18 15:15:00,164,Basics of Animation
340.400,HS 18,2024-06-18 15:30:00,2024-06-18 17:00:00,164,
229.054,HS 19,2024-06-18 15:30:00,2024-06-18 18:00:00,152,
371.000,HS 18,2024-06-19 08:30:00,2024-06-19 10:00:00,164,
239.010,HS 19,2024-06-19 08:30:00,2024-06-19 10:00:00,152,Klausur
531.170,HS 18,2024-06-19 10:15:00,2024-06-19 11:45:00,164,
325.004,HS 18,2024-06-19 10:15:00,2024-06-19 11:45:00,164,
327.029,HS 19,2024-06-19 10:15:00,2024-06-19 11:45:00,152,
259.022,HS 19,2024-06-19 12:00:00,2024-06-19 14:30:00,152,Exercise Part 2: Discussion
258.300,HS 18,2024-06-19 12:00:00,2024-06-19 13:30:00,164,BI: Data Mining
365.232,HS 19,2024-06-19 14:30:00,2024-06-19 15:15:00,152,
256.600,HS 18,2024-06-19 17:15:00,2024-06-19 18:45:00,164,"Optional: Online per Zoom (siehe Mail), kein neuer Stoff, Möglichkeit für Fragen zum Stoff"
358.001,HS 19,2024-06-20 08:30:00,2024-06-20 10:00:00,152,
371.000,HS 18,2024-06-20 08:30:00,2024-06-20 10:00:00,164,
531.120,HS 18,2024-06-20 10:15:00,2024-06-20 11:45:00,164,
327.029,HS 19,2024-06-20 10:15:00,2024-06-20 11:45:00,152,
531.120,HS 18,2024-06-20 12:00:00,2024-06-20 13:30:00,164,Tutorium / Fragestunde
531.241,HS 19,2024-06-20 13:45:00,2024-06-20 14:30:00,152,
531.242,HS 19,2024-06-20 13:45:00,2024-06-20 14:30:00,152,
531.240,HS 19,2024-06-20 13:45:00,2024-06-20 14:30:00,152,
531.240,HS 19,2024-06-20 14:30:00,2024-06-20 15:15:00,152,
339.170,HS 19,2024-06-20 15:30:00,2024-06-20 17:00:00,152,
368.190,HS 19,2024-06-24 08:30:00,2024-06-24 10:00:00,152,
531.120,HS 19,2024-06-24 10:15:00,2024-06-24 11:45:00,152,
231.115,HS 19,2024-06-24 12:00:00,2024-06-24 13:30:00,152,
136.309,HS 18,2024-06-24 13:45:00,2024-06-24 15:15:00,164,Klausur
360.001,HS 18,2024-06-24 17:15:00,2024-06-24 18:45:00,164,Tutorium
361.001,HS 18,2024-06-25 08:30:00,2024-06-25 10:00:00,164,
366.560,HS 19,2024-06-25 08:30:00,2024-06-25 10:00:00,152,
256.300,HS 18,2024-06-25 12:00:00,2024-06-25 13:30:00,164,"Klausur - Teil 2, Anmeldung geöffnet - bitte 15 Min. vor Klausurbeginn in den Hörsaal kommen!"
382.037,HS 19,2024-06-25 12:00:00,2024-06-25 15:15:00,152,
364.000,HS 18,2024-06-25 13:45:00,2024-06-25 15:15:00,164,Final Exam
229.054,HS 19,2024-06-25 15:30:00,2024-06-25 18:00:00,152,
239.527,HS 18,2024-06-25 15:30:00,2024-06-25 17:00:00,164,Final Exam
233.KS2,HS 18,2024-06-25 17:15:00,2024-06-25 18:45:00,164,2. Teilklausur
340.100,HS 19,2024-06-26 08:30:00,2024-06-26 10:00:00,152,Exam (I-Z)
371.000,HS 18,2024-06-26 08:30:00,2024-06-26 10:00:00,164,
364.046,HS 18,2024-06-26 10:15:00,2024-06-26 11:45:00,164,Exam
327.029,HS 19,2024-06-26 10:15:00,2024-06-26 11:45:00,152,
258.300,HS 18,2024-06-26 12:00:00,2024-06-26 13:30:00,164,(Reservetermin)
245.311,HS 18,2024-06-26 13:45:00,2024-06-26 15:15:00,164,Final Exam
245.312,HS 18,2024-06-26 15:30:00,2024-06-26 17:00:00,164,Final Exam
358.001,HS 19,2024-06-27 08:30:00,2024-06-27 10:00:00,152,
371.000,HS 18,2024-06-27 08:30:00,2024-06-27 10:00:00,164,
327.029,HS 19,2024-06-27 10:15:00,2024-06-27 11:45:00,152,
531.120,HS 18,2024-06-27 12:00:00,2024-06-27 13:30:00,164,Tutorium / Fragestunde
531.241,HS 19,2024-06-27 13:45:00,2024-06-27 14:30:00,152,2. Test
531.240,HS 19,2024-06-27 13:45:00,2024-06-27 14:30:00,152,2. Test
531.208,HS 18,2024-06-27 13:45:00,2024-06-27 15:15:00,164,
531.242,HS 19,2024-06-27 13:45:00,2024-06-27 14:30:00,152,2. Test
339.170,HS 19,2024-06-27 15:30:00,2024-06-27 17:00:00,152,Klausur M-Z
339.170,HS 18,2024-06-27 15:30:00,2024-06-27 17:00:00,164,Klausur A-L
366.594,HS 18,2024-06-27 17:15:00,2024-06-27 18:45:00,164,Distance Exercise Exam - check seating plan in Moodle
190.300,HS 19,2024-06-27 17:15:00,2024-06-27 19:45:00,152,Fragestunde online
239.706,HS 19,2024-06-28 08:30:00,2024-06-28 10:00:00,152,Klausur
357.128,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.126,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.125,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.124,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.123,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.122,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
357.121,HS 18,2024-06-28 12:00:00,2024-06-28 14:30:00,164,2. Übungstest
