time,station,bewd_i,bewd_i_flag,bewd_ii,bewd_ii_flag,bewd_iii,bewd_iii_flag,bewm_i,bewm_i_flag,bewm_ii,bewm_ii_flag,bewm_iii,bewm_iii_flag,bewm_mittel,bewm_mittel_flag,bft6,bft6_flag,bft8,bft8_flag,cglo_j,cglo_j_flag,dampf_i,dampf_i_flag,dampf_ii,dampf_ii_flag,dampf_iii,dampf_iii_flag,dampf_mittel,dampf_mittel_flag,dd32_i,dd32_i_flag,dd32_ii,dd32_ii_flag,dd32_iii,dd32_iii_flag,erdb_i,erdb_i_flag,erdb_ii,erdb_ii_flag,erdb_iii,erdb_iii_flag,ffx,ffx_flag,gew,gew_flag,glatt,glatt_flag,nebel,nebel_flag,p_i,p_i_flag,p_ii,p_ii_flag,p_iii,p_iii_flag,p_mittel,p_mittel_flag,raureif,raureif_flag,reif,reif_flag,rfb_i,rfb_i_flag,rfb_ii,rfb_ii_flag,rfb_iii,rfb_iii_flag,rfb_mittel,rfb_mittel_flag,rf_i,rf_i_flag,rf_ii,rf_ii_flag,rf_iii,rf_iii_flag,rf_mittel,rf_mittel_flag,rr,rra_manu,rra_manu_flag,rra_manu_i,rra_manu_i_flag,rra_manu_iii,rra_manu_iii_flag,rr_flag,rr_i,rr_i_flag,rr_iii,rr_iii_flag,sh,sha_manu,sha_manu_flag,sh_flag,sh_manu,sh_manu_flag,shneu_manu,shneu_manu_flag,sicht_i,sicht_i_flag,sicht_ii,sicht_ii_flag,sicht_iii,sicht_iii_flag,so_h,so_h_flag,tau,tau_flag,tl_i,tl_i_flag,tl_ii,tl_ii_flag,tl_iii,tl_iii_flag,tlmax,tlmax_flag,tlmin,tlmin_flag,tl_mittel,tl_mittel_flag,tsmin,tsmin_flag,vvbft_i,vvbft_i_flag,vvbft_ii,vvbft_ii_flag,vvbft_iii,vvbft_iii_flag,vv_mittel,vv_mittel_flag,zeitx,zeitx_flag,substation
2024-05-23T00:00+00:00,56,0,20,1,20,2,20,3,20,2,20,9,20,47,20,0,20,0,20,2598,20,13.7,20,9.9,20,12.2,20,11.9,20,20,20,20,20,8,20,1,20,1,20,1,20,7.5,20,0,20,,20,,20,985.8,20,983.4,20,983.1,20,984.1,20,,20,,20,,20,,20,,20,,20,84,20,36,20,48,20,56,20,2.3,1,20,1,20,0,20,20,0,20,-1,20,,0,20,20,-1,20,-1,20,50000,20,40000,20,20000,20,9.5,20,,20,14.3,20,22.6,20,21.4,20,24.2,20,12,20,18.1,20,10.2,20,1,20,1,20,2,20,1.5,20,1819,20,3202
2024-05-24T00:00+00:00,56,1,20,1,20,1,20,10,20,3,20,9,20,73,20,0,20,0,20,2172,20,13.5,20,12.2,20,13.6,20,13.1,20,20,20,20,20,20,20,1,20,1,20,1,20,5.6,20,0,20,,20,,20,987.6,20,986,20,985.8,20,986.5,20,,20,,20,,20,,20,,20,,20,87,20,50,20,64,20,67,20,-1,0,20,1,20,0,20,20,2.3,20,-1,20,,0,20,20,-1,20,-1,20,20000,20,40000,20,40000,20,6.2,20,,20,13.5,20,20.7,20,18.5,20,21.8,20,12.9,20,17.4,20,13,20,1,20,1,20,2,20,1.5,20,1437,20,3202
2024-05-25T00:00+00:00,56,1,20,2,20,0,20,9,20,6,20,10,20,83,20,0,20,0,20,1760,20,12.9,20,13.5,20,15.9,20,14.1,20,24,20,24,20,20,20,1,20,1,20,1,20,5.7,20,0,20,,20,,20,987.6,20,986,20,986.4,20,986.7,20,,20,,20,,20,,20,,20,,20,80,20,59,20,77,20,72,20,0.9,1,20,0,20,1,20,20,-1,20,0.2,20,,0,20,20,-1,20,-1,20,40000,20,40000,20,5000,20,4.1,20,,20,14.1,20,19.7,20,18,20,21.9,20,12.8,20,17.4,20,11.2,20,1,20,1,20,1,20,1,20,1932,20,3202
2024-05-26T00:00+00:00,56,2,20,1,20,1,20,10,20,3,20,2,20,50,20,0,20,0,20,1600,20,14,20,14.5,20,14.2,20,14.2,20,16,20,16,20,4,20,1,20,1,20,1,20,6.3,20,0,20,,20,,20,989,20,988.7,20,987.5,20,988.4,20,,20,,20,,20,,20,,20,,20,89,20,66,20,61,20,72,20,0.5,1,20,1,20,1,20,20,0.7,20,0.5,20,,0,20,20,-1,20,-1,20,600,20,40000,20,50000,20,5.7,20,,20,13.7,20,19,20,19.9,20,21,20,13.4,20,17.2,20,12,20,1,20,1,20,1,20,1,20,1433,20,3202
2024-05-27T00:00+00:00,56,,20,1,20,2,20,0,20,4,20,9,20,43,20,0,20,0,20,2331,20,14.7,20,11.3,20,12.3,20,12.8,20,8,20,24,20,8,20,1,20,1,20,1,20,5.4,20,0,20,,20,1,20,988.7,20,986,20,983.4,20,986,20,,20,,20,,20,,20,,20,,20,77,20,37,20,41,20,52,20,0.6,1,20,0,20,0,20,20,-1,20,-1,20,,0,20,20,-1,20,-1,20,30000,20,40000,20,40000,20,13.1,20,,20,16.8,20,24.4,20,24.1,20,25.8,20,12.5,20,19.2,20,10.1,20,1,20,1,20,1,20,1,20,1716,20,3202
2024-05-28T00:00+00:00,56,2,20,2,20,2,20,10,20,10,20,10,20,100,20,0,20,0,20,772,20,15.7,20,13.6,20,13.5,20,14.3,20,20,20,20,20,20,20,2,20,2,20,2,20,8.6,20,0,20,,20,,20,986.5,20,989.2,20,989.2,20,988.3,20,,20,,20,,20,,20,,20,,20,89,20,79,20,82,20,83,20,2.4,1,20,1,20,1,20,20,0.6,20,2.4,20,,0,20,20,-1,20,-1,20,2000,20,5000,20,10000,20,0,20,,20,15.5,20,15.2,20,14.4,20,24.1,20,13.8,20,19,20,13.4,20,1,20,2,20,1,20,1.5,20,1040,20,3202
2024-05-29T00:00+00:00,56,2,20,0,20,0,20,10,20,3,20,2,20,50,20,0,20,0,20,2269,20,12.2,20,8.3,20,12,20,10.8,20,0,20,28,20,24,20,1,20,1,20,1,20,5.2,20,0,20,,20,1,20,987.9,20,983.5,20,980.9,20,984.1,20,,20,,20,,20,,20,,20,,20,85,20,34,20,52,20,57,20,0.1,1,20,0,20,0,20,20,-1,20,-1,20,,0,20,20,-1,20,-1,20,900,20,30000,20,30000,20,9.6,20,,20,12.4,20,20.6,20,19.8,20,21.6,20,10.7,20,16.2,20,8.9,20,0,20,1,20,1,20,0.6,20,1351,20,3202
2024-05-30T00:00+00:00,56,1,20,1,20,1,20,10,20,10,20,10,20,100,20,0,20,0,20,1672,20,12.3,20,14.1,20,13.8,20,13.4,20,32,20,16,20,12,20,1,20,1,20,1,20,8.3,20,0,20,,20,,20,977.3,20,975.7,20,974.9,20,976,20,,20,,20,,20,,20,,20,,20,70,20,66,20,63,20,66,20,0.5,1,20,1,20,1,20,20,0.1,20,0.5,20,,0,20,20,-1,20,-1,20,20000,20,30000,20,30000,20,4.4,20,,20,15.5,20,18.5,20,18.9,20,20.2,20,14,20,17.1,20,11.8,20,1,20,1,20,1,20,1,20,948,20,3202
2024-05-31T00:00+00:00,56,1,20,2,20,2,20,10,20,10,20,10,20,100,20,0,20,0,20,644,20,14,20,15,20,13,20,14,20,20,20,24,20,20,20,2,20,2,20,2,20,7.6,20,0,20,,20,,20,975.9,20,975.1,20,976.3,20,975.8,20,,20,,20,,20,,20,,20,,20,82,20,82,20,84,20,83,20,15.4,1,20,0,20,1,20,20,-1,20,1.3,20,,0,20,20,-1,20,-1,20,30000,20,10000,20,10000,20,0,20,,20,15,20,16.1,20,13.5,20,18.9,20,12.7,20,15.8,20,10.7,20,1,20,1,20,2,20,1.5,20,1534,20,3202
2024-06-01T00:00+00:00,56,2,10,2,10,2,10,10,10,10,10,10,10,100,10,0,10,0,10,601,10,12.8,10,14,10,13.8,10,13.5,10,0,10,20,10,20,10,2,10,2,10,2,10,7.5,10,0,10,,10,1,10,977.9,10,980.3,10,981.8,10,980,10,,10,,10,,10,,10,,10,,10,88,10,93,10,93,10,91,10,17.8,1,10,1,10,1,10,10,14.1,10,9,10,,0,10,10,-1,10,-1,10,5000,10,900,10,500,10,0,10,,10,12.5,10,13.1,10,12.9,10,13.5,10,11.3,10,12.4,10,11.2,10,0,10,1,10,1,10,0.6,10,2304,10,3202
2024-06-02T00:00+00:00,56,2,10,2,10,1,10,10,10,7,10,9,10,87,10,0,10,0,10,1369,10,14,10,15.6,10,16.6,10,15.4,10,20,10,28,10,20,10,2,10,1,10,1,10,9,10,0,10,,10,,10,985.7,10,985.8,10,985.1,10,985.5,10,,10,,10,,10,,10,,10,,10,89,10,76,10,76,10,80,10,8.8,1,10,1,10,1,10,10,8.8,10,2.3,10,,0,10,10,-1,10,-1,10,10000,10,20000,10,20000,10,4.8,10,,10,13.7,10,17.9,10,18.9,10,20.4,10,12.7,10,16.6,10,12.7,10,1,10,2,10,1,10,1.5,10,354,10,3202
2024-06-03T00:00+00:00,56,2,10,2,10,2,10,10,10,10,10,10,10,100,10,0,10,0,10,735,10,16.9,10,18.2,10,16.3,10,17.1,10,32,10,24,10,20,10,1,10,2,10,2,10,7.7,10,1,10,,10,,10,983.8,10,982.9,10,983.4,10,983.4,10,,10,,10,,10,,10,,10,,10,88,10,88,10,93,10,90,10,23.6,1,10,1,10,1,10,10,6.5,10,19.9,10,,0,10,10,-1,10,-1,10,20000,10,5000,10,5000,10,0,10,,10,16.9,10,18,10,15.4,10,20.3,10,14.6,10,17.5,10,12.5,10,1,10,1,10,1,10,1,10,1515,10,3202
2024-06-04T00:00+00:00,56,2,10,1,10,,10,10,10,4,10,0,10,47,10,0,10,0,10,1486,10,14.9,10,13.3,10,14.6,10,14.3,10,28,10,32,10,20,10,2,10,1,10,1,10,5.2,10,0,10,,10,,10,985.6,10,984,10,982.2,10,983.9,10,,10,,10,,10,,10,,10,,10,94,10,60,10,66,10,73,10,0.2,1,10,1,10,1,10,10,3.7,10,0.2,10,,0,10,10,-1,10,-1,10,5000,10,30000,10,30000,10,4.7,10,,10,13.9,10,19.1,10,19.1,10,20.7,10,13.5,10,17.1,10,14.2,10,1,10,1,10,1,10,1,10,501,10,3202
2024-06-05T00:00+00:00,56,,10,1,10,0,10,0,10,3,10,5,10,27,10,0,10,0,10,2645,10,13.9,10,14.4,10,15,10,14.4,10,0,10,24,10,20,10,1,10,1,10,1,10,6.7,10,0,10,,10,,10,984.1,10,983.1,10,982.5,10,983.2,10,,10,,10,,10,,10,,10,,10,81,10,46,10,54,10,60,10,0,1,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,30000,10,30000,10,11.3,10,,10,15.1,10,24.8,10,22.8,10,25.7,10,11,10,18.4,10,9,10,0,10,1,10,1,10,0.6,10,1511,10,3202
2024-06-06T00:00+00:00,56,0,10,1,10,1,10,4,10,3,10,5,10,40,10,0,10,0,10,2671,10,17.6,10,15.2,10,15.6,10,16.1,10,32,10,4,10,24,10,1,10,1,10,1,10,12.9,10,0,10,,10,,10,986.9,10,984.6,10,984.4,10,985.3,10,,10,,10,,10,,10,,10,,10,77,10,43,10,53,10,58,10,5.9,1,10,1,10,0,10,10,0,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,30000,10,20000,10,11.1,10,,10,19.6,10,26.9,10,23.8,10,27.4,10,17,10,22.2,10,15.5,10,1,10,1,10,1,10,1,10,1524,10,3202
2024-06-07T00:00+00:00,56,0,10,1,10,1,10,3,10,2,10,3,10,27,10,0,10,0,10,2189,10,18.1,10,16.7,10,17.6,10,17.5,10,20,10,24,10,24,10,1,10,1,10,1,10,8.1,10,0,10,,10,,10,987,10,986.2,10,984.7,10,986,10,,10,,10,,10,,10,,10,,10,86,10,53,10,62,10,67,10,-1,0,10,1,10,0,10,10,5.9,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,30000,10,40000,10,8.9,10,,10,18.3,10,24.9,10,23.2,10,25.6,10,15.9,10,20.8,10,13.8,10,1,10,1,10,1,10,1,10,1327,10,3202
2024-06-08T00:00+00:00,56,,10,1,10,2,10,0,10,3,10,10,10,43,10,0,10,0,10,2604,10,16.6,10,15.9,10,19.1,10,17.2,10,32,10,20,10,32,10,1,10,1,10,1,10,9.3,10,1,10,,10,,10,984.9,10,980.5,10,976.8,10,980.7,10,,10,,10,,10,,10,,10,,10,75,10,43,10,60,10,59,10,10.5,1,10,0,10,1,10,10,-1,10,0,10,,0,10,10,-1,10,-1,10,20000,10,20000,10,2000,10,10.5,10,,10,19.1,10,27.6,10,25.1,10,28.8,10,15.2,10,22,10,13.2,10,1,10,1,10,1,10,1,10,1930,10,3202
2024-06-09T00:00+00:00,56,2,10,2,10,2,10,10,10,10,10,10,10,100,10,0,10,0,10,1603,10,18.8,10,17.4,10,18.6,10,18.3,10,20,10,32,10,20,10,2,10,1,10,1,10,5.8,10,0,10,,10,,10,979.2,10,977,10,975.8,10,977.3,10,,10,,10,,10,,10,,10,,10,89,10,63,10,72,10,75,10,8.6,1,10,1,10,1,10,10,10.5,10,0.2,10,,0,10,10,-1,10,-1,10,10000,10,20000,10,2000,10,3.4,10,,10,18.4,10,22.7,10,21.6,10,25.1,10,17.2,10,21.2,10,17.2,10,1,10,1,10,1,10,1,10,1903,10,3202
2024-06-10T00:00+00:00,56,2,10,2,10,2,10,10,10,10,10,10,10,100,10,0,10,0,10,1257,10,18.6,10,16.8,10,15.9,10,17.1,10,20,10,24,10,16,10,2,10,1,10,1,10,6.6,10,0,10,,10,,10,974.6,10,976.5,10,976.7,10,975.9,10,,10,,10,,10,,10,,10,,10,93,10,80,10,73,10,82,10,2.4,1,10,1,10,1,10,10,8.4,10,2.4,10,,0,10,10,-1,10,-1,10,10000,10,20000,10,20000,10,2.5,10,,10,17.5,10,18.3,10,18.9,10,21.6,10,16.5,10,19.1,10,16.5,10,1,10,2,10,2,10,2.1,10,1406,10,3202
2024-06-11T00:00+00:00,56,2,10,2,10,2,10,10,10,10,10,10,10,100,10,0,10,0,10,1044,10,13.2,10,10.1,10,10.6,10,11.3,10,20,10,20,10,20,10,1,10,1,10,1,10,9.1,10,0,10,,10,,10,981,10,984.7,10,985.2,10,983.6,10,,10,,10,,10,,10,,10,,10,75,10,60,10,67,10,67,10,2,1,10,0,10,1,10,10,-1,10,0,10,,0,10,10,-1,10,-1,10,20000,10,20000,10,40000,10,0,10,,10,15.5,10,14.8,10,13.8,10,19,10,13.7,10,16.4,10,13.1,10,1,10,2,10,1,10,1.5,10,801,10,3202
2024-06-12T00:00+00:00,56,2,10,1,10,0,10,10,10,4,10,3,10,57,10,0,10,0,10,1906,10,11.1,10,10.5,10,9.9,10,10.5,10,24,10,20,10,20,10,1,10,1,10,1,10,6,10,0,10,,10,,10,988.5,10,987.3,10,985.9,10,987.2,10,,10,,10,,10,,10,,10,,10,88,10,58,10,51,10,66,10,0.9,1,10,1,10,1,10,10,2,10,0.5,10,,0,10,10,-1,10,-1,10,20000,10,40000,10,40000,10,4.7,10,,10,10.4,10,15.9,10,17.1,10,18.1,10,10.3,10,14.2,10,10.6,10,1,10,1,10,1,10,1,10,1701,10,3202
2024-06-13T00:00+00:00,56,1,10,1,10,,10,10,10,3,10,0,10,43,10,0,10,0,10,1887,10,12.4,10,10.9,10,11.6,10,11.6,10,20,10,32,10,20,10,1,10,1,10,1,10,11,10,0,10,,10,,10,986.8,10,986,10,985.7,10,986.2,10,,10,,10,,10,,10,,10,,10,87,10,54,10,61,10,67,10,0.1,1,10,1,10,1,10,10,0.4,10,0.1,10,,0,10,10,-1,10,-1,10,20000,10,40000,10,50000,10,6.1,10,,10,12.3,10,17.7,10,16.7,10,20.1,10,11.6,10,15.9,10,9.7,10,1,10,2,10,2,10,2.1,10,1743,10,3202
2024-06-14T00:00+00:00,56,0,10,2,10,0,10,8,10,10,10,1,10,63,10,0,10,0,10,1699,10,10.9,10,11.1,10,11.8,10,11.3,10,4,10,20,10,0,10,1,10,0,10,0,10,5.3,10,0,10,,10,,10,984.4,10,983.8,10,982.7,10,983.6,10,,10,,10,,10,,10,,10,,10,66,10,46,10,54,10,55,10,-1,0,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,20000,10,40000,10,50000,10,4,10,,10,14.5,10,20.5,10,18.9,10,21.2,10,9.6,10,15.4,10,8,10,1,10,1,10,0,10,0.6,10,851,10,3202
2024-06-15T00:00+00:00,56,,10,1,10,2,10,0,10,8,10,10,10,60,10,0,10,0,10,2419,10,12.2,10,13.2,10,14.8,10,13.4,10,8,10,24,10,32,10,0,10,0,10,0,10,11,10,0,10,,10,,10,976.4,10,979.8,10,980.1,10,978.8,10,,10,,10,,10,,10,,10,,10,54,10,47,10,69,10,57,10,2.4,1,10,0,10,1,10,10,-1,10,0,10,,0,10,10,-1,10,-1,10,20000,10,30000,10,30000,10,9.9,10,,10,19.5,10,23,10,18.6,10,24,10,12.9,10,18.5,10,10.7,10,1,10,2,10,1,10,1.5,10,1049,10,3202
2024-06-16T00:00+00:00,56,2,10,0,10,,10,10,10,2,10,0,10,40,10,0,10,0,10,1684,10,15.5,10,15.6,10,14.7,10,15.3,10,0,10,24,10,4,10,1,10,1,10,1,10,6.4,10,0,10,,10,,10,982.4,10,981.4,10,980.7,10,981.5,10,,10,,10,,10,,10,,10,,10,90,10,61,10,58,10,70,10,1.6,1,10,1,10,1,10,10,2.4,10,1.6,10,,0,10,10,-1,10,-1,10,10000,10,40000,10,40000,10,5.4,10,,10,15.2,10,21.4,10,21.3,10,23.1,10,14.4,10,18.8,10,14.2,10,0,10,1,10,1,10,0.6,10,1546,10,3202
2024-06-17T00:00+00:00,56,0,10,0,10,0,10,1,10,1,10,2,10,13,10,0,10,0,10,2723,10,15.4,10,15.6,10,16.8,10,15.9,10,32,10,28,10,28,10,1,10,1,10,1,10,6.6,10,0,10,,10,,10,985.2,10,983.4,10,983.1,10,983.9,10,,10,,10,,10,,10,,10,,10,76,10,42,10,55,10,58,10,0.6,1,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,40000,10,40000,10,12.7,10,,10,17.7,10,27.7,10,24.4,10,28.3,10,13.1,10,20.7,10,11.2,10,1,10,1,10,1,10,1,10,2352,10,3202
2024-06-18T00:00+00:00,56,,10,,10,,10,0,10,0,10,0,10,0,10,0,10,0,10,2860,10,18.6,10,12.8,10,19.2,10,16.9,10,0,10,4,10,8,10,1,10,1,10,1,10,7,10,0,10,,10,,10,986.5,10,983.4,10,981.1,10,983.7,10,,10,,10,,10,,10,,10,,10,76,10,30,10,46,10,51,10,-1,0,10,1,10,0,10,10,0.6,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,40000,10,40000,10,13.7,10,,10,20.7,10,30.1,10,29.7,10,31.8,10,17.5,10,24.7,10,15.3,10,0,10,2,10,2,10,1.5,10,6,10,3202
2024-06-19T00:00+00:00,56,,10,,10,,10,0,10,0,10,0,10,0,10,0,10,0,10,2730,10,20.4,10,18.9,10,21.2,10,20.2,10,0,10,24,10,20,10,1,10,0,10,0,10,7.2,10,0,10,,10,,10,982.5,10,982,10,983,10,982.5,10,,10,,10,,10,,10,,10,,10,74,10,42,10,55,10,57,10,-1,0,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,40000,10,40000,10,13.5,10,,10,22.7,10,31,10,28.3,10,31.8,10,18.9,10,25.4,10,16.9,10,0,10,1,10,1,10,0.6,10,2257,10,3202
2024-06-20T00:00+00:00,56,0,10,0,10,0,10,10,10,5,10,6,10,70,10,0,10,0,10,1931,10,16.2,10,18.6,10,19.5,10,18.1,10,4,10,8,10,16,10,0,10,0,10,0,10,7.7,10,0,10,,10,,10,990.1,10,988,10,987,10,988.4,10,,10,,10,,10,,10,,10,,10,69,10,58,10,65,10,64,10,0,1,10,0,10,1,10,10,-1,10,0,10,,0,10,10,-1,10,-1,10,10000,10,30000,10,30000,10,5.9,10,,10,20.1,10,25.2,10,24.1,10,28.4,10,19.7,10,24.1,10,17.5,10,2,10,2,10,1,10,2.1,10,441,10,3202
2024-06-21T00:00+00:00,56,0,10,1,10,2,10,4,10,2,10,10,10,53,10,0,10,0,10,1852,10,18.2,10,22.7,10,22.2,10,21,10,12,10,20,10,28,10,0,10,0,10,0,10,13.8,10,0,10,,10,,10,985.4,10,982.7,10,981.3,10,983.1,10,,10,,10,,10,,10,,10,,10,72,10,58,10,73,10,68,10,7.8,1,10,0,10,1,10,10,-1,10,0,10,,0,10,10,-1,10,-1,10,30000,10,40000,10,20000,10,5.5,10,,10,21.3,10,28.6,10,24.3,10,29.4,10,18.7,10,24.1,10,16.6,10,1,10,2,10,1,10,1.5,10,2355,10,3202
2024-06-22T00:00+00:00,56,0,10,0,10,1,10,1,10,3,10,8,10,40,10,0,10,0,10,2498,10,16.8,10,11.9,10,14.1,10,14.3,10,20,10,24,10,20,10,1,10,0,10,0,10,13.4,10,0,10,,10,,10,985.2,10,983.4,10,981.6,10,983.4,10,,10,,10,,10,,10,,10,,10,88,10,41,10,53,10,61,10,0.1,1,10,1,10,0,10,10,7.8,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,40000,10,40000,10,8.1,10,,10,16.8,10,23.5,10,22.1,10,24.6,10,15.2,10,19.9,10,15.2,10,1,10,1,10,1,10,1,10,24,10,3202
2024-06-23T00:00+00:00,56,1,10,1,10,1,10,8,10,8,10,5,10,70,10,0,10,0,10,1925,10,14.8,10,15.9,10,17.7,10,16.1,10,20,10,24,10,24,10,0,10,0,10,0,10,7.7,10,0,10,,10,,10,986.9,10,986.2,10,985.9,10,986.3,10,,10,,10,,10,,10,,10,,10,77,10,56,10,66,10,66,10,-1,0,10,1,10,0,10,10,0.1,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,40000,10,40000,10,3.3,10,,10,16.9,10,23.2,10,22.2,10,23.9,10,16.2,10,20.1,10,16,10,1,10,1,10,1,10,1,10,225,10,3202
2024-06-24T00:00+00:00,56,1,10,2,10,1,10,1,10,5,10,3,10,30,10,0,10,0,10,2568,10,14.1,10,16.4,10,15,10,15.2,10,4,10,8,10,4,10,0,10,0,10,0,10,7.1,10,0,10,,10,,10,988.4,10,986.4,10,985.4,10,986.7,10,,10,,10,,10,,10,,10,,10,58,10,49,10,47,10,51,10,-1,0,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,40000,10,40000,10,12.5,10,,10,20.6,10,25.9,10,25.1,10,27.1,10,17.1,10,22.1,10,14.4,10,2,10,1,10,2,10,2.1,10,1751,10,3202
2024-06-25T00:00+00:00,56,,10,0,10,0,10,0,10,2,10,1,10,10,10,0,10,0,10,2821,10,13.5,10,17.4,10,18.1,10,16.3,10,4,10,8,10,8,10,0,10,0,10,0,10,9.3,10,0,10,,10,,10,984.4,10,982.2,10,980.7,10,982.4,10,,10,,10,,10,,10,,10,,10,57,10,46,10,49,10,51,10,-1,0,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,40000,10,40000,10,14.1,10,,10,20.2,10,28,10,27.6,10,29.2,10,17,10,23.1,10,14.1,10,2,10,2,10,2,10,2.6,10,2232,10,3202
2024-06-26T00:00+00:00,56,0,10,,10,0,10,8,10,0,10,2,10,33,10,0,10,0,10,2462,10,16.2,10,17.3,10,16.1,10,16.5,10,8,10,8,10,4,10,0,10,0,10,0,10,10.3,10,0,10,,10,,10,980.5,10,978.9,10,977.9,10,979.1,10,,10,,10,,10,,10,,10,,10,57,10,43,10,45,10,48,10,-1,0,10,0,10,0,10,10,-1,10,-1,10,,0,10,10,-1,10,-1,10,30000,10,30000,10,40000,10,10.4,10,,10,23.2,10,29.1,10,27.1,10,29.9,10,22,10,26,10,18.8,10,2,10,2,10,2,10,2.6,10,936,10,3202
2024-06-27T00:00+00:00,56,0,10,1,10,0,10,9,10,4,10,2,10,50,10,1,10,0,10,1876,10,18.7,10,17.7,10,20.9,10,19.1,10,20,10,16,10,12,10,0,10,0,10,2,10,18,10,1,10,,10,,10,980.9,10,979.9,10,981.1,10,980.6,10,,10,,10,,10,,10,,10,,10,77,10,47,10,72,10,65,10,17.8,7,10,0,10,7,10,10,-1,10,17.7,10,,0,10,10,-1,10,-1,10,30000,10,30000,10,40000,10,5.5,10,,10,20.6,10,27.9,10,23.5,10,28.6,10,18.7,10,23.7,10,16.7,10,1,10,2,10,1,10,1.5,10,1547,10,3202
2024-06-28T00:00+00:00,56,,10,0,10,,10,0,10,3,10,0,10,10,10,0,10,0,10,2427,10,20.1,10,21.4,10,23.1,10,21.5,10,28,10,20,10,24,10,1,10,1,10,1,10,7.1,10,0,10,,10,,10,984.9,10,985.2,10,985.3,10,985.1,10,,10,,10,,10,,10,,10,,10,82,10,53,10,63,10,66,10,-1,0,10,1,10,0,10,10,0.1,10,-1,10,,0,10,10,-1,10,-1,10,40000,10,30000,10,40000,10,9.7,10,,10,20.8,10,29.1,10,27.5,10,30.4,10,18.3,10,24.4,10,17.1,10,1,10,1,10,1,10,1,10,1037,10,3202
