,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
68,2024-04-18 10:00:57,0,18,45,44,1,0,0
67,2024-04-18 10:01:12,0,43,64,90,1,0,0
66,2024-04-18 10:01:14,0,6,20,23,1,0,0
65,2024-04-18 10:01:41,0,19,42,44,1,0,0
64,2024-04-18 10:01:43,0,19,53,52,1,0,0
63,2024-04-18 10:01:47,0,15,32,35,1,0,0
62,2024-04-18 10:01:48,0,5,40,35,1,0,0
61,2024-04-18 10:01:54,8,0,43,47,1,0,1
60,2024-04-18 10:01:56,0,6,45,41,1,0,0
59,2024-04-18 10:02:01,0,19,60,66,1,0,0
58,2024-04-18 10:02:02,0,71,53,84,1,0,0
57,2024-04-18 10:02:04,0,10,27,25,1,0,0
56,2024-04-18 10:02:06,0,8,36,19,1,0,0
55,2024-04-18 10:02:07,0,6,31,42,1,0,0
54,2024-04-18 10:02:08,0,10,68,62,1,0,0
53,2024-04-18 10:02:17,0,24,65,73,1,0,0
52,2024-04-18 10:02:32,0,14,59,60,1,0,0
51,2024-04-18 10:02:50,13,0,85,78,1,0,1
50,2024-04-18 10:06:59,18,0,51,47,1,0,1
71,2024-04-18 10:07:24,0,11,82,57,1,1,0
49,2024-04-18 10:07:27,0,19,140,145,1,0,0
70,2024-04-18 10:07:29,0,6,34,28,1,1,0
69,2024-04-18 10:07:31,0,4,16,16,1,1,0
48,2024-04-18 10:07:38,0,18,49,53,1,0,0
47,2024-04-18 10:09:29,21,0,117,36,1,0,1
46,2024-04-18 10:09:32,0,4,40,53,1,0,0
45,2024-04-18 10:10:12,12,0,30,30,1,0,1
44,2024-04-18 10:10:15,20,0,35,33,1,0,1
43,2024-04-18 10:10:16,11,0,39,44,1,0,1
42,2024-04-18 10:10:19,0,9,99,89,1,0,0
41,2024-04-18 10:10:23,0,12,99,108,1,0,0
40,2024-04-18 10:11:12,52,0,44,26,1,0,1
39,2024-04-18 10:11:18,16,0,51,40,1,0,1
38,2024-04-18 10:11:38,17,0,58,54,1,0,1
37,2024-04-18 10:11:58,37,0,86,89,1,0,1
36,2024-04-18 10:12:22,24,0,18,34,1,0,1
35,2024-04-18 10:12:29,12,0,34,29,1,0,1
34,2024-04-18 10:13:27,21,0,63,57,1,0,1
33,2024-04-18 10:13:52,0,0,139,131,1,0,1
32,2024-04-18 10:14:07,17,0,42,38,1,0,1
31,2024-04-18 10:17:05,16,0,45,47,1,0,1
30,2024-04-18 10:17:06,8,0,60,61,1,0,1
29,2024-04-18 10:17:49,6,0,30,30,1,0,1
28,2024-04-18 10:18:21,32,0,149,35,1,0,1
27,2024-04-18 10:18:39,22,0,41,26,1,0,1
26,2024-04-18 10:18:40,20,0,44,39,1,0,1
25,2024-04-18 10:19:04,22,0,38,28,1,0,1
24,2024-04-18 10:53:16,16,0,41,55,1,0,1
23,2024-04-18 11:48:40,0,26,51,63,1,0,0
22,2024-04-18 11:48:43,0,8,110,184,1,0,0
21,2024-04-18 11:48:44,52,0,53,29,1,0,1
20,2024-04-18 11:48:45,0,0,48,38,1,0,1
19,2024-04-18 11:48:58,0,15,51,50,1,0,0
18,2024-04-18 11:49:07,0,48,47,73,1,0,0
17,2024-04-18 11:49:10,0,7,33,34,1,0,0
16,2024-04-18 11:49:12,0,7,36,31,1,0,0
15,2024-04-18 11:49:13,0,7,40,34,1,0,0
14,2024-04-18 11:49:14,0,11,24,25,1,0,0
13,2024-04-18 11:49:16,0,6,30,86,1,0,0
12,2024-04-18 11:49:21,0,12,56,89,1,0,0
11,2024-04-18 11:49:22,0,4,33,22,1,0,0
10,2024-04-18 11:49:29,0,18,264,18,1,0,0
9,2024-04-18 11:49:31,0,5,35,33,1,0,0
8,2024-04-18 11:49:33,0,7,28,30,1,0,0
7,2024-04-18 11:49:35,0,7,43,33,1,0,0
6,2024-04-18 11:49:37,0,8,33,31,1,0,0
5,2024-04-18 11:49:38,0,32,86,81,1,0,0
4,2024-04-18 11:49:53,0,19,31,38,1,0,0
3,2024-04-18 11:49:56,0,6,23,24,1,0,0
2,2024-04-18 11:49:57,0,1,38,27,1,0,0
1,2024-04-18 11:51:18,45,0,137,109,1,0,1
0,2024-04-18 11:54:17,0,14,23,31,1,0,0
