,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
60,2024-05-16 10:00:26,0,12,55,42,1,0,0
59,2024-05-16 10:00:28,0,3,19,17,1,0,0
58,2024-05-16 10:00:30,0,5,19,21,1,0,0
57,2024-05-16 10:00:31,1,0,20,14,1,0,1
56,2024-05-16 10:00:34,0,4,45,43,1,0,0
55,2024-05-16 10:00:35,0,5,24,24,1,0,0
54,2024-05-16 10:00:38,0,3,22,20,1,0,0
53,2024-05-16 10:00:43,0,3,23,19,1,0,0
52,2024-05-16 10:00:45,0,3,21,19,1,0,0
51,2024-05-16 10:00:49,0,3,27,24,1,0,0
50,2024-05-16 10:01:56,4,0,20,22,1,0,1
64,2024-05-16 10:02:21,0,14,38,36,1,1,0
49,2024-05-16 10:03:05,12,0,32,25,1,0,1
63,2024-05-16 10:04:08,0,10,43,36,1,1,0
62,2024-05-16 10:04:09,0,11,40,44,1,1,0
48,2024-05-16 10:05:16,0,12,82,44,1,0,0
47,2024-05-16 10:05:18,0,14,23,11,1,0,0
46,2024-05-16 10:05:20,0,10,0,23,1,0,6
45,2024-05-16 10:05:26,15,0,287,281,1,0,1
44,2024-05-16 10:09:17,11,0,210,218,1,0,1
43,2024-05-16 10:09:56,6,0,34,33,1,0,1
42,2024-05-16 10:10:54,6,0,329,322,1,0,1
41,2024-05-16 10:13:20,11,0,23,22,1,0,1
40,2024-05-16 10:14:38,16,0,245,248,1,0,1
39,2024-05-16 10:14:57,5,0,23,22,1,0,1
38,2024-05-16 10:15:20,2,0,29,30,1,0,1
37,2024-05-16 10:15:21,6,0,30,32,1,0,1
36,2024-05-16 10:15:22,8,0,25,30,1,0,1
35,2024-05-16 10:15:31,0,6,59,46,1,0,0
34,2024-05-16 10:16:43,10,0,73,84,1,0,1
33,2024-05-16 10:17:14,20,0,87,79,1,0,1
32,2024-05-16 10:17:53,16,0,29,21,1,0,1
61,2024-05-16 10:34:43,0,0,0,0,1,1,2
31,2024-05-16 10:36:01,0,0,0,0,1,0,2
30,2024-05-16 11:44:38,0,9,61,59,1,0,0
29,2024-05-16 11:44:39,0,4,31,29,1,0,0
28,2024-05-16 11:44:53,0,6,19,14,1,0,0
27,2024-05-16 11:45:26,0,9,106,91,1,0,0
26,2024-05-16 11:45:30,0,5,19,16,1,0,0
25,2024-05-16 11:45:38,0,13,132,134,1,0,0
24,2024-05-16 11:45:39,0,9,37,34,1,0,0
23,2024-05-16 11:45:41,0,2,44,37,1,0,0
22,2024-05-16 11:45:42,0,8,42,36,1,0,0
21,2024-05-16 11:45:44,0,4,24,24,1,0,0
20,2024-05-16 11:45:45,0,6,15,18,1,0,0
19,2024-05-16 11:45:49,0,8,65,68,1,0,0
18,2024-05-16 11:45:50,0,9,23,30,1,0,0
17,2024-05-16 11:46:26,0,11,108,80,1,0,0
16,2024-05-16 11:46:33,7,0,42,41,1,0,1
15,2024-05-16 11:47:38,0,12,77,67,1,0,0
14,2024-05-16 11:48:17,68,0,61,0,1,0,5
13,2024-05-16 11:48:20,0,0,306,308,1,0,1
12,2024-05-16 11:48:25,0,7,91,83,1,0,0
11,2024-05-16 11:50:12,0,1,23,20,1,0,0
10,2024-05-16 11:50:16,5,0,54,54,1,0,1
9,2024-05-16 11:50:22,5,0,437,442,1,0,1
8,2024-05-16 11:51:33,0,2,30,34,1,0,0
7,2024-05-16 11:51:35,3,0,21,20,1,0,1
6,2024-05-16 11:51:44,5,0,43,43,1,0,1
5,2024-05-16 11:52:11,0,6,56,48,1,0,0
4,2024-05-16 11:53:02,14,0,42,39,1,0,1
3,2024-05-16 11:53:15,0,9,30,29,1,0,0
2,2024-05-16 11:53:53,16,0,34,23,1,0,1
1,2024-05-16 11:54:24,13,0,23,17,1,0,1
0,2024-05-16 11:56:53,0,8,34,28,1,0,0
