,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
52,2024-05-23 11:45:24,0,2,33,32,0,1,0
51,2024-05-23 11:45:39,0,6,29,29,0,1,0
4,2024-05-23 11:46:29,0,13,44,34,0,0,0
3,2024-05-23 11:46:31,0,11,44,39,0,0,0
50,2024-05-23 11:46:35,0,6,26,26,0,1,0
49,2024-05-23 11:46:36,0,8,35,31,0,1,0
48,2024-05-23 11:46:43,0,11,34,38,0,1,0
47,2024-05-23 11:46:46,0,5,77,73,0,1,0
46,2024-05-23 11:46:47,0,4,37,35,0,1,0
45,2024-05-23 11:46:50,0,6,32,36,0,1,0
44,2024-05-23 11:46:51,0,5,23,25,0,1,0
43,2024-05-23 11:46:53,0,10,30,37,0,1,0
42,2024-05-23 11:46:58,0,5,25,30,0,1,0
41,2024-05-23 11:46:58,0,2,40,37,0,1,0
40,2024-05-23 11:47:06,5,0,48,49,0,1,1
39,2024-05-23 11:47:18,0,2,17,17,0,1,0
2,2024-05-23 11:47:23,0,8,48,43,0,0,0
1,2024-05-23 11:47:25,0,9,32,34,0,0,0
0,2024-05-23 11:47:26,0,5,34,32,0,0,0
38,2024-05-23 11:47:29,0,5,53,51,0,1,0
37,2024-05-23 11:49:24,5,0,21,19,0,1,1
36,2024-05-23 11:50:00,5,0,22,24,0,1,1
35,2024-05-23 11:50:26,0,6,34,34,0,1,0
34,2024-05-23 11:51:51,0,4,34,34,0,1,0
33,2024-05-23 11:51:53,0,10,40,43,0,1,0
32,2024-05-23 11:51:55,0,13,33,38,0,1,0
31,2024-05-23 11:53:04,0,3,16,18,0,1,0
30,2024-05-23 11:56:01,0,2,20,26,0,1,0
29,2024-05-23 12:30:16,0,6,37,38,0,1,0
28,2024-05-23 12:33:25,0,4,24,26,0,1,0
27,2024-05-23 12:48:46,0,3,19,17,0,1,0
26,2024-05-23 12:48:47,0,7,20,23,0,1,0
25,2024-05-23 13:33:06,5,0,63,66,0,1,1
24,2024-05-23 13:34:00,6,0,37,39,0,1,1
23,2024-05-23 13:34:01,8,0,40,39,0,1,1
22,2024-05-23 13:34:02,10,0,36,33,0,1,1
21,2024-05-23 13:34:41,0,5,17,18,0,1,0
20,2024-05-23 13:36:30,0,1,30,29,0,1,0
19,2024-05-23 13:36:31,7,0,24,22,0,1,1
18,2024-05-23 13:38:33,0,3,16,16,0,1,0
17,2024-05-23 13:39:23,7,0,75,77,0,1,1
16,2024-05-23 13:39:34,6,0,45,42,0,1,1
15,2024-05-23 13:39:38,5,0,28,25,0,1,1
14,2024-05-23 13:40:27,0,4,28,29,0,1,0
13,2024-05-23 13:41:41,2,0,22,25,0,1,1
12,2024-05-23 13:41:48,6,0,56,51,0,1,1
11,2024-05-23 13:41:50,0,25,0,13,0,1,6
10,2024-05-23 13:41:52,0,12,54,59,0,1,0
9,2024-05-23 13:41:57,5,0,63,78,0,1,1
8,2024-05-23 13:42:03,0,16,63,74,0,1,0
7,2024-05-23 13:42:17,9,0,87,88,0,1,1
6,2024-05-23 13:42:48,5,0,40,40,0,1,1
5,2024-05-23 13:44:38,19,0,40,26,0,1,1
