,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
123,2024-05-16 10:00:02,0,0,0,0,0,1,3
122,2024-05-16 10:00:12,0,0,0,0,0,1,3
121,2024-05-16 10:00:22,0,0,0,0,0,1,3
120,2024-05-16 10:00:32,0,0,0,0,0,1,3
119,2024-05-16 10:00:43,0,0,0,0,0,1,3
118,2024-05-16 10:00:53,0,0,0,0,0,1,3
117,2024-05-16 10:01:03,0,0,0,0,0,1,3
116,2024-05-16 10:01:13,0,0,0,0,0,1,3
115,2024-05-16 10:01:23,0,0,0,0,0,1,3
114,2024-05-16 10:01:34,0,0,0,0,0,1,3
113,2024-05-16 10:01:44,0,0,0,0,0,1,3
112,2024-05-16 10:01:54,0,0,0,0,0,1,3
111,2024-05-16 10:02:04,0,0,0,0,0,1,3
28,2024-05-16 10:02:07,0,19,70,60,0,0,0
27,2024-05-16 10:02:11,0,4,28,22,0,0,0
26,2024-05-16 10:02:13,0,7,27,26,0,0,0
110,2024-05-16 10:02:14,0,0,0,0,0,1,3
25,2024-05-16 10:02:18,0,5,40,32,0,0,0
24,2024-05-16 10:02:20,0,5,25,20,0,0,0
23,2024-05-16 10:02:23,0,4,27,25,0,0,0
109,2024-05-16 10:02:25,0,0,0,0,0,1,3
22,2024-05-16 10:02:25,0,22,32,49,0,0,0
21,2024-05-16 10:02:27,0,11,16,24,0,0,0
108,2024-05-16 10:02:31,0,0,0,374,0,1,6
107,2024-05-16 10:02:37,0,0,976,0,0,1,5
106,2024-05-16 10:02:39,0,0,0,0,0,1,3
105,2024-05-16 10:02:45,0,0,296,0,0,1,5
104,2024-05-16 10:02:49,0,459,0,0,0,1,3
20,2024-05-16 10:02:52,0,7,39,29,0,0,0
103,2024-05-16 10:02:59,0,1000,0,0,0,1,3
19,2024-05-16 10:03:01,0,4,49,41,0,0,0
18,2024-05-16 10:03:03,0,12,105,40,0,0,0
17,2024-05-16 10:03:04,0,8,26,64,0,0,0
16,2024-05-16 10:03:06,0,14,26,24,0,0,0
15,2024-05-16 10:03:07,0,5,29,20,0,0,0
14,2024-05-16 10:03:09,0,2,17,55,0,0,0
102,2024-05-16 10:03:10,0,1000,0,0,0,1,3
13,2024-05-16 10:03:11,49,0,42,17,0,0,1
12,2024-05-16 10:03:13,0,0,18,21,0,0,1
11,2024-05-16 10:03:15,0,0,21,0,0,0,5
101,2024-05-16 10:03:18,0,536,19,0,0,1,5
100,2024-05-16 10:03:20,0,207,0,0,0,1,3
99,2024-05-16 10:03:30,0,1000,0,0,0,1,3
98,2024-05-16 10:03:40,0,839,0,0,0,1,3
97,2024-05-16 10:03:44,0,0,179,333,0,1,4
96,2024-05-16 10:03:46,4,0,64,0,0,1,5
95,2024-05-16 10:03:54,0,811,0,0,0,1,3
94,2024-05-16 10:04:04,0,801,0,0,0,1,3
93,2024-05-16 10:04:08,0,0,121,0,0,1,5
92,2024-05-16 10:04:12,0,0,230,0,0,1,5
91,2024-05-16 10:04:15,0,249,0,0,0,1,3
90,2024-05-16 10:04:25,0,0,0,0,0,1,3
89,2024-05-16 10:04:25,0,685,90,0,0,1,5
88,2024-05-16 10:04:31,0,0,299,0,0,1,5
87,2024-05-16 10:04:35,0,461,0,0,0,1,3
86,2024-05-16 10:04:45,0,1000,0,0,0,1,3
85,2024-05-16 10:04:56,0,1000,0,0,0,1,3
84,2024-05-16 10:05:06,0,1000,0,0,0,1,3
83,2024-05-16 10:05:16,0,1000,0,0,0,1,3
82,2024-05-16 10:05:26,0,1000,0,0,0,1,3
81,2024-05-16 10:05:36,0,868,0,0,0,1,3
80,2024-05-16 10:05:39,0,0,239,214,0,1,4
79,2024-05-16 10:05:43,0,87,57,373,0,1,0
78,2024-05-16 10:07:12,8,0,75,80,0,1,1
77,2024-05-16 10:08:10,3,0,24,27,0,1,1
76,2024-05-16 10:08:28,4,0,46,49,0,1,1
75,2024-05-16 10:08:29,0,0,49,57,0,1,1
74,2024-05-16 10:08:31,4,0,37,39,0,1,1
73,2024-05-16 10:08:32,5,0,64,65,0,1,1
72,2024-05-16 10:08:33,4,0,59,62,0,1,1
71,2024-05-16 10:08:35,9,0,55,53,0,1,1
70,2024-05-16 10:09:52,5,0,28,32,0,1,1
69,2024-05-16 10:09:54,6,0,53,54,0,1,1
68,2024-05-16 10:09:55,5,0,33,36,0,1,1
10,2024-05-16 10:10:39,11,0,44,45,0,0,1
67,2024-05-16 10:11:07,6,0,34,35,0,1,1
66,2024-05-16 10:11:08,4,0,41,44,0,1,1
9,2024-05-16 10:12:04,6,0,34,40,0,0,1
65,2024-05-16 10:12:33,10,0,52,56,0,1,1
64,2024-05-16 10:12:39,3,0,51,60,0,1,1
63,2024-05-16 10:12:40,5,0,32,35,0,1,1
62,2024-05-16 10:12:49,11,0,57,53,0,1,1
8,2024-05-16 10:13:42,14,0,35,26,0,0,1
61,2024-05-16 10:13:55,0,17,104,114,0,1,0
60,2024-05-16 10:14:20,1,0,190,208,0,1,1
59,2024-05-16 10:14:33,2,0,67,73,0,1,1
58,2024-05-16 10:15:25,3,0,56,59,0,1,1
57,2024-05-16 10:15:27,1,0,51,54,0,1,1
56,2024-05-16 10:15:29,10,0,64,69,0,1,1
7,2024-05-16 10:40:09,0,0,0,0,0,0,2
55,2024-05-16 10:44:02,0,0,0,0,0,1,2
54,2024-05-16 11:00:24,0,10,69,77,0,1,0
53,2024-05-16 11:00:54,0,11,55,66,0,1,0
52,2024-05-16 11:04:05,9,0,120,126,0,1,1
6,2024-05-16 11:32:30,0,7,41,39,0,0,0
5,2024-05-16 11:32:31,0,11,30,33,0,0,0
51,2024-05-16 11:43:35,6,0,92,0,0,1,5
50,2024-05-16 11:43:38,0,0,277,588,0,1,1
49,2024-05-16 11:45:41,0,12,107,114,0,1,0
48,2024-05-16 11:45:49,0,17,55,69,0,1,0
47,2024-05-16 11:45:56,0,7,16,21,0,1,0
46,2024-05-16 11:46:13,0,8,45,48,0,1,0
45,2024-05-16 11:46:14,0,6,21,23,0,1,0
44,2024-05-16 11:46:25,0,7,177,183,0,1,0
43,2024-05-16 11:46:26,0,10,50,48,0,1,0
4,2024-05-16 11:46:30,0,6,38,36,0,0,0
42,2024-05-16 11:46:39,0,16,62,74,0,1,0
41,2024-05-16 11:46:40,0,9,32,38,0,1,0
40,2024-05-16 11:46:52,0,11,54,59,0,1,0
39,2024-05-16 11:46:53,0,15,49,53,0,1,0
38,2024-05-16 11:46:54,4,0,15,71,0,1,1
37,2024-05-16 11:46:56,47,0,41,41,0,1,1
36,2024-05-16 11:47:07,0,21,103,74,0,1,0
