,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
42,2024-05-14 13:37:51,3,0,36,36,0,1,1
41,2024-05-14 13:38:58,4,0,23,26,0,1,1
40,2024-05-14 13:39:55,3,0,27,30,0,1,1
39,2024-05-14 13:40:08,3,0,34,34,0,1,1
38,2024-05-14 13:40:12,2,0,30,32,0,1,1
37,2024-05-14 13:43:40,4,0,33,36,0,1,1
36,2024-05-14 13:43:55,22,0,57,40,0,1,1
35,2024-05-14 13:47:06,2,0,18,20,0,1,1
3,2024-05-14 13:52:11,11,0,15,11,0,0,1
2,2024-05-14 13:52:12,19,0,50,44,0,0,1
1,2024-05-14 13:52:18,0,66,70,122,0,0,0
34,2024-05-14 14:56:28,0,4,18,19,0,1,0
33,2024-05-14 14:56:30,0,20,21,34,0,1,0
32,2024-05-14 14:56:46,0,6,26,25,0,1,0
31,2024-05-14 14:56:55,0,5,24,23,0,1,0
0,2024-05-14 14:56:59,0,64,70,115,0,0,0
30,2024-05-14 14:57:02,0,5,25,27,0,1,0
29,2024-05-14 15:00:52,15,0,37,31,0,1,1
28,2024-05-14 15:00:53,0,9,51,55,0,1,0
27,2024-05-14 15:01:44,0,5,18,19,0,1,0
26,2024-05-14 15:01:58,0,6,22,26,0,1,0
25,2024-05-14 15:02:52,7,0,26,26,0,1,1
24,2024-05-14 15:13:53,11,0,79,101,0,1,1
23,2024-05-14 15:14:51,64,0,291,181,0,1,1
22,2024-05-14 15:20:14,7,0,39,41,0,1,1
21,2024-05-14 15:21:07,3,0,37,37,0,1,1
20,2024-05-14 15:22:57,24,0,84,0,0,1,5
19,2024-05-14 15:23:00,0,31,0,287,0,1,6
18,2024-05-14 15:23:13,0,99,0,85,0,1,6
17,2024-05-14 15:23:23,0,67,802,805,0,1,0
16,2024-05-14 15:23:27,14,0,101,88,0,1,1
15,2024-05-14 15:23:32,2,12,0,18,0,1,6
14,2024-05-14 15:23:34,0,29,26,45,0,1,0
13,2024-05-14 15:23:35,0,21,17,37,0,1,0
12,2024-05-14 15:23:36,41,0,30,20,0,1,1
11,2024-05-14 15:23:48,292,0,276,0,0,1,5
10,2024-05-14 15:23:52,69,0,61,0,0,1,5
9,2024-05-14 15:23:54,10,0,91,76,0,1,1
8,2024-05-14 15:26:13,5,0,34,37,0,1,1
7,2024-05-14 15:26:43,6,0,58,63,0,1,1
6,2024-05-14 15:27:35,0,4,22,21,0,1,0
5,2024-05-14 15:28:58,7,0,28,28,0,1,1
4,2024-05-14 15:29:57,2,0,35,38,0,1,1
