time,people_in,people_out,people_inside
2024-04-30 13:15:00,0,0,0
2024-04-30 13:16:00,0,0,0
2024-04-30 13:17:00,1,1,0
2024-04-30 13:18:00,1,1,0
2024-04-30 13:19:00,3,1,2
2024-04-30 13:20:00,11,2,9
2024-04-30 13:21:00,11,2,9
2024-04-30 13:22:00,11,2,9
2024-04-30 13:23:00,13,3,10
2024-04-30 13:24:00,17,4,13
2024-04-30 13:25:00,32,4,28
2024-04-30 13:26:00,42,4,38
2024-04-30 13:27:00,45,6,39
2024-04-30 13:28:00,45,7,38
2024-04-30 13:29:00,56,7,49
2024-04-30 13:30:00,58,7,51
2024-04-30 13:31:00,60,7,53
2024-04-30 13:32:00,71,7,64
2024-04-30 13:33:00,76,8,68
2024-04-30 13:34:00,79,9,70
2024-04-30 13:35:00,82,9,73
2024-04-30 13:36:00,84,9,75
2024-04-30 13:37:00,86,9,77
2024-04-30 13:38:00,89,9,80
2024-04-30 13:39:00,91,9,82
2024-04-30 13:40:00,96,9,87
2024-04-30 13:41:00,100,10,90
2024-04-30 13:42:00,100,10,90
2024-04-30 13:43:00,100,10,90
2024-04-30 13:44:00,103,12,91
2024-04-30 13:45:00,2,0,93
2024-04-30 13:46:00,3,0,94
2024-04-30 13:47:00,4,0,95
2024-04-30 13:48:00,6,0,97
2024-04-30 13:49:00,6,0,97
2024-04-30 13:50:00,6,1,96
2024-04-30 13:51:00,6,1,96
2024-04-30 13:52:00,6,1,96
2024-04-30 13:53:00,6,1,96
2024-04-30 13:54:00,7,1,97
2024-04-30 13:55:00,7,1,97
2024-04-30 13:56:00,8,1,98
2024-04-30 13:57:00,8,1,98
2024-04-30 13:58:00,8,2,97
2024-04-30 13:59:00,9,2,98
2024-04-30 14:00:00,9,2,98
2024-04-30 14:01:00,9,2,98
2024-04-30 14:02:00,9,2,98
2024-04-30 14:03:00,9,2,98
2024-04-30 14:04:00,9,2,98
2024-04-30 14:05:00,9,5,95
2024-04-30 14:06:00,9,6,94
2024-04-30 14:07:00,9,8,92
2024-04-30 14:08:00,9,10,90
2024-04-30 14:09:00,9,14,86
2024-04-30 14:10:00,9,20,80
2024-04-30 14:11:00,9,23,77
2024-04-30 14:12:00,9,30,70
2024-04-30 14:13:00,9,35,65
2024-04-30 14:14:00,9,42,58
2024-04-30 14:15:00,9,47,53
2024-04-30 14:16:00,9,59,41
2024-04-30 14:17:00,9,74,26
2024-04-30 14:18:00,10,82,19
2024-04-30 14:19:00,11,89,13
2024-04-30 14:20:00,13,101,3
2024-04-30 14:21:00,13,112,-8
2024-04-30 14:22:00,13,122,-18
2024-04-30 14:23:00,14,131,-26
2024-04-30 14:24:00,14,132,-27
2024-04-30 14:25:00,14,133,-28
2024-04-30 14:26:00,14,135,-30
2024-04-30 14:27:00,14,137,-32
2024-04-30 14:28:00,14,139,-34
2024-04-30 14:29:00,14,140,-35
2024-04-30 14:30:00,14,140,-35
2024-04-30 14:31:00,14,140,-35
2024-04-30 14:32:00,14,140,-35
2024-04-30 14:33:00,14,140,-35
2024-04-30 14:34:00,14,140,-35
2024-04-30 14:35:00,14,140,-35
2024-04-30 14:36:00,14,140,-35
2024-04-30 14:37:00,14,140,-35
2024-04-30 14:38:00,15,141,-35
2024-04-30 14:39:00,15,141,-35
2024-04-30 14:40:00,15,141,-35
2024-04-30 14:41:00,15,141,-35
2024-04-30 14:42:00,15,141,-35
2024-04-30 14:43:00,15,141,-35
2024-04-30 14:44:00,15,141,-35
2024-04-30 14:45:00,15,141,-35
2024-04-30 14:46:00,15,141,-35
2024-04-30 14:47:00,15,141,-35
2024-04-30 14:48:00,15,141,-35
2024-04-30 14:49:00,15,141,-35
2024-04-30 14:50:00,15,141,-35
2024-04-30 14:51:00,15,141,-35
2024-04-30 14:52:00,15,141,-35
2024-04-30 14:53:00,15,141,-35
2024-04-30 14:54:00,15,141,-35
2024-04-30 14:55:00,15,141,-35
2024-04-30 14:56:00,15,141,-35
2024-04-30 14:57:00,15,141,-35
2024-04-30 14:58:00,15,141,-35
2024-04-30 14:59:00,15,141,-35
2024-04-30 15:00:00,15,141,-35
2024-04-30 15:01:00,15,141,-35
2024-04-30 15:02:00,15,141,-35
2024-04-30 15:03:00,15,141,-35
2024-04-30 15:04:00,15,141,-35
2024-04-30 15:05:00,15,141,-35
2024-04-30 15:06:00,15,141,-35
2024-04-30 15:07:00,15,141,-35
2024-04-30 15:08:00,15,141,-35
2024-04-30 15:09:00,15,141,-35
2024-04-30 15:10:00,15,141,-35
2024-04-30 15:11:00,15,141,-35
2024-04-30 15:12:00,15,141,-35
2024-04-30 15:13:00,15,141,-35
2024-04-30 15:14:00,15,141,-35
2024-04-30 15:15:00,0,0,-35
2024-04-30 15:16:00,0,0,-35
2024-04-30 15:17:00,0,0,-35
2024-04-30 15:18:00,0,0,-35
2024-04-30 15:19:00,0,0,-35
2024-04-30 15:20:00,0,0,-35
2024-04-30 15:21:00,0,0,-35
2024-04-30 15:22:00,0,0,-35
2024-04-30 15:23:00,0,2,-37
2024-04-30 15:24:00,0,2,-37
2024-04-30 15:25:00,0,2,-37
2024-04-30 15:26:00,0,2,-37
2024-04-30 15:27:00,0,2,-37
2024-04-30 15:28:00,0,2,-37
2024-04-30 15:29:00,0,2,-37
2024-04-30 15:30:00,0,2,-37
2024-04-30 15:31:00,0,2,-37
2024-04-30 15:32:00,0,2,-37
2024-04-30 15:33:00,0,2,-37
2024-04-30 15:34:00,0,2,-37
2024-04-30 15:35:00,0,2,-37
