,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
49,2024-06-06 11:26:50,0,13,46,63,0,1,0
48,2024-06-06 11:29:16,4,0,223,233,0,1,1
47,2024-06-06 11:29:20,0,10,93,100,0,1,0
46,2024-06-06 11:41:49,3,0,91,22,0,1,1
45,2024-06-06 11:41:52,0,54,0,77,0,1,6
5,2024-06-06 11:42:57,0,12,34,38,0,0,0
4,2024-06-06 11:42:59,0,6,34,34,0,0,0
44,2024-06-06 11:43:17,0,11,35,75,0,1,0
43,2024-06-06 11:43:19,36,0,32,0,0,1,5
42,2024-06-06 11:43:33,0,6,60,53,0,1,0
41,2024-06-06 11:43:35,0,6,22,24,0,1,0
40,2024-06-06 11:43:44,0,4,31,34,0,1,0
39,2024-06-06 11:43:45,0,1,23,26,0,1,0
38,2024-06-06 11:43:48,0,11,18,61,0,1,0
37,2024-06-06 11:43:50,29,0,35,0,0,1,5
36,2024-06-06 11:43:52,0,6,22,54,0,1,0
35,2024-06-06 11:43:55,25,0,28,0,0,1,5
34,2024-06-06 11:44:11,0,6,38,42,0,1,0
33,2024-06-06 11:44:12,0,4,23,26,0,1,0
32,2024-06-06 11:44:30,0,3,40,31,0,1,0
3,2024-06-06 11:44:43,0,10,42,38,0,0,0
31,2024-06-06 11:44:53,0,2,25,25,0,1,0
30,2024-06-06 11:44:54,0,8,35,33,0,1,0
29,2024-06-06 11:45:23,0,7,35,40,0,1,0
28,2024-06-06 11:45:24,0,4,27,27,0,1,0
2,2024-06-06 11:46:38,29,0,179,165,0,0,1
27,2024-06-06 11:50:42,0,13,65,75,0,1,0
26,2024-06-06 11:50:44,0,7,86,89,0,1,0
25,2024-06-06 11:50:45,0,12,22,26,0,1,0
24,2024-06-06 11:51:20,9,0,52,46,0,1,1
23,2024-06-06 11:51:22,4,0,63,67,0,1,1
1,2024-06-06 11:51:38,0,11,55,57,0,0,0
0,2024-06-06 11:51:40,0,7,39,32,0,0,0
22,2024-06-06 11:52:03,0,4,36,39,0,1,0
21,2024-06-06 11:52:22,5,0,42,51,0,1,1
