time,people_in,people_out,people_inside
2024-04-23 13:30:00,0,5,0
2024-04-23 13:31:00,1,22,1
2024-04-23 13:32:00,3,33,3
2024-04-23 13:33:00,5,37,5
2024-04-23 13:34:00,5,38,5
2024-04-23 13:35:00,5,38,5
2024-04-23 13:36:00,6,39,6
2024-04-23 13:37:00,10,39,10
2024-04-23 13:38:00,10,39,10
2024-04-23 13:39:00,14,39,14
2024-04-23 13:40:00,17,39,17
2024-04-23 13:41:00,17,39,17
2024-04-23 13:42:00,17,39,17
2024-04-23 13:43:00,17,39,17
2024-04-23 13:44:00,17,39,17
2024-04-23 13:45:00,2,0,19
2024-04-23 13:46:00,6,0,23
2024-04-23 13:47:00,6,0,23
2024-04-23 13:48:00,7,0,24
2024-04-23 13:49:00,7,0,24
2024-04-23 13:50:00,7,0,24
2024-04-23 13:51:00,7,0,24
2024-04-23 13:52:00,7,0,24
2024-04-23 13:53:00,7,0,24
2024-04-23 13:54:00,7,0,24
2024-04-23 13:55:00,7,0,24
2024-04-23 13:56:00,7,0,24
2024-04-23 13:57:00,7,0,24
2024-04-23 13:58:00,7,0,24
2024-04-23 13:59:00,7,0,24
2024-04-23 14:00:00,7,0,24
2024-04-23 14:01:00,7,0,24
2024-04-23 14:02:00,7,0,24
2024-04-23 14:03:00,7,0,24
2024-04-23 14:04:00,7,0,24
2024-04-23 14:05:00,7,0,24
2024-04-23 14:06:00,7,0,24
2024-04-23 14:07:00,7,0,24
2024-04-23 14:08:00,7,0,24
2024-04-23 14:09:00,7,0,24
2024-04-23 14:10:00,7,0,24
2024-04-23 14:11:00,7,0,24
2024-04-23 14:12:00,7,0,24
2024-04-23 14:13:00,7,0,24
2024-04-23 14:14:00,7,0,24
2024-04-23 14:15:00,7,0,24
2024-04-23 14:16:00,7,0,24
2024-04-23 14:17:00,7,1,23
2024-04-23 14:18:00,7,1,23
2024-04-23 14:19:00,7,1,23
2024-04-23 14:20:00,7,1,23
2024-04-23 14:21:00,8,1,24
2024-04-23 14:22:00,8,1,24
2024-04-23 14:23:00,8,1,24
2024-04-23 14:24:00,8,1,24
2024-04-23 14:25:00,8,1,24
2024-04-23 14:26:00,8,1,24
2024-04-23 14:27:00,8,1,24
2024-04-23 14:28:00,8,1,24
2024-04-23 14:29:00,8,1,24
2024-04-23 14:30:00,8,1,24
2024-04-23 14:31:00,8,1,24
2024-04-23 14:32:00,8,1,24
2024-04-23 14:33:00,8,1,24
2024-04-23 14:34:00,8,1,24
2024-04-23 14:35:00,8,1,24
2024-04-23 14:36:00,8,1,24
2024-04-23 14:37:00,8,1,24
2024-04-23 14:38:00,8,1,24
2024-04-23 14:39:00,10,1,26
2024-04-23 14:40:00,10,1,26
2024-04-23 14:41:00,10,2,25
2024-04-23 14:42:00,10,2,25
2024-04-23 14:43:00,10,2,25
2024-04-23 14:44:00,11,2,26
2024-04-23 14:45:00,11,2,26
2024-04-23 14:46:00,11,2,26
2024-04-23 14:47:00,11,2,26
2024-04-23 14:48:00,11,2,26
2024-04-23 14:49:00,11,2,26
2024-04-23 14:50:00,11,2,26
2024-04-23 14:51:00,11,2,26
2024-04-23 14:52:00,11,2,26
2024-04-23 14:53:00,11,2,26
2024-04-23 14:54:00,11,2,26
2024-04-23 14:55:00,11,2,26
2024-04-23 14:56:00,11,2,26
2024-04-23 14:57:00,11,2,26
2024-04-23 14:58:00,11,2,26
2024-04-23 14:59:00,11,2,26
2024-04-23 15:00:00,11,2,26
2024-04-23 15:01:00,11,2,26
2024-04-23 15:02:00,11,2,26
2024-04-23 15:03:00,11,2,26
2024-04-23 15:04:00,11,2,26
2024-04-23 15:05:00,11,2,26
2024-04-23 15:06:00,11,2,26
2024-04-23 15:07:00,11,2,26
2024-04-23 15:08:00,11,2,26
2024-04-23 15:09:00,11,2,26
2024-04-23 15:10:00,11,2,26
2024-04-23 15:11:00,11,9,19
2024-04-23 15:12:00,11,18,10
2024-04-23 15:13:00,11,20,8
2024-04-23 15:14:00,11,20,8
2024-04-23 15:15:00,1,0,8
2024-04-23 15:16:00,2,0,8
2024-04-23 15:17:00,2,1,7
2024-04-23 15:18:00,3,1,7
2024-04-23 15:19:00,3,1,7
2024-04-23 15:20:00,3,1,7
2024-04-23 15:21:00,4,1,7
2024-04-23 15:22:00,6,1,7
2024-04-23 15:23:00,6,1,7
2024-04-23 15:24:00,8,1,7
2024-04-23 15:25:00,8,1,7
2024-04-23 15:26:00,8,1,7
2024-04-23 15:27:00,9,2,6
2024-04-23 15:28:00,10,2,6
2024-04-23 15:29:00,15,2,6
