,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
47,2024-05-14 15:16:50,0,9,21,21,1,0,0
46,2024-05-14 15:16:53,0,5,31,31,1,0,0
45,2024-05-14 15:16:54,0,13,22,26,1,0,0
44,2024-05-14 15:16:59,0,7,20,19,1,0,0
43,2024-05-14 15:17:02,0,3,31,28,1,0,0
42,2024-05-14 15:17:04,0,6,53,21,1,0,0
41,2024-05-14 15:17:06,0,11,0,31,1,0,6
40,2024-05-14 15:17:06,0,0,25,21,1,0,1
39,2024-05-14 15:17:19,0,4,24,22,1,0,0
38,2024-05-14 15:17:23,0,7,20,19,1,0,0
37,2024-05-14 15:17:26,8,0,39,40,1,0,1
36,2024-05-14 15:17:32,29,0,98,77,1,0,1
35,2024-05-14 15:17:37,10,0,33,29,1,0,1
34,2024-05-14 15:17:39,2,0,41,54,1,0,1
33,2024-05-14 15:17:45,0,11,81,35,1,0,0
32,2024-05-14 15:17:46,0,6,78,67,1,0,0
31,2024-05-14 15:17:51,21,0,66,63,1,0,1
30,2024-05-14 15:17:52,10,0,28,27,1,0,1
29,2024-05-14 15:17:54,23,0,67,56,1,0,1
28,2024-05-14 15:17:56,13,0,38,55,1,0,1
27,2024-05-14 15:17:57,10,0,48,47,1,0,1
26,2024-05-14 15:18:04,17,0,32,20,1,0,1
25,2024-05-14 15:19:21,0,4,57,48,1,0,0
24,2024-05-14 15:23:16,17,0,61,47,1,0,1
23,2024-05-14 15:24:52,3,0,35,38,1,0,1
22,2024-05-14 15:25:58,10,0,47,60,1,0,1
21,2024-05-14 15:28:46,9,0,38,36,1,0,1
20,2024-05-14 15:34:16,12,0,26,24,1,0,1
19,2024-05-14 15:36:51,6,0,20,21,1,0,1
18,2024-05-14 15:41:25,8,0,21,21,1,0,1
17,2024-05-14 15:44:12,0,7,29,29,1,0,0
16,2024-05-14 16:01:06,0,9,24,28,1,0,0
15,2024-05-14 16:24:35,0,4,44,39,1,0,0
14,2024-05-14 16:27:11,0,10,16,19,1,0,0
13,2024-05-14 16:29:44,16,0,31,23,1,0,1
12,2024-05-14 16:34:58,9,0,38,36,1,0,1
11,2024-05-14 16:37:15,0,17,31,41,1,0,0
10,2024-05-14 16:39:31,20,0,34,37,1,0,1
9,2024-05-14 16:42:48,0,4,28,23,1,0,0
8,2024-05-14 16:42:49,0,15,41,45,1,0,0
7,2024-05-14 16:46:14,0,7,25,25,1,0,0
6,2024-05-14 16:47:22,0,7,17,19,1,0,0
5,2024-05-14 16:47:35,9,0,30,27,1,0,1
4,2024-05-14 16:51:39,10,0,30,32,1,0,1
3,2024-05-14 16:56:57,0,5,23,21,1,0,0
2,2024-05-14 17:06:58,0,4,28,40,1,0,0
1,2024-05-14 17:13:16,0,11,26,30,1,0,0
0,2024-05-14 17:13:17,0,5,33,28,1,0,0
