time,people_in,people_out,people_inside
2024-04-16 13:15:00,0,0,0
2024-04-16 13:16:00,0,0,0
2024-04-16 13:17:00,0,0,0
2024-04-16 13:18:00,0,0,0
2024-04-16 13:19:00,0,0,0
2024-04-16 13:20:00,0,0,0
2024-04-16 13:21:00,0,0,0
2024-04-16 13:22:00,0,0,0
2024-04-16 13:23:00,0,0,0
2024-04-16 13:24:00,0,0,0
2024-04-16 13:25:00,0,0,0
2024-04-16 13:26:00,0,0,0
2024-04-16 13:27:00,0,0,0
2024-04-16 13:28:00,0,0,0
2024-04-16 13:29:00,0,0,0
2024-04-16 13:30:00,0,0,0
2024-04-16 13:31:00,0,0,0
2024-04-16 13:32:00,2,1,1
2024-04-16 13:33:00,3,1,2
2024-04-16 13:34:00,3,1,2
2024-04-16 13:35:00,3,1,2
2024-04-16 13:36:00,3,1,2
2024-04-16 13:37:00,3,1,2
2024-04-16 13:38:00,4,1,3
2024-04-16 13:39:00,5,1,4
2024-04-16 13:40:00,7,1,6
2024-04-16 13:41:00,9,1,8
2024-04-16 13:42:00,10,1,9
2024-04-16 13:43:00,14,2,12
2024-04-16 13:44:00,14,2,12
2024-04-16 13:45:00,2,0,14
2024-04-16 13:46:00,4,0,16
2024-04-16 13:47:00,6,0,18
2024-04-16 13:48:00,6,0,18
2024-04-16 13:49:00,6,0,18
2024-04-16 13:50:00,6,0,18
2024-04-16 13:51:00,7,0,19
2024-04-16 13:52:00,8,0,20
2024-04-16 13:53:00,8,0,20
2024-04-16 13:54:00,8,0,20
2024-04-16 13:55:00,8,0,20
2024-04-16 13:56:00,9,0,21
2024-04-16 13:57:00,10,0,22
2024-04-16 13:58:00,11,0,23
2024-04-16 13:59:00,11,0,23
2024-04-16 14:00:00,11,0,23
2024-04-16 14:01:00,11,0,23
2024-04-16 14:02:00,11,0,23
2024-04-16 14:03:00,11,0,23
2024-04-16 14:04:00,11,0,23
2024-04-16 14:05:00,11,0,23
2024-04-16 14:06:00,11,0,23
2024-04-16 14:07:00,11,0,23
2024-04-16 14:08:00,11,0,23
2024-04-16 14:09:00,12,1,23
2024-04-16 14:10:00,12,1,23
2024-04-16 14:11:00,12,1,23
2024-04-16 14:12:00,12,1,23
2024-04-16 14:13:00,12,1,23
2024-04-16 14:14:00,12,1,23
2024-04-16 14:15:00,12,1,23
2024-04-16 14:16:00,12,1,23
2024-04-16 14:17:00,12,1,23
2024-04-16 14:18:00,12,2,22
2024-04-16 14:19:00,12,2,22
2024-04-16 14:20:00,12,2,22
2024-04-16 14:21:00,12,2,22
2024-04-16 14:22:00,12,2,22
2024-04-16 14:23:00,12,2,22
2024-04-16 14:24:00,12,2,22
2024-04-16 14:25:00,12,2,22
2024-04-16 14:26:00,12,2,22
2024-04-16 14:27:00,12,2,22
2024-04-16 14:28:00,12,2,22
2024-04-16 14:29:00,12,2,22
2024-04-16 14:30:00,12,2,22
2024-04-16 14:31:00,12,2,22
2024-04-16 14:32:00,12,2,22
2024-04-16 14:33:00,12,2,22
2024-04-16 14:34:00,12,2,22
2024-04-16 14:35:00,12,2,22
2024-04-16 14:36:00,12,3,21
2024-04-16 14:37:00,12,3,21
2024-04-16 14:38:00,12,3,21
2024-04-16 14:39:00,12,3,21
2024-04-16 14:40:00,12,4,20
2024-04-16 14:41:00,12,4,20
2024-04-16 14:42:00,12,4,20
2024-04-16 14:43:00,12,4,20
2024-04-16 14:44:00,12,4,20
2024-04-16 14:45:00,12,4,20
2024-04-16 14:46:00,12,4,20
2024-04-16 14:47:00,12,4,20
2024-04-16 14:48:00,12,4,20
2024-04-16 14:49:00,12,4,20
2024-04-16 14:50:00,12,4,20
2024-04-16 14:51:00,12,4,20
2024-04-16 14:52:00,12,5,19
2024-04-16 14:53:00,12,5,19
2024-04-16 14:54:00,14,5,21
2024-04-16 14:55:00,14,5,21
2024-04-16 14:56:00,14,5,21
2024-04-16 14:57:00,14,5,21
2024-04-16 14:58:00,14,5,21
2024-04-16 14:59:00,14,5,21
2024-04-16 15:00:00,14,5,21
2024-04-16 15:01:00,14,5,21
2024-04-16 15:02:00,14,5,21
2024-04-16 15:03:00,14,5,21
2024-04-16 15:04:00,14,5,21
2024-04-16 15:05:00,14,5,21
2024-04-16 15:06:00,14,6,20
2024-04-16 15:07:00,14,6,20
2024-04-16 15:08:00,14,6,20
2024-04-16 15:09:00,14,6,20
2024-04-16 15:10:00,14,6,20
2024-04-16 15:11:00,14,6,20
2024-04-16 15:12:00,14,9,17
2024-04-16 15:13:00,15,29,-2
2024-04-16 15:14:00,15,29,-2
2024-04-16 15:15:00,0,0,-2
2024-04-16 15:16:00,0,0,-2
2024-04-16 15:17:00,0,0,-2
2024-04-16 15:18:00,1,0,-2
2024-04-16 15:19:00,1,0,-2
2024-04-16 15:20:00,5,0,-2
2024-04-16 15:21:00,5,0,-2
2024-04-16 15:22:00,5,1,-3
2024-04-16 15:23:00,6,1,-3
2024-04-16 15:24:00,8,1,-3
2024-04-16 15:25:00,10,1,-3
2024-04-16 15:26:00,11,1,-3
2024-04-16 15:27:00,14,1,-3
2024-04-16 15:28:00,15,1,-3
2024-04-16 15:29:00,17,1,-3
