time,people_in,people_out,people_inside
2024-05-28 13:15:00,0,0,0
2024-05-28 13:16:00,0,0,0
2024-05-28 13:17:00,0,0,0
2024-05-28 13:18:00,0,0,0
2024-05-28 13:19:00,0,0,0
2024-05-28 13:20:00,0,0,0
2024-05-28 13:21:00,0,0,0
2024-05-28 13:22:00,0,0,0
2024-05-28 13:23:00,0,0,0
2024-05-28 13:24:00,0,0,0
2024-05-28 13:25:00,0,0,0
2024-05-28 13:26:00,0,0,0
2024-05-28 13:27:00,1,0,1
2024-05-28 13:28:00,1,0,1
2024-05-28 13:29:00,1,0,1
2024-05-28 13:30:00,1,0,1
2024-05-28 13:31:00,2,0,2
2024-05-28 13:32:00,2,0,2
2024-05-28 13:33:00,2,0,2
2024-05-28 13:34:00,2,0,2
2024-05-28 13:35:00,6,0,6
2024-05-28 13:36:00,8,0,8
2024-05-28 13:37:00,8,0,8
2024-05-28 13:38:00,9,0,9
2024-05-28 13:39:00,9,0,9
2024-05-28 13:40:00,9,0,9
2024-05-28 13:41:00,9,0,9
2024-05-28 13:42:00,9,0,9
2024-05-28 13:43:00,10,0,10
2024-05-28 13:44:00,10,0,10
2024-05-28 13:45:00,0,0,10
2024-05-28 13:46:00,0,0,10
2024-05-28 13:47:00,0,0,10
2024-05-28 13:48:00,0,0,10
2024-05-28 13:49:00,0,0,10
2024-05-28 13:50:00,0,0,10
2024-05-28 13:51:00,0,0,10
2024-05-28 13:52:00,0,0,10
2024-05-28 13:53:00,0,0,10
2024-05-28 13:54:00,0,0,10
2024-05-28 13:55:00,0,0,10
2024-05-28 13:56:00,0,0,10
2024-05-28 13:57:00,0,0,10
2024-05-28 13:58:00,0,0,10
2024-05-28 13:59:00,0,0,10
2024-05-28 14:00:00,0,0,10
2024-05-28 14:01:00,0,0,10
2024-05-28 14:02:00,0,0,10
2024-05-28 14:03:00,0,0,10
2024-05-28 14:04:00,0,0,10
2024-05-28 14:05:00,0,0,10
2024-05-28 14:06:00,0,0,10
2024-05-28 14:07:00,0,0,10
2024-05-28 14:08:00,0,0,10
2024-05-28 14:09:00,0,0,10
2024-05-28 14:10:00,0,0,10
2024-05-28 14:11:00,0,0,10
2024-05-28 14:12:00,0,0,10
2024-05-28 14:13:00,0,0,10
2024-05-28 14:14:00,0,0,10
2024-05-28 14:15:00,0,0,10
2024-05-28 14:16:00,0,0,10
2024-05-28 14:17:00,0,0,10
2024-05-28 14:18:00,0,0,10
2024-05-28 14:19:00,0,0,10
2024-05-28 14:20:00,0,0,10
2024-05-28 14:21:00,0,0,10
2024-05-28 14:22:00,0,0,10
2024-05-28 14:23:00,0,0,10
2024-05-28 14:24:00,0,0,10
2024-05-28 14:25:00,0,0,10
2024-05-28 14:26:00,0,0,10
2024-05-28 14:27:00,0,0,10
2024-05-28 14:28:00,0,0,10
2024-05-28 14:29:00,0,0,10
2024-05-28 14:30:00,0,0,10
2024-05-28 14:31:00,0,0,10
2024-05-28 14:32:00,0,0,10
2024-05-28 14:33:00,0,0,10
2024-05-28 14:34:00,0,0,10
2024-05-28 14:35:00,0,0,10
2024-05-28 14:36:00,0,0,10
2024-05-28 14:37:00,0,0,10
2024-05-28 14:38:00,0,0,10
2024-05-28 14:39:00,0,0,10
2024-05-28 14:40:00,0,0,10
2024-05-28 14:41:00,0,0,10
2024-05-28 14:42:00,0,0,10
2024-05-28 14:43:00,0,0,10
2024-05-28 14:44:00,0,0,10
2024-05-28 14:45:00,0,0,10
2024-05-28 14:46:00,0,0,10
2024-05-28 14:47:00,0,0,10
2024-05-28 14:48:00,0,0,10
2024-05-28 14:49:00,0,0,10
2024-05-28 14:50:00,0,0,10
2024-05-28 14:51:00,0,0,10
2024-05-28 14:52:00,0,0,10
2024-05-28 14:53:00,0,0,10
2024-05-28 14:54:00,0,0,10
2024-05-28 14:55:00,0,0,10
2024-05-28 14:56:00,0,0,10
2024-05-28 14:57:00,0,0,10
2024-05-28 14:58:00,0,0,10
2024-05-28 14:59:00,0,0,10
2024-05-28 15:00:00,0,0,10
2024-05-28 15:01:00,0,0,10
2024-05-28 15:02:00,0,0,10
2024-05-28 15:03:00,0,0,10
2024-05-28 15:04:00,0,0,10
2024-05-28 15:05:00,0,0,10
2024-05-28 15:06:00,0,0,10
2024-05-28 15:07:00,0,0,10
2024-05-28 15:08:00,0,0,10
2024-05-28 15:09:00,0,0,10
2024-05-28 15:10:00,0,0,10
2024-05-28 15:11:00,1,7,4
2024-05-28 15:12:00,1,8,3
2024-05-28 15:13:00,1,8,3
2024-05-28 15:14:00,2,8,4
2024-05-28 15:15:00,2,0,4
2024-05-28 15:16:00,2,0,4
2024-05-28 15:17:00,3,0,4
2024-05-28 15:18:00,3,0,4
2024-05-28 15:19:00,3,0,4
2024-05-28 15:20:00,3,0,4
2024-05-28 15:21:00,4,0,4
2024-05-28 15:22:00,5,0,4
2024-05-28 15:23:00,5,0,4
2024-05-28 15:24:00,6,0,4
2024-05-28 15:25:00,6,0,4
2024-05-28 15:26:00,6,0,4
2024-05-28 15:27:00,7,1,3
2024-05-28 15:28:00,9,1,3
2024-05-28 15:29:00,11,1,3
