time,people_in,people_out,people_inside
2024-04-09 13:30:00,0,0,0
2024-04-09 13:31:00,0,0,0
2024-04-09 13:32:00,0,0,0
2024-04-09 13:33:00,1,0,1
2024-04-09 13:34:00,2,0,2
2024-04-09 13:35:00,2,0,2
2024-04-09 13:36:00,4,1,4
2024-04-09 13:37:00,4,1,4
2024-04-09 13:38:00,5,1,5
2024-04-09 13:39:00,7,1,7
2024-04-09 13:40:00,7,1,7
2024-04-09 13:40:00,7,1,7
2024-04-09 13:41:00,8,1,8
2024-04-09 13:42:00,11,1,11
2024-04-09 13:43:00,13,1,13
2024-04-09 13:44:00,20,1,20
2024-04-09 13:45:00,2,1,21
2024-04-09 13:46:00,3,1,22
2024-04-09 13:47:00,6,1,25
2024-04-09 13:48:00,9,1,28
2024-04-09 13:49:00,9,2,27
2024-04-09 13:50:00,9,2,27
2024-04-09 13:51:00,9,6,23
2024-04-09 13:52:00,9,6,23
2024-04-09 13:53:00,9,6,23
2024-04-09 13:54:00,9,6,23
2024-04-09 13:55:00,9,7,22
2024-04-09 13:56:00,10,7,23
2024-04-09 13:57:00,10,7,23
2024-04-09 13:58:00,10,7,23
2024-04-09 13:59:00,10,7,23
2024-04-09 14:00:00,11,7,24
2024-04-09 14:01:00,11,7,24
2024-04-09 14:02:00,11,7,24
2024-04-09 14:03:00,11,7,24
2024-04-09 14:04:00,11,7,24
2024-04-09 14:05:00,11,7,24
2024-04-09 14:06:00,11,7,24
2024-04-09 14:07:00,11,7,24
2024-04-09 14:08:00,11,7,24
2024-04-09 14:09:00,11,7,24
2024-04-09 14:10:00,11,7,24
2024-04-09 14:11:00,11,7,24
2024-04-09 14:12:00,11,7,24
2024-04-09 14:13:00,11,7,24
2024-04-09 14:14:00,11,8,23
2024-04-09 14:15:00,11,8,23
2024-04-09 14:16:00,11,8,23
2024-04-09 14:17:00,11,9,22
2024-04-09 14:18:00,12,9,23
2024-04-09 14:19:00,13,10,23
2024-04-09 14:20:00,13,10,23
2024-04-09 14:21:00,13,10,23
2024-04-09 14:22:00,13,10,23
2024-04-09 14:23:00,13,10,23
2024-04-09 14:24:00,13,11,22
2024-04-09 14:25:00,13,11,22
2024-04-09 14:26:00,13,11,22
2024-04-09 14:27:00,13,11,22
2024-04-09 14:28:00,13,11,22
2024-04-09 14:29:00,13,11,22
2024-04-09 14:30:00,13,11,22
2024-04-09 14:31:00,13,11,22
2024-04-09 14:32:00,13,11,22
2024-04-09 14:33:00,13,11,22
2024-04-09 14:34:00,13,11,22
2024-04-09 14:35:00,13,11,22
2024-04-09 14:36:00,13,11,22
2024-04-09 14:37:00,13,11,22
2024-04-09 14:38:00,13,11,22
2024-04-09 14:39:00,13,11,22
2024-04-09 14:40:00,13,11,22
2024-04-09 14:41:00,13,11,22
2024-04-09 14:42:00,13,11,22
2024-04-09 14:43:00,13,11,22
2024-04-09 14:44:00,13,11,22
2024-04-09 14:45:00,13,11,22
2024-04-09 14:46:00,13,11,22
2024-04-09 14:47:00,13,11,22
2024-04-09 14:48:00,13,11,22
2024-04-09 14:49:00,13,11,22
2024-04-09 14:50:00,13,11,22
2024-04-09 14:51:00,13,11,22
2024-04-09 14:52:00,13,11,22
2024-04-09 14:53:00,13,11,22
2024-04-09 14:54:00,13,11,22
2024-04-09 14:55:00,13,11,22
2024-04-09 14:56:00,13,11,22
2024-04-09 14:57:00,13,11,22
2024-04-09 14:58:00,13,12,21
2024-04-09 14:59:00,13,12,21
2024-04-09 15:00:00,13,12,21
2024-04-09 15:01:00,13,12,21
2024-04-09 15:02:00,13,12,21
2024-04-09 15:03:00,13,12,21
2024-04-09 15:04:00,13,12,21
2024-04-09 15:05:00,13,12,21
2024-04-09 15:06:00,13,13,20
2024-04-09 15:07:00,13,13,20
2024-04-09 15:08:00,13,13,20
2024-04-09 15:09:00,13,13,20
2024-04-09 15:10:00,14,37,-3
2024-04-09 15:11:00,14,38,-4
2024-04-09 15:12:00,14,41,-7
2024-04-09 15:13:00,14,41,-7
2024-04-09 15:14:00,14,41,-7
2024-04-09 15:15:00,0,0,-7
2024-04-09 15:16:00,0,0,-7
2024-04-09 15:17:00,0,0,-7
2024-04-09 15:18:00,0,0,-7
2024-04-09 15:19:00,2,0,-7
2024-04-09 15:20:00,3,0,-7
2024-04-09 15:21:00,4,0,-7
2024-04-09 15:22:00,7,0,-7
2024-04-09 15:23:00,9,0,-7
2024-04-09 15:24:00,10,0,-7
2024-04-09 15:25:00,10,0,-7
2024-04-09 15:26:00,10,0,-7
2024-04-09 15:27:00,14,0,-7
2024-04-09 15:28:00,15,0,-7
2024-04-09 15:29:00,15,0,-7
