,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
113,2024-05-29 11:46:20,0,6,20,15,1,0,0
112,2024-05-29 11:46:34,30,0,44,24,1,0,1
111,2024-05-29 11:46:38,12,0,24,18,1,0,1
110,2024-05-29 11:47:03,0,6,24,22,1,0,0
109,2024-05-29 11:50:31,17,0,26,17,1,0,1
108,2024-05-29 11:51:27,9,0,25,37,1,0,1
107,2024-05-29 11:52:55,13,0,29,37,1,0,1
106,2024-05-29 11:53:49,11,0,40,42,1,0,1
105,2024-05-29 11:53:52,0,10,20,24,1,0,0
104,2024-05-29 11:53:58,12,0,35,39,1,0,1
103,2024-05-29 11:54:28,7,0,33,32,1,0,1
123,2024-05-29 11:55:03,0,69,114,164,1,1,0
122,2024-05-29 11:55:07,13,0,72,67,1,1,1
121,2024-05-29 11:55:11,59,0,141,29,1,1,1
120,2024-05-29 11:55:14,0,64,0,82,1,1,6
102,2024-05-29 11:56:58,7,0,22,22,1,0,1
101,2024-05-29 11:57:51,0,1,15,23,1,0,0
100,2024-05-29 11:58:05,21,0,48,32,1,0,1
99,2024-05-29 11:59:15,7,0,24,25,1,0,1
98,2024-05-29 11:59:26,4,0,16,18,1,0,1
97,2024-05-29 11:59:48,6,0,28,35,1,0,1
96,2024-05-29 12:01:01,30,0,55,36,1,0,1
95,2024-05-29 12:01:38,18,0,48,44,1,0,1
94,2024-05-29 12:01:52,5,0,14,15,1,0,1
93,2024-05-29 12:01:55,18,0,50,45,1,0,1
92,2024-05-29 12:02:39,7,0,38,38,1,0,1
91,2024-05-29 12:02:45,18,0,52,41,1,0,1
90,2024-05-29 12:05:37,17,0,35,30,1,0,1
89,2024-05-29 12:05:40,17,0,61,71,1,0,1
88,2024-05-29 12:06:34,17,0,57,50,1,0,1
87,2024-05-29 12:17:42,10,0,56,58,1,0,1
86,2024-05-29 12:23:56,14,0,37,36,1,0,1
85,2024-05-29 12:31:47,17,0,60,51,1,0,1
84,2024-05-29 12:49:05,0,14,38,41,1,0,0
83,2024-05-29 12:51:18,17,0,38,35,1,0,1
82,2024-05-29 13:03:58,0,19,21,34,1,0,0
81,2024-05-29 13:05:51,9,0,27,28,1,0,1
80,2024-05-29 13:11:38,0,13,30,32,1,0,0
79,2024-05-29 13:13:30,20,0,63,53,1,0,1
78,2024-05-29 13:14:12,8,0,26,23,1,0,1
77,2024-05-29 13:21:22,0,6,27,24,1,0,0
76,2024-05-29 13:21:25,0,4,33,28,1,0,0
75,2024-05-29 13:21:29,0,4,31,28,1,0,0
74,2024-05-29 13:21:43,0,8,29,28,1,0,0
72,2024-05-29 13:21:46,0,19,23,34,1,0,0
73,2024-05-29 13:21:46,0,22,55,50,1,0,0
71,2024-05-29 13:22:25,0,5,28,25,1,0,0
70,2024-05-29 13:22:29,0,7,29,31,1,0,0
119,2024-05-29 13:22:50,0,32,108,122,1,1,0
118,2024-05-29 13:22:53,0,5,106,101,1,1,0
69,2024-05-29 13:23:03,0,5,34,27,1,0,0
68,2024-05-29 13:23:10,8,0,31,31,1,0,1
67,2024-05-29 13:24:43,0,4,29,25,1,0,0
66,2024-05-29 13:27:40,11,0,27,31,1,0,1
65,2024-05-29 13:27:58,0,13,22,27,1,0,0
64,2024-05-29 13:28:50,10,0,31,33,1,0,1
63,2024-05-29 13:28:59,5,0,30,31,1,0,1
62,2024-05-29 13:29:00,9,0,34,35,1,0,1
61,2024-05-29 13:29:01,5,0,27,32,1,0,1
60,2024-05-29 13:32:44,9,0,36,32,1,0,1
59,2024-05-29 13:33:44,13,0,30,21,1,0,1
117,2024-05-29 13:33:50,12,0,40,35,1,1,1
116,2024-05-29 13:33:52,10,0,67,64,1,1,1
58,2024-05-29 13:42:13,11,0,32,33,1,0,1
57,2024-05-29 13:45:50,14,0,42,34,1,0,1
56,2024-05-29 13:46:17,0,3,16,15,1,0,0
55,2024-05-29 13:49:01,18,0,38,25,1,0,1
54,2024-05-29 13:49:16,0,7,55,18,1,0,0
53,2024-05-29 14:06:07,0,8,29,29,1,0,0
52,2024-05-29 14:06:08,0,6,31,26,1,0,0
51,2024-05-29 14:06:10,0,7,29,30,1,0,0
50,2024-05-29 14:08:41,0,19,41,54,1,0,0
49,2024-05-29 14:09:35,0,7,27,27,1,0,0
48,2024-05-29 14:23:03,0,0,0,0,1,0,2
47,2024-05-29 14:24:03,14,0,25,39,1,0,1
46,2024-05-29 14:24:04,0,21,46,59,1,0,0
45,2024-05-29 14:29:50,0,6,34,28,1,0,0
44,2024-05-29 14:29:51,0,4,28,27,1,0,0
43,2024-05-29 14:29:55,0,3,16,14,1,0,0
42,2024-05-29 14:29:59,0,13,20,34,1,0,0
41,2024-05-29 14:30:00,0,4,28,23,1,0,0
40,2024-05-29 14:30:02,0,8,20,23,1,0,0
39,2024-05-29 14:30:06,0,9,33,28,1,0,0
38,2024-05-29 14:30:07,0,12,29,31,1,0,0
37,2024-05-29 14:30:09,0,4,34,29,1,0,0
36,2024-05-29 14:30:15,0,6,25,26,1,0,0
35,2024-05-29 14:30:17,0,4,23,19,1,0,0
34,2024-05-29 14:30:22,0,11,15,21,1,0,0
33,2024-05-29 14:30:24,0,15,38,32,1,0,0
32,2024-05-29 14:30:27,0,17,26,38,1,0,0
31,2024-05-29 14:30:29,0,38,24,53,1,0,0
30,2024-05-29 14:30:41,0,9,24,28,1,0,0
29,2024-05-29 14:30:48,7,0,26,24,1,0,1
28,2024-05-29 14:30:50,12,0,31,33,1,0,1
27,2024-05-29 14:30:52,6,0,24,30,1,0,1
26,2024-05-29 14:30:54,5,0,60,75,1,0,1
25,2024-05-29 14:30:56,8,0,33,31,1,0,1
24,2024-05-29 14:30:58,6,0,54,58,1,0,1
23,2024-05-29 14:31:01,15,0,56,60,1,0,1
22,2024-05-29 14:31:02,0,2,36,30,1,0,0
21,2024-05-29 14:31:06,7,0,35,35,1,0,1
20,2024-05-29 14:31:07,12,0,29,32,1,0,1
19,2024-05-29 14:31:09,11,0,26,22,1,0,1
18,2024-05-29 14:31:12,14,0,74,85,1,0,1
17,2024-05-29 14:31:15,0,48,0,11,1,0,6
16,2024-05-29 14:31:35,4,0,18,21,1,0,1
15,2024-05-29 14:31:38,0,5,36,36,1,0,0
14,2024-05-29 14:31:43,13,0,36,33,1,0,1
13,2024-05-29 14:31:45,9,0,45,56,1,0,1
12,2024-05-29 14:31:50,0,3,27,23,1,0,0
