,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
0,2024-04-10 10:01:46,0,12,58,57,0,0,0
1,2024-04-10 10:01:49,0,10,30,31,0,0,0
2,2024-04-10 10:01:51,0,7,28,28,0,0,0
3,2024-04-10 10:01:53,0,3,26,22,0,0,0
4,2024-04-10 10:01:55,0,14,22,27,0,0,0
5,2024-04-10 10:01:55,0,8,32,27,0,1,0
6,2024-04-10 10:01:56,0,7,20,18,0,0,0
7,2024-04-10 10:01:58,0,17,45,49,0,1,0
8,2024-04-10 10:02:00,0,3,25,25,0,1,0
9,2024-04-10 10:02:03,0,6,26,26,0,1,0
10,2024-04-10 10:02:05,0,7,47,47,0,0,0
11,2024-04-10 10:02:07,0,18,41,45,0,0,0
12,2024-04-10 10:02:08,0,16,29,34,0,0,0
13,2024-04-10 10:02:11,0,12,29,30,0,0,0
14,2024-04-10 10:02:11,0,13,47,46,0,1,0
15,2024-04-10 10:02:13,0,11,51,58,0,1,0
16,2024-04-10 10:02:14,0,6,22,29,0,1,0
17,2024-04-10 10:02:15,0,7,98,75,0,0,0
18,2024-04-10 10:02:16,0,12,35,37,0,0,0
19,2024-04-10 10:02:18,0,6,39,35,0,0,0
20,2024-04-10 10:02:19,0,4,24,20,0,0,0
21,2024-04-10 10:02:20,0,7,63,59,0,1,0
22,2024-04-10 10:02:21,0,11,24,28,0,1,0
23,2024-04-10 10:02:23,0,5,27,28,0,1,0
24,2024-04-10 10:02:28,0,23,82,87,0,0,0
25,2024-04-10 10:02:30,0,5,19,21,0,1,0
26,2024-04-10 10:02:30,0,14,39,42,0,0,0
27,2024-04-10 10:02:31,0,3,30,27,0,1,0
28,2024-04-10 10:02:35,0,10,52,39,0,0,0
29,2024-04-10 10:02:37,0,5,69,56,0,0,0
30,2024-04-10 10:02:38,0,11,30,30,0,0,0
31,2024-04-10 10:02:38,12,0,27,30,0,1,1
32,2024-04-10 10:02:39,0,4,26,25,0,0,0
33,2024-04-10 10:02:39,10,0,60,67,0,1,1
34,2024-04-10 10:02:41,0,4,19,17,0,0,0
35,2024-04-10 10:02:41,29,0,133,106,0,1,1
36,2024-04-10 10:02:42,0,6,26,21,0,0,0
37,2024-04-10 10:02:44,8,0,31,30,0,1,1
