,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
70,2024-05-23 15:15:30,9,0,21,22,1,0,1
69,2024-05-23 15:16:16,9,0,22,22,1,0,1
68,2024-05-23 15:17:07,15,0,34,25,1,0,1
67,2024-05-23 15:17:27,0,3,27,44,1,0,0
66,2024-05-23 15:18:15,6,0,37,28,1,0,1
65,2024-05-23 15:21:42,0,6,42,45,1,0,0
64,2024-05-23 15:21:47,39,0,77,69,1,0,1
63,2024-05-23 15:22:07,0,5,23,24,1,0,0
78,2024-05-23 15:22:20,10,0,32,28,1,1,1
62,2024-05-23 15:22:49,8,0,28,23,1,0,1
61,2024-05-23 15:23:36,7,0,18,20,1,0,1
60,2024-05-23 15:23:43,13,0,31,27,1,0,1
59,2024-05-23 15:24:10,14,0,43,43,1,0,1
58,2024-05-23 15:24:54,11,0,40,36,1,0,1
57,2024-05-23 15:25:52,11,0,26,26,1,0,1
56,2024-05-23 15:25:53,11,0,31,28,1,0,1
55,2024-05-23 15:25:54,12,0,24,29,1,0,1
54,2024-05-23 15:26:27,12,0,19,15,1,0,1
53,2024-05-23 15:26:35,8,0,26,24,1,0,1
52,2024-05-23 15:27:13,10,0,27,28,1,0,1
51,2024-05-23 15:27:31,11,0,27,22,1,0,1
50,2024-05-23 15:28:24,8,0,15,14,1,0,1
49,2024-05-23 15:28:57,0,11,31,35,1,0,0
48,2024-05-23 15:29:07,9,0,26,30,1,0,1
47,2024-05-23 15:30:04,10,0,36,36,1,0,1
46,2024-05-23 15:33:10,12,0,24,33,1,0,1
45,2024-05-23 15:35:55,0,5,24,20,1,0,0
44,2024-05-23 15:36:00,31,0,114,122,1,0,1
43,2024-05-23 15:41:12,33,0,182,183,1,0,1
42,2024-05-23 15:45:14,49,0,159,146,1,0,1
41,2024-05-23 15:52:23,10,0,97,115,1,0,1
40,2024-05-23 16:15:41,0,14,26,27,1,0,0
77,2024-05-23 16:29:58,31,0,117,225,1,1,1
39,2024-05-23 16:32:55,0,26,53,61,1,0,0
38,2024-05-23 16:47:53,0,36,57,64,1,0,0
37,2024-05-23 16:51:53,0,47,61,86,1,0,0
36,2024-05-23 16:51:58,0,19,26,34,1,0,0
35,2024-05-23 16:52:01,0,9,29,22,1,0,0
34,2024-05-23 16:52:03,0,7,30,24,1,0,0
33,2024-05-23 16:52:09,0,11,42,38,1,0,0
32,2024-05-23 16:52:10,0,6,53,47,1,0,0
31,2024-05-23 16:52:11,0,7,23,20,1,0,0
30,2024-05-23 16:52:15,0,6,38,81,1,0,0
29,2024-05-23 16:52:16,38,0,80,23,1,0,1
28,2024-05-23 16:52:17,0,16,34,34,1,0,0
27,2024-05-23 16:52:17,0,3,36,30,1,0,0
26,2024-05-23 16:52:19,0,9,38,41,1,0,0
25,2024-05-23 16:52:21,0,6,26,43,1,0,0
24,2024-05-23 16:52:22,0,4,37,35,1,0,0
23,2024-05-23 16:52:23,0,7,26,21,1,0,0
22,2024-05-23 16:52:39,0,15,23,27,1,0,0
21,2024-05-23 16:52:41,0,6,28,24,1,0,0
20,2024-05-23 16:52:42,0,5,33,28,1,0,0
19,2024-05-23 16:52:44,0,3,29,22,1,0,0
18,2024-05-23 16:52:45,0,16,25,31,1,0,0
17,2024-05-23 16:52:46,0,8,23,22,1,0,0
16,2024-05-23 16:52:47,0,28,32,48,1,0,0
15,2024-05-23 16:53:06,0,27,62,61,1,0,0
76,2024-05-23 16:53:29,0,21,90,99,1,1,0
75,2024-05-23 16:55:27,68,0,327,0,1,1,5
74,2024-05-23 16:55:28,0,0,146,606,1,1,1
73,2024-05-23 16:55:33,12,0,0,85,1,1,6
72,2024-05-23 16:55:34,0,0,378,265,1,1,1
71,2024-05-23 16:55:39,33,0,396,379,1,1,1
14,2024-05-23 16:56:05,0,17,54,55,1,0,0
13,2024-05-23 16:57:39,0,19,71,73,1,0,0
12,2024-05-23 16:57:45,9,0,29,25,1,0,1
11,2024-05-23 17:01:20,3,0,58,59,1,0,1
10,2024-05-23 17:02:47,10,0,54,50,1,0,1
9,2024-05-23 17:06:11,7,0,58,58,1,0,1
8,2024-05-23 17:07:10,10,0,27,23,1,0,1
7,2024-05-23 17:10:39,6,0,29,33,1,0,1
6,2024-05-23 17:11:17,6,0,20,25,1,0,1
5,2024-05-23 17:14:20,13,0,47,40,1,0,1
4,2024-05-23 17:14:21,10,0,26,27,1,0,1
3,2024-05-23 17:14:24,16,0,43,37,1,0,1
2,2024-05-23 17:14:46,11,0,37,37,1,0,1
1,2024-05-23 17:14:48,14,0,72,78,1,0,1
0,2024-05-23 17:14:49,11,0,37,34,1,0,1
