,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
86,2024-05-16 15:16:39,0,9,212,197,1,0,0
85,2024-05-16 15:17:08,0,14,72,74,1,0,0
84,2024-05-16 15:17:09,0,4,56,48,1,0,0
83,2024-05-16 15:17:10,0,19,28,36,1,0,0
82,2024-05-16 15:17:11,0,8,32,30,1,0,0
81,2024-05-16 15:17:18,0,12,42,35,1,0,0
80,2024-05-16 15:17:20,0,6,30,27,1,0,0
79,2024-05-16 15:17:28,0,7,19,17,1,0,0
78,2024-05-16 15:17:30,0,22,22,38,1,0,0
77,2024-05-16 15:17:42,0,18,84,88,1,0,0
76,2024-05-16 15:17:43,0,8,36,30,1,0,0
75,2024-05-16 15:17:58,0,22,170,190,1,0,0
74,2024-05-16 15:19:13,0,18,71,65,1,0,0
73,2024-05-16 15:19:15,0,3,104,79,1,0,0
72,2024-05-16 15:19:34,23,0,69,54,1,0,1
71,2024-05-16 15:19:45,32,0,54,36,1,0,1
70,2024-05-16 15:19:53,8,0,40,58,1,0,1
69,2024-05-16 15:19:55,12,0,39,56,1,0,1
68,2024-05-16 15:20:00,0,12,119,125,1,0,0
67,2024-05-16 15:20:03,101,0,67,0,1,0,5
66,2024-05-16 15:20:03,0,0,65,68,1,0,1
65,2024-05-16 15:20:21,0,9,53,37,1,0,0
64,2024-05-16 15:20:42,15,0,40,33,1,0,1
63,2024-05-16 15:20:43,12,0,33,28,1,0,1
62,2024-05-16 15:20:57,13,0,26,22,1,0,1
61,2024-05-16 15:20:58,10,0,22,17,1,0,1
60,2024-05-16 15:21:12,9,0,40,39,1,0,1
59,2024-05-16 15:22:13,10,0,249,258,1,0,1
58,2024-05-16 15:22:13,4,0,14,18,1,0,1
57,2024-05-16 15:23:39,8,0,80,60,1,0,1
56,2024-05-16 15:25:48,3,0,16,18,1,0,1
55,2024-05-16 15:25:58,7,0,63,72,1,0,1
54,2024-05-16 15:26:01,6,0,24,22,1,0,1
53,2024-05-16 15:26:27,8,0,28,36,1,0,1
52,2024-05-16 15:26:29,9,0,22,20,1,0,1
51,2024-05-16 15:26:30,4,0,62,24,1,0,1
50,2024-05-16 15:26:32,0,15,65,37,1,0,0
49,2024-05-16 15:26:34,0,19,0,69,1,0,6
48,2024-05-16 15:26:48,9,0,77,81,1,0,1
47,2024-05-16 15:27:17,5,0,41,42,1,0,1
46,2024-05-16 15:27:41,0,6,24,20,1,0,0
45,2024-05-16 15:28:17,6,0,21,22,1,0,1
44,2024-05-16 15:28:35,9,0,22,18,1,0,1
43,2024-05-16 15:28:38,6,0,24,23,1,0,1
42,2024-05-16 15:29:39,45,0,183,163,1,0,1
41,2024-05-16 15:29:58,7,0,122,143,1,0,1
40,2024-05-16 15:30:24,10,0,303,319,1,0,1
39,2024-05-16 15:32:26,15,0,473,462,1,0,1
38,2024-05-16 15:33:07,14,0,51,221,1,0,1
37,2024-05-16 15:33:32,0,24,100,83,1,0,0
36,2024-05-16 15:38:02,25,0,66,103,1,0,1
35,2024-05-16 15:38:12,10,0,178,225,1,0,1
34,2024-05-16 15:50:42,12,0,197,259,1,0,1
33,2024-05-16 15:57:09,22,0,133,152,1,0,1
32,2024-05-16 16:29:10,0,28,71,72,1,0,0
31,2024-05-16 16:33:36,13,0,208,0,1,0,5
30,2024-05-16 16:33:40,0,273,0,687,1,0,6
29,2024-05-16 16:50:09,0,28,110,119,1,0,0
28,2024-05-16 16:52:59,0,22,87,78,1,0,0
27,2024-05-16 16:56:13,0,27,42,59,1,0,0
26,2024-05-16 16:56:15,0,10,23,18,1,0,0
25,2024-05-16 16:56:16,0,8,26,27,1,0,0
24,2024-05-16 16:56:17,0,7,23,18,1,0,0
23,2024-05-16 16:56:21,0,10,19,23,1,0,0
22,2024-05-16 16:56:27,0,10,29,22,1,0,0
21,2024-05-16 16:56:29,0,23,72,90,1,0,0
20,2024-05-16 16:56:31,0,5,42,37,1,0,0
19,2024-05-16 16:56:31,0,4,32,25,1,0,0
18,2024-05-16 16:56:33,0,27,31,46,1,0,0
17,2024-05-16 16:56:34,0,12,25,26,1,0,0
16,2024-05-16 16:56:35,0,8,34,33,1,0,0
15,2024-05-16 16:56:36,0,7,31,34,1,0,0
14,2024-05-16 16:56:38,0,5,21,19,1,0,0
13,2024-05-16 16:56:39,3,0,32,23,1,0,1
12,2024-05-16 16:56:40,0,5,17,17,1,0,0
11,2024-05-16 16:56:42,0,7,36,35,1,0,0
10,2024-05-16 16:56:44,0,4,44,49,1,0,0
9,2024-05-16 16:56:47,0,8,26,23,1,0,0
8,2024-05-16 16:56:47,0,4,24,17,1,0,0
7,2024-05-16 16:56:49,0,6,34,20,1,0,0
6,2024-05-16 16:56:53,0,5,21,16,1,0,0
5,2024-05-16 16:57:23,0,25,45,52,1,0,0
4,2024-05-16 16:57:48,0,21,51,53,1,0,0
3,2024-05-16 16:58:20,0,24,70,21,1,0,0
2,2024-05-16 16:58:27,0,8,23,20,1,0,0
1,2024-05-16 16:58:27,0,6,32,32,1,0,0
0,2024-05-16 16:59:59,0,22,56,64,1,0,0
