time,people_in,people_out,people_inside
2024-06-25 13:30:00,3,0,3
2024-06-25 13:31:00,7,0,7
2024-06-25 13:32:00,7,0,7
2024-06-25 13:33:00,9,0,9
2024-06-25 13:34:00,14,0,14
2024-06-25 13:35:00,22,0,22
2024-06-25 13:36:00,23,0,23
2024-06-25 13:37:00,25,0,25
2024-06-25 13:38:00,29,1,29
2024-06-25 13:39:00,30,1,30
2024-06-25 13:40:00,30,1,30
2024-06-25 13:41:00,32,1,32
2024-06-25 13:42:00,34,1,34
2024-06-25 13:43:00,39,1,39
2024-06-25 13:44:00,39,2,39
2024-06-25 13:45:00,1,0,40
2024-06-25 13:46:00,4,0,43
2024-06-25 13:47:00,5,0,44
2024-06-25 13:48:00,6,0,45
2024-06-25 13:49:00,6,0,45
2024-06-25 13:50:00,7,0,46
2024-06-25 13:51:00,8,1,46
2024-06-25 13:52:00,9,1,47
2024-06-25 13:53:00,10,4,45
2024-06-25 13:54:00,10,4,45
2024-06-25 13:55:00,10,4,45
2024-06-25 13:56:00,10,4,45
2024-06-25 13:57:00,10,4,45
2024-06-25 13:58:00,10,4,45
2024-06-25 13:59:00,10,4,45
2024-06-25 14:00:00,11,5,45
2024-06-25 14:01:00,11,5,45
2024-06-25 14:02:00,11,5,45
2024-06-25 14:03:00,11,5,45
2024-06-25 14:04:00,11,6,44
2024-06-25 14:05:00,11,7,43
2024-06-25 14:06:00,11,9,41
2024-06-25 14:07:00,11,12,38
2024-06-25 14:08:00,11,13,37
2024-06-25 14:09:00,11,17,33
2024-06-25 14:10:00,12,19,32
2024-06-25 14:11:00,12,23,28
2024-06-25 14:12:00,12,31,20
2024-06-25 14:13:00,12,36,15
2024-06-25 14:14:00,12,47,4
2024-06-25 14:15:00,12,56,-5
2024-06-25 14:16:00,12,63,-12
2024-06-25 14:17:00,12,66,-15
2024-06-25 14:18:00,12,71,-20
2024-06-25 14:19:00,12,84,-33
2024-06-25 14:20:00,12,97,-46
2024-06-25 14:21:00,12,116,-65
2024-06-25 14:22:00,12,124,-73
2024-06-25 14:23:00,13,126,-74
2024-06-25 14:24:00,13,129,-77
2024-06-25 14:25:00,16,131,-76
2024-06-25 14:26:00,17,132,-76
2024-06-25 14:27:00,17,132,-76
2024-06-25 14:28:00,17,132,-76
2024-06-25 14:29:00,17,132,-76
2024-06-25 14:30:00,17,132,-76
2024-06-25 14:31:00,19,133,-75
2024-06-25 14:32:00,19,133,-75
2024-06-25 14:33:00,22,133,-72
2024-06-25 14:34:00,22,133,-72
2024-06-25 14:35:00,22,133,-72
2024-06-25 14:36:00,22,133,-72
2024-06-25 14:37:00,22,133,-72
2024-06-25 14:38:00,22,133,-72
2024-06-25 14:39:00,22,133,-72
2024-06-25 14:40:00,22,133,-72
2024-06-25 14:41:00,24,133,-70
2024-06-25 14:42:00,28,136,-69
2024-06-25 14:43:00,28,136,-69
2024-06-25 14:44:00,28,136,-69
2024-06-25 14:45:00,28,136,-69
2024-06-25 14:46:00,28,136,-69
2024-06-25 14:47:00,28,136,-69
2024-06-25 14:48:00,28,136,-69
2024-06-25 14:49:00,28,136,-69
2024-06-25 14:50:00,29,137,-69
2024-06-25 14:51:00,29,137,-69
2024-06-25 14:52:00,29,137,-69
2024-06-25 14:53:00,29,137,-69
2024-06-25 14:54:00,29,137,-69
2024-06-25 14:55:00,31,138,-68
2024-06-25 14:56:00,32,138,-67
2024-06-25 14:57:00,32,138,-67
2024-06-25 14:58:00,32,139,-68
2024-06-25 14:59:00,36,139,-64
2024-06-25 15:00:00,40,143,-64
2024-06-25 15:01:00,41,143,-63
2024-06-25 15:02:00,44,143,-60
2024-06-25 15:03:00,44,143,-60
2024-06-25 15:04:00,49,144,-56
2024-06-25 15:05:00,49,146,-58
2024-06-25 15:06:00,49,147,-59
2024-06-25 15:07:00,61,147,-47
2024-06-25 15:08:00,64,149,-46
2024-06-25 15:09:00,69,152,-44
2024-06-25 15:10:00,73,154,-42
2024-06-25 15:11:00,75,155,-41
2024-06-25 15:12:00,77,155,-39
2024-06-25 15:13:00,81,156,-36
2024-06-25 15:14:00,83,156,-34
2024-06-25 15:15:00,4,0,-34
2024-06-25 15:16:00,9,1,-35
2024-06-25 15:17:00,10,2,-36
2024-06-25 15:18:00,15,2,-36
2024-06-25 15:19:00,16,2,-36
2024-06-25 15:20:00,18,4,-38
2024-06-25 15:21:00,19,4,-38
2024-06-25 15:22:00,25,4,-38
2024-06-25 15:23:00,27,4,-38
2024-06-25 15:24:00,28,4,-38
2024-06-25 15:25:00,31,4,-38
2024-06-25 15:26:00,31,4,-38
2024-06-25 15:27:00,31,4,-38
2024-06-25 15:28:00,32,4,-38
2024-06-25 15:29:00,32,4,-38
