features,run_id,test_loss,val_loss
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture,3,0.016486,0.009318
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture,4,0.016736,0.008707
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture_studyarea,0,0.01581,0.008992
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture_studyarea,1,0.016835,0.009222
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture_studyarea,2,0.016415,0.008681
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture_studyarea,3,0.015948,0.009287
occrate_avgocc_coursenumber_weather_dow_hod_type_lecture_studyarea,4,0.017628,0.009526
occrate_avgocc_coursenumber_weather_dow_hod_type_registered,0,0.016022,0.008674
occrate_avgocc_coursenumber_weather_dow_hod_type_registered,1,0.016473,0.008731
occrate_avgocc_coursenumber_weather_dow_hod_type_registered,2,0.016446,0.00862
occrate_avgocc_coursenumber_weather_dow_hod_type_registered,3,0.016619,0.008862
occrate_avgocc_coursenumber_weather_dow_hod_type_registered,4,0.016449,0.008566
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture,0,0.016177,0.008644
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture,1,0.017133,0.008579
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture,2,0.016721,0.008373
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture,3,0.016984,0.008614
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture,4,0.016387,0.008525
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture_studyarea,0,0.015859,0.009736
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture_studyarea,1,0.016341,0.008367
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture_studyarea,2,0.016579,0.009057
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture_studyarea,3,0.017681,0.009109
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_lecture_studyarea,4,0.01728,0.008735
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_studyarea,0,0.015966,0.00847
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_studyarea,1,0.016939,0.008969
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_studyarea,2,0.017602,0.008967
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_studyarea,3,0.01602,0.008907
occrate_avgocc_coursenumber_weather_dow_hod_type_registered_studyarea,4,0.01671,0.00855
occrate_avgocc_coursenumber_weather_dow_hod_type_studyarea,0,0.016157,0.008993
occrate_avgocc_coursenumber_weather_dow_hod_type_studyarea,1,0.016877,0.008749
occrate_avgocc_coursenumber_weather_dow_hod_type_studyarea,2,0.017887,0.008893
occrate_avgocc_coursenumber_weather_dow_hod_type_studyarea,3,0.016486,0.009084
occrate_avgocc_coursenumber_weather_dow_hod_type_studyarea,4,0.016728,0.008517
occrate_avgocc_coursenumber_weather_dow_lecture,0,0.016907,0.008675
occrate_avgocc_coursenumber_weather_dow_lecture,1,0.016831,0.008411
occrate_avgocc_coursenumber_weather_dow_lecture,2,0.016971,0.008385
occrate_avgocc_coursenumber_weather_dow_lecture,3,0.015999,0.008875
occrate_avgocc_coursenumber_weather_dow_lecture,4,0.016476,0.008544
occrate_avgocc_coursenumber_weather_dow_lecture_studyarea,0,0.017316,0.008868
occrate_avgocc_coursenumber_weather_dow_lecture_studyarea,1,0.016377,0.009011
occrate_avgocc_coursenumber_weather_dow_lecture_studyarea,2,0.017016,0.008837
occrate_avgocc_coursenumber_weather_dow_lecture_studyarea,3,0.016639,0.008598
occrate_avgocc_coursenumber_weather_dow_lecture_studyarea,4,0.016518,0.008354
occrate_avgocc_coursenumber_weather_dow_registered,0,0.017529,0.008639
occrate_avgocc_coursenumber_weather_dow_registered,1,0.017405,0.008241
occrate_avgocc_coursenumber_weather_dow_registered,2,0.017168,0.008288
occrate_avgocc_coursenumber_weather_dow_registered,3,0.01698,0.008541
occrate_avgocc_coursenumber_weather_dow_registered,4,0.016654,0.008685
occrate_avgocc_coursenumber_weather_dow_registered_lecture,0,0.017205,0.008411
occrate_avgocc_coursenumber_weather_dow_registered_lecture,1,0.017168,0.008197
occrate_avgocc_coursenumber_weather_dow_registered_lecture,2,0.016943,0.008658
occrate_avgocc_coursenumber_weather_dow_registered_lecture,3,0.016571,0.008843
occrate_avgocc_coursenumber_weather_dow_registered_lecture,4,0.016821,0.008733
occrate_avgocc_coursenumber_weather_dow_registered_lecture_studyarea,0,0.016736,0.008989
occrate_avgocc_coursenumber_weather_dow_registered_lecture_studyarea,1,0.016858,0.008351
occrate_avgocc_coursenumber_weather_dow_registered_lecture_studyarea,2,0.016795,0.009013
occrate_avgocc_coursenumber_weather_dow_registered_lecture_studyarea,3,0.017352,0.009152
occrate_avgocc_coursenumber_weather_dow_registered_lecture_studyarea,4,0.017389,0.008496
occrate_avgocc_coursenumber_weather_dow_registered_studyarea,0,0.016963,0.008016
occrate_avgocc_coursenumber_weather_dow_registered_studyarea,1,0.01743,0.008941
occrate_avgocc_coursenumber_weather_dow_registered_studyarea,2,0.016874,0.008968
occrate_avgocc_coursenumber_weather_dow_registered_studyarea,3,0.016842,0.008546
occrate_avgocc_coursenumber_weather_dow_registered_studyarea,4,0.017434,0.008753
occrate_avgocc_coursenumber_weather_dow_studyarea,0,0.017363,0.008476
occrate_avgocc_coursenumber_weather_dow_studyarea,1,0.016847,0.008765
occrate_avgocc_coursenumber_weather_dow_studyarea,2,0.017408,0.008736
occrate_avgocc_coursenumber_weather_dow_studyarea,3,0.017181,0.008996
occrate_avgocc_coursenumber_weather_dow_studyarea,4,0.016867,0.009429
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled,0,0.017382,0.008351
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled,1,0.017389,0.008462
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled,2,0.017989,0.008873
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled,3,0.017598,0.008211
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled,4,0.016096,0.008132
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture,0,0.017365,0.008836
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture,1,0.016272,0.009082
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture,2,0.017313,0.008426
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture,3,0.016652,0.008385
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture,4,0.017208,0.008513
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture_studyarea,0,0.017189,0.008674
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture_studyarea,1,0.016273,0.00901
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture_studyarea,2,0.016619,0.00899
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture_studyarea,3,0.016876,0.009186
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_lecture_studyarea,4,0.015663,0.009063
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered,0,0.016675,0.008566
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered,1,0.018028,0.008429
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered,2,0.017654,0.008378
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered,3,0.016413,0.008764
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered,4,0.017757,0.008851
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture,0,0.01727,0.008937
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture,1,0.017363,0.008908
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture,2,0.017567,0.009027
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture,3,0.017068,0.00857
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture,4,0.016889,0.008315
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture_studyarea,0,0.017493,0.008615
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture_studyarea,1,0.016806,0.008307
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture_studyarea,2,0.017055,0.008183
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture_studyarea,3,0.016764,0.008507
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_lecture_studyarea,4,0.015505,0.007905
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_studyarea,0,0.016954,0.008034
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_studyarea,1,0.015937,0.00991
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_studyarea,2,0.016605,0.009152
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_studyarea,3,0.016003,0.008896
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_registered_studyarea,4,0.017055,0.008365
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_studyarea,0,0.017113,0.008916
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_studyarea,1,0.017176,0.008765
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_studyarea,2,0.01726,0.008731
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_studyarea,3,0.017508,0.008818
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_studyarea,4,0.016524,0.009119
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type,0,0.016741,0.008327
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type,1,0.016606,0.008501
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type,2,0.016684,0.00824
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type,3,0.016391,0.008132
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type,4,0.016537,0.008083
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture,0,0.017046,0.008429
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture,1,0.016878,0.00817
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture,2,0.016649,0.008357
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture,3,0.017037,0.008503
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture,4,0.016939,0.008505
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture_studyarea,0,0.016561,0.00886
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture_studyarea,1,0.016543,0.00896
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture_studyarea,2,0.016903,0.008503
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture_studyarea,3,0.017603,0.009485
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_lecture_studyarea,4,0.017878,0.009481
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered,0,0.016721,0.008893
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered,1,0.017366,0.008731
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered,2,0.01686,0.008164
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered,3,0.017525,0.008936
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered,4,0.016775,0.008148
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture,0,0.01629,0.008436
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture,1,0.017001,0.008095
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture,2,0.01623,0.009063
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture,3,0.016831,0.008625
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture,4,0.016759,0.008207
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.016556,0.008133
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.016317,0.008578
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.016693,0.008705
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016145,0.009084
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.016439,0.008347
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_studyarea,0,0.015504,0.009184
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_studyarea,1,0.016437,0.008017
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_studyarea,2,0.017193,0.008488
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_studyarea,3,0.017275,0.008457
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_registered_studyarea,4,0.015319,0.009056
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_studyarea,0,0.016374,0.008777
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_studyarea,1,0.016925,0.008958
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_studyarea,2,0.015334,0.008606
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_studyarea,3,0.016436,0.009054
occrate_avgocc_coursenumber_weather_dow_tutorium_test_cancelled_type_studyarea,4,0.017162,0.008751
occrate_avgocc_coursenumber_weather_dow_type,0,0.016996,0.008899
occrate_avgocc_coursenumber_weather_dow_type,1,0.016108,0.00861
occrate_avgocc_coursenumber_weather_dow_type,2,0.016934,0.008353
occrate_avgocc_coursenumber_weather_dow_type,3,0.016784,0.008562
occrate_avgocc_coursenumber_weather_dow_type,4,0.017134,0.008603
occrate_avgocc_coursenumber_weather_dow_type_lecture,0,0.017151,0.009038
occrate_avgocc_coursenumber_weather_dow_type_lecture,1,0.01717,0.009015
occrate_avgocc_coursenumber_weather_dow_type_lecture,2,0.016827,0.008849
occrate_avgocc_coursenumber_weather_dow_type_lecture,3,0.016867,0.008723
occrate_avgocc_coursenumber_weather_dow_type_lecture,4,0.016773,0.008609
occrate_avgocc_coursenumber_weather_dow_type_lecture_studyarea,0,0.016539,0.008873
occrate_avgocc_coursenumber_weather_dow_type_lecture_studyarea,1,0.016291,0.009028
occrate_avgocc_coursenumber_weather_dow_type_lecture_studyarea,2,0.017157,0.0087
occrate_avgocc_coursenumber_weather_dow_type_lecture_studyarea,3,0.017059,0.00904
occrate_avgocc_coursenumber_weather_dow_type_lecture_studyarea,4,0.015928,0.008957
occrate_avgocc_coursenumber_weather_dow_type_registered,0,0.016324,0.008063
occrate_avgocc_coursenumber_weather_dow_type_registered,1,0.016309,0.008619
occrate_avgocc_coursenumber_weather_dow_type_registered,2,0.016922,0.008471
occrate_avgocc_coursenumber_weather_dow_type_registered,3,0.016872,0.008995
occrate_avgocc_coursenumber_weather_dow_type_registered,4,0.017196,0.009015
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture,0,0.016537,0.008487
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture,1,0.016516,0.008531
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture,2,0.016777,0.008919
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture,3,0.016127,0.008275
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture,4,0.017065,0.008964
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture_studyarea,0,0.015159,0.008777
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture_studyarea,1,0.016998,0.008127
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture_studyarea,2,0.017356,0.008996
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture_studyarea,3,0.017445,0.009404
occrate_avgocc_coursenumber_weather_dow_type_registered_lecture_studyarea,4,0.017343,0.008892
occrate_avgocc_coursenumber_weather_dow_type_registered_studyarea,0,0.016037,0.009497
occrate_avgocc_coursenumber_weather_dow_type_registered_studyarea,1,0.01614,0.009104
occrate_avgocc_coursenumber_weather_dow_type_registered_studyarea,2,0.016612,0.008341
occrate_avgocc_coursenumber_weather_dow_type_registered_studyarea,3,0.01659,0.009061
occrate_avgocc_coursenumber_weather_dow_type_registered_studyarea,4,0.016677,0.008999
occrate_avgocc_coursenumber_weather_dow_type_studyarea,0,0.016592,0.009364
occrate_avgocc_coursenumber_weather_dow_type_studyarea,1,0.016469,0.008732
occrate_avgocc_coursenumber_weather_dow_type_studyarea,2,0.016961,0.008504
occrate_avgocc_coursenumber_weather_dow_type_studyarea,3,0.016257,0.008434
occrate_avgocc_coursenumber_weather_dow_type_studyarea,4,0.017447,0.008729
occrate_avgocc_coursenumber_weather_hod,0,0.016779,0.009071
occrate_avgocc_coursenumber_weather_hod,1,0.017876,0.008826
occrate_avgocc_coursenumber_weather_hod,2,0.01639,0.008413
occrate_avgocc_coursenumber_weather_hod,3,0.017126,0.008361
occrate_avgocc_coursenumber_weather_hod,4,0.016559,0.008386
occrate_avgocc_coursenumber_weather_hod_lecture,0,0.016986,0.008933
occrate_avgocc_coursenumber_weather_hod_lecture,1,0.016854,0.0087
occrate_avgocc_coursenumber_weather_hod_lecture,2,0.017012,0.008472
occrate_avgocc_coursenumber_weather_hod_lecture,3,0.01742,0.008908
occrate_avgocc_coursenumber_weather_hod_lecture,4,0.017842,0.009581
occrate_avgocc_coursenumber_weather_hod_lecture_studyarea,0,0.01739,0.008793
occrate_avgocc_coursenumber_weather_hod_lecture_studyarea,1,0.017212,0.008635
occrate_avgocc_coursenumber_weather_hod_lecture_studyarea,2,0.017687,0.009425
occrate_avgocc_coursenumber_weather_hod_lecture_studyarea,3,0.016446,0.008778
occrate_avgocc_coursenumber_weather_hod_lecture_studyarea,4,0.016307,0.008916
occrate_avgocc_coursenumber_weather_hod_registered,0,0.015791,0.00839
occrate_avgocc_coursenumber_weather_hod_registered,1,0.017404,0.008382
occrate_avgocc_coursenumber_weather_hod_registered,2,0.016241,0.008443
occrate_avgocc_coursenumber_weather_hod_registered,3,0.016709,0.008853
occrate_avgocc_coursenumber_weather_hod_registered,4,0.015803,0.008666
occrate_avgocc_coursenumber_weather_hod_registered_lecture,0,0.016955,0.009078
occrate_avgocc_coursenumber_weather_hod_registered_lecture,1,0.017486,0.008721
occrate_avgocc_coursenumber_weather_hod_registered_lecture,2,0.017136,0.008936
occrate_avgocc_coursenumber_weather_hod_registered_lecture,3,0.016835,0.008758
occrate_avgocc_coursenumber_weather_hod_registered_lecture,4,0.017122,0.008777
occrate_avgocc_coursenumber_weather_hod_registered_lecture_studyarea,0,0.017884,0.009184
occrate_avgocc_coursenumber_weather_hod_registered_lecture_studyarea,1,0.017402,0.009272
occrate_avgocc_coursenumber_weather_hod_registered_lecture_studyarea,2,0.017467,0.008985
occrate_avgocc_coursenumber_weather_hod_registered_lecture_studyarea,3,0.016226,0.008569
occrate_avgocc_coursenumber_weather_hod_registered_lecture_studyarea,4,0.016104,0.009332
occrate_avgocc_coursenumber_weather_hod_registered_studyarea,0,0.017473,0.009365
occrate_avgocc_coursenumber_weather_hod_registered_studyarea,1,0.017273,0.00896
occrate_avgocc_coursenumber_weather_hod_registered_studyarea,2,0.017063,0.008984
occrate_avgocc_coursenumber_weather_hod_registered_studyarea,3,0.016072,0.009156
occrate_avgocc_coursenumber_weather_hod_registered_studyarea,4,0.016347,0.008626
occrate_avgocc_coursenumber_weather_hod_studyarea,0,0.017698,0.008816
occrate_avgocc_coursenumber_weather_hod_studyarea,1,0.017542,0.008704
occrate_avgocc_coursenumber_weather_hod_studyarea,2,0.01691,0.009099
occrate_avgocc_coursenumber_weather_hod_studyarea,3,0.018377,0.008993
occrate_avgocc_coursenumber_weather_hod_studyarea,4,0.016964,0.009175
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled,0,0.017871,0.008588
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled,1,0.017363,0.008385
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled,2,0.01713,0.008188
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled,3,0.017043,0.009142
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled,4,0.017466,0.008656
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture,0,0.017533,0.008759
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture,1,0.017361,0.009256
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture,2,0.017562,0.008914
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture,3,0.017035,0.009162
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture,4,0.017384,0.008358
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture_studyarea,0,0.01639,0.009325
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture_studyarea,1,0.016315,0.009397
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture_studyarea,2,0.017299,0.009055
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture_studyarea,3,0.017133,0.009088
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_lecture_studyarea,4,0.017146,0.009231
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered,0,0.017857,0.0086
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered,1,0.017596,0.009232
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered,2,0.017446,0.008706
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered,3,0.017837,0.008764
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered,4,0.01732,0.008691
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture,0,0.017015,0.008799
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture,1,0.017092,0.008656
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture,2,0.017002,0.008683
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture,3,0.016872,0.008676
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture,4,0.017417,0.009327
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,0,0.016114,0.009272
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,1,0.017522,0.008619
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,2,0.016608,0.008584
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,3,0.016967,0.008332
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,4,0.017017,0.008453
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_studyarea,0,0.017366,0.009067
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_studyarea,1,0.017152,0.009273
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_studyarea,2,0.01687,0.008902
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_studyarea,3,0.017493,0.008331
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_registered_studyarea,4,0.017586,0.009112
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_studyarea,0,0.017998,0.009286
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_studyarea,1,0.017338,0.009434
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_studyarea,2,0.01688,0.008616
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_studyarea,3,0.017154,0.009001
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_studyarea,4,0.016871,0.008856
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type,0,0.016953,0.008554
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type,1,0.016892,0.008928
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type,2,0.016813,0.009119
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type,3,0.017479,0.008923
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type,4,0.016791,0.008634
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture,0,0.016981,0.008712
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture,1,0.016425,0.00869
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture,2,0.016427,0.008571
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture,3,0.016767,0.00867
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture,4,0.016637,0.009241
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,0,0.016391,0.008683
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,1,0.017878,0.009234
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,2,0.017065,0.009339
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,3,0.016919,0.008347
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,4,0.017799,0.009804
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered,0,0.016372,0.008597
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered,1,0.016501,0.008464
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered,2,0.016355,0.008198
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered,3,0.017128,0.008683
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered,4,0.016602,0.008712
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture,0,0.016689,0.008278
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture,1,0.016699,0.008746
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture,2,0.016457,0.00825
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture,3,0.016435,0.008395
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture,4,0.016616,0.008393
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.016294,0.008646
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.016836,0.008885
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.016366,0.008441
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016557,0.008742
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.01598,0.009418
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_studyarea,0,0.01711,0.008719
occrate_avgocc_coursenumber_weather_hod_tutorium_test_cancelled_type_registered_studyarea,1,0.016821,0.008605
