features,run_id,test_loss,val_loss
occrate_avgocc_weather_hod_lecture_studyarea,3,0.016881,0.009992
occrate_avgocc_weather_hod_lecture_studyarea,4,0.016964,0.010068
occrate_avgocc_weather_hod_registered,0,0.017084,0.008688
occrate_avgocc_weather_hod_registered,1,0.016185,0.008868
occrate_avgocc_weather_hod_registered,2,0.016448,0.008976
occrate_avgocc_weather_hod_registered,3,0.017311,0.009666
occrate_avgocc_weather_hod_registered,4,0.016405,0.00871
occrate_avgocc_weather_hod_registered_lecture,0,0.016605,0.008997
occrate_avgocc_weather_hod_registered_lecture,1,0.016105,0.009058
occrate_avgocc_weather_hod_registered_lecture,2,0.01586,0.008792
occrate_avgocc_weather_hod_registered_lecture,3,0.015746,0.00838
occrate_avgocc_weather_hod_registered_lecture,4,0.016064,0.008839
occrate_avgocc_weather_hod_registered_lecture_studyarea,0,0.017212,0.009598
occrate_avgocc_weather_hod_registered_lecture_studyarea,1,0.016839,0.008745
occrate_avgocc_weather_hod_registered_lecture_studyarea,2,0.016885,0.009441
occrate_avgocc_weather_hod_registered_lecture_studyarea,3,0.01654,0.009608
occrate_avgocc_weather_hod_registered_lecture_studyarea,4,0.016767,0.009535
occrate_avgocc_weather_hod_registered_studyarea,0,0.017318,0.009553
occrate_avgocc_weather_hod_registered_studyarea,1,0.017305,0.009628
occrate_avgocc_weather_hod_registered_studyarea,2,0.016762,0.008952
occrate_avgocc_weather_hod_registered_studyarea,3,0.017825,0.009094
occrate_avgocc_weather_hod_registered_studyarea,4,0.016053,0.009464
occrate_avgocc_weather_hod_studyarea,0,0.017699,0.009961
occrate_avgocc_weather_hod_studyarea,1,0.017066,0.009255
occrate_avgocc_weather_hod_studyarea,2,0.017384,0.010008
occrate_avgocc_weather_hod_studyarea,3,0.017635,0.010218
occrate_avgocc_weather_hod_studyarea,4,0.017609,0.009709
occrate_avgocc_weather_hod_tutorium_test_cancelled,0,0.018524,0.011276
occrate_avgocc_weather_hod_tutorium_test_cancelled,1,0.019154,0.01163
occrate_avgocc_weather_hod_tutorium_test_cancelled,2,0.018528,0.011274
occrate_avgocc_weather_hod_tutorium_test_cancelled,3,0.018521,0.011648
occrate_avgocc_weather_hod_tutorium_test_cancelled,4,0.018394,0.011209
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture,0,0.016666,0.009404
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture,1,0.01558,0.008656
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture,2,0.015888,0.009235
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture,3,0.016787,0.009244
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture,4,0.016376,0.008387
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture_studyarea,0,0.016322,0.009193
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture_studyarea,1,0.016957,0.009683
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture_studyarea,2,0.016456,0.010182
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture_studyarea,3,0.016886,0.009446
occrate_avgocc_weather_hod_tutorium_test_cancelled_lecture_studyarea,4,0.017642,0.010264
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered,0,0.01697,0.008548
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered,1,0.016732,0.00893
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered,2,0.015868,0.008848
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered,3,0.017387,0.0095
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered,4,0.017156,0.00866
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture,0,0.015853,0.008787
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture,1,0.016619,0.008492
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture,2,0.016242,0.008356
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture,3,0.016846,0.009295
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture,4,0.016637,0.008758
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,0,0.017492,0.009845
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,1,0.016957,0.01003
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,2,0.016274,0.009546
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,3,0.017212,0.009023
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_lecture_studyarea,4,0.015991,0.009204
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_studyarea,0,0.018009,0.009068
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_studyarea,1,0.016903,0.009288
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_studyarea,2,0.016144,0.00924
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_studyarea,3,0.016563,0.009323
occrate_avgocc_weather_hod_tutorium_test_cancelled_registered_studyarea,4,0.016362,0.008815
occrate_avgocc_weather_hod_tutorium_test_cancelled_studyarea,0,0.017274,0.008984
occrate_avgocc_weather_hod_tutorium_test_cancelled_studyarea,1,0.016853,0.010234
occrate_avgocc_weather_hod_tutorium_test_cancelled_studyarea,2,0.016778,0.009683
occrate_avgocc_weather_hod_tutorium_test_cancelled_studyarea,3,0.017161,0.009939
occrate_avgocc_weather_hod_tutorium_test_cancelled_studyarea,4,0.017179,0.009577
occrate_avgocc_weather_hod_tutorium_test_cancelled_type,0,0.016844,0.008708
occrate_avgocc_weather_hod_tutorium_test_cancelled_type,1,0.016752,0.008721
occrate_avgocc_weather_hod_tutorium_test_cancelled_type,2,0.016916,0.008738
occrate_avgocc_weather_hod_tutorium_test_cancelled_type,3,0.017444,0.009222
occrate_avgocc_weather_hod_tutorium_test_cancelled_type,4,0.017084,0.008999
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture,0,0.017513,0.00903
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture,1,0.01727,0.009094
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture,2,0.016799,0.008734
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture,3,0.016313,0.008655
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture,4,0.016723,0.009571
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,0,0.016721,0.009606
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,1,0.01633,0.009838
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,2,0.016981,0.010415
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,3,0.016944,0.009776
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_lecture_studyarea,4,0.015941,0.010107
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,0,0.016808,0.009027
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,1,0.017003,0.008829
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,2,0.016864,0.009197
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,3,0.017313,0.009116
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered,4,0.017474,0.009317
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,0,0.017276,0.008823
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,1,0.017388,0.009043
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,2,0.017214,0.00868
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,3,0.016721,0.008601
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture,4,0.017192,0.008904
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.017125,0.009679
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.017161,0.009706
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.016712,0.009365
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.017776,0.009535
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.016884,0.009753
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,0,0.015438,0.009107
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,1,0.016393,0.010359
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,2,0.015877,0.009319
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,3,0.016704,0.010068
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_registered_studyarea,4,0.016889,0.009415
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,0,0.017064,0.010005
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,1,0.0174,0.010064
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,2,0.017006,0.010485
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,3,0.017042,0.010719
occrate_avgocc_weather_hod_tutorium_test_cancelled_type_studyarea,4,0.016872,0.009479
occrate_avgocc_weather_hod_type,0,0.016819,0.009329
occrate_avgocc_weather_hod_type,1,0.017644,0.009341
occrate_avgocc_weather_hod_type,2,0.016559,0.008636
occrate_avgocc_weather_hod_type,3,0.017994,0.009143
occrate_avgocc_weather_hod_type,4,0.017693,0.009273
occrate_avgocc_weather_hod_type_lecture,0,0.01646,0.009511
occrate_avgocc_weather_hod_type_lecture,1,0.016875,0.008867
occrate_avgocc_weather_hod_type_lecture,2,0.017173,0.009047
occrate_avgocc_weather_hod_type_lecture,3,0.016508,0.008933
occrate_avgocc_weather_hod_type_lecture,4,0.01738,0.009179
occrate_avgocc_weather_hod_type_lecture_studyarea,0,0.017395,0.01024
occrate_avgocc_weather_hod_type_lecture_studyarea,1,0.016591,0.009771
occrate_avgocc_weather_hod_type_lecture_studyarea,2,0.0167,0.009806
occrate_avgocc_weather_hod_type_lecture_studyarea,3,0.016407,0.009843
occrate_avgocc_weather_hod_type_lecture_studyarea,4,0.015683,0.009165
occrate_avgocc_weather_hod_type_registered,0,0.017211,0.009092
occrate_avgocc_weather_hod_type_registered,1,0.016577,0.009167
occrate_avgocc_weather_hod_type_registered,2,0.01647,0.008756
occrate_avgocc_weather_hod_type_registered,3,0.017827,0.009155
occrate_avgocc_weather_hod_type_registered,4,0.01709,0.00866
occrate_avgocc_weather_hod_type_registered_lecture,0,0.016862,0.009054
occrate_avgocc_weather_hod_type_registered_lecture,1,0.017697,0.009448
occrate_avgocc_weather_hod_type_registered_lecture,2,0.016407,0.009313
occrate_avgocc_weather_hod_type_registered_lecture,3,0.017586,0.009328
occrate_avgocc_weather_hod_type_registered_lecture,4,0.017526,0.008912
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,0,0.016001,0.009761
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,1,0.016497,0.00994
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,2,0.016116,0.009515
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,3,0.015768,0.009843
occrate_avgocc_weather_hod_type_registered_lecture_studyarea,4,0.016189,0.008993
occrate_avgocc_weather_hod_type_registered_studyarea,0,0.015825,0.009041
occrate_avgocc_weather_hod_type_registered_studyarea,1,0.016222,0.009429
occrate_avgocc_weather_hod_type_registered_studyarea,2,0.016727,0.009407
occrate_avgocc_weather_hod_type_registered_studyarea,3,0.016287,0.009376
occrate_avgocc_weather_hod_type_registered_studyarea,4,0.016112,0.009511
occrate_avgocc_weather_hod_type_studyarea,0,0.016926,0.00989
occrate_avgocc_weather_hod_type_studyarea,1,0.016633,0.010003
occrate_avgocc_weather_hod_type_studyarea,2,0.016817,0.010238
occrate_avgocc_weather_hod_type_studyarea,3,0.01603,0.009698
occrate_avgocc_weather_hod_type_studyarea,4,0.016209,0.009939
occrate_avgocc_weather_lecture,0,0.015972,0.008449
occrate_avgocc_weather_lecture,1,0.016555,0.00866
occrate_avgocc_weather_lecture,2,0.016193,0.008889
occrate_avgocc_weather_lecture,3,0.017123,0.008947
occrate_avgocc_weather_lecture,4,0.015853,0.008659
occrate_avgocc_weather_lecture_studyarea,0,0.018114,0.010103
occrate_avgocc_weather_lecture_studyarea,1,0.017569,0.008869
occrate_avgocc_weather_lecture_studyarea,2,0.017833,0.009592
occrate_avgocc_weather_lecture_studyarea,3,0.017753,0.009625
occrate_avgocc_weather_lecture_studyarea,4,0.017331,0.008935
occrate_avgocc_weather_registered,0,0.016782,0.008355
occrate_avgocc_weather_registered,1,0.016695,0.008621
occrate_avgocc_weather_registered,2,0.017595,0.008954
occrate_avgocc_weather_registered,3,0.016364,0.008914
occrate_avgocc_weather_registered,4,0.016344,0.008618
occrate_avgocc_weather_registered_lecture,0,0.016315,0.0088
occrate_avgocc_weather_registered_lecture,1,0.016156,0.008648
occrate_avgocc_weather_registered_lecture,2,0.016369,0.008679
occrate_avgocc_weather_registered_lecture,3,0.015618,0.008556
occrate_avgocc_weather_registered_lecture,4,0.016115,0.008692
occrate_avgocc_weather_registered_lecture_studyarea,0,0.017014,0.009344
occrate_avgocc_weather_registered_lecture_studyarea,1,0.017843,0.009284
occrate_avgocc_weather_registered_lecture_studyarea,2,0.017029,0.00897
occrate_avgocc_weather_registered_lecture_studyarea,3,0.017538,0.009353
occrate_avgocc_weather_registered_lecture_studyarea,4,0.017702,0.00899
occrate_avgocc_weather_registered_studyarea,0,0.018203,0.009993
occrate_avgocc_weather_registered_studyarea,1,0.017627,0.009411
occrate_avgocc_weather_registered_studyarea,2,0.017799,0.008939
occrate_avgocc_weather_registered_studyarea,3,0.017723,0.008641
occrate_avgocc_weather_registered_studyarea,4,0.016922,0.008989
occrate_avgocc_weather_studyarea,0,0.017507,0.009825
occrate_avgocc_weather_studyarea,1,0.017619,0.009765
occrate_avgocc_weather_studyarea,2,0.018202,0.009348
occrate_avgocc_weather_studyarea,3,0.018499,0.009275
occrate_avgocc_weather_studyarea,4,0.017624,0.009449
occrate_avgocc_weather_tutorium_test_cancelled,0,0.018165,0.011481
occrate_avgocc_weather_tutorium_test_cancelled,1,0.018444,0.011212
occrate_avgocc_weather_tutorium_test_cancelled,2,0.018958,0.011474
occrate_avgocc_weather_tutorium_test_cancelled,3,0.021597,0.013636
occrate_avgocc_weather_tutorium_test_cancelled,4,0.017925,0.011233
occrate_avgocc_weather_tutorium_test_cancelled_lecture,0,0.016302,0.00898
occrate_avgocc_weather_tutorium_test_cancelled_lecture,1,0.016895,0.008833
occrate_avgocc_weather_tutorium_test_cancelled_lecture,2,0.016814,0.009046
occrate_avgocc_weather_tutorium_test_cancelled_lecture,3,0.017156,0.009385
occrate_avgocc_weather_tutorium_test_cancelled_lecture,4,0.016574,0.009488
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,0,0.017059,0.009846
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,1,0.016882,0.009416
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,2,0.016822,0.009622
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,3,0.017598,0.009735
occrate_avgocc_weather_tutorium_test_cancelled_lecture_studyarea,4,0.017176,0.009793
occrate_avgocc_weather_tutorium_test_cancelled_registered,0,0.01655,0.009037
occrate_avgocc_weather_tutorium_test_cancelled_registered,1,0.01723,0.00972
occrate_avgocc_weather_tutorium_test_cancelled_registered,2,0.016915,0.008521
occrate_avgocc_weather_tutorium_test_cancelled_registered,3,0.016402,0.009141
occrate_avgocc_weather_tutorium_test_cancelled_registered,4,0.017917,0.009125
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,0,0.016881,0.008499
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,1,0.016348,0.009266
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,2,0.015912,0.008735
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,3,0.016592,0.009189
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture,4,0.016303,0.008683
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,0,0.017857,0.009905
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,1,0.017426,0.009096
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,2,0.016676,0.009369
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,3,0.017045,0.009314
occrate_avgocc_weather_tutorium_test_cancelled_registered_lecture_studyarea,4,0.016622,0.009505
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,0,0.016837,0.009508
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,1,0.017329,0.009074
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,2,0.017265,0.009845
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,3,0.017068,0.009591
occrate_avgocc_weather_tutorium_test_cancelled_registered_studyarea,4,0.017579,0.009379
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,0,0.017691,0.008797
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,1,0.01766,0.010011
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,2,0.017242,0.009325
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,3,0.01743,0.009208
occrate_avgocc_weather_tutorium_test_cancelled_studyarea,4,0.017557,0.010113
occrate_avgocc_weather_tutorium_test_cancelled_type,0,0.016714,0.008816
occrate_avgocc_weather_tutorium_test_cancelled_type,1,0.0172,0.008665
occrate_avgocc_weather_tutorium_test_cancelled_type,2,0.017107,0.008789
occrate_avgocc_weather_tutorium_test_cancelled_type,3,0.017682,0.008801
occrate_avgocc_weather_tutorium_test_cancelled_type,4,0.016451,0.008715
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,0,0.017324,0.008905
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,1,0.017093,0.00874
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,2,0.01726,0.00878
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,3,0.017724,0.009208
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture,4,0.017895,0.009158
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,0,0.01662,0.009194
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,1,0.016357,0.009298
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,2,0.016125,0.00951
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,3,0.016793,0.009262
occrate_avgocc_weather_tutorium_test_cancelled_type_lecture_studyarea,4,0.016112,0.009239
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,0,0.016274,0.009192
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,1,0.017959,0.009074
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,2,0.017006,0.008812
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,3,0.01713,0.008512
occrate_avgocc_weather_tutorium_test_cancelled_type_registered,4,0.016458,0.008812
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,0,0.016106,0.008618
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,1,0.017856,0.008906
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,2,0.017838,0.008818
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,3,0.016931,0.008849
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture,4,0.017352,0.00934
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,0,0.016661,0.008905
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,1,0.016144,0.009154
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,2,0.01698,0.009402
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,3,0.016238,0.009732
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_lecture_studyarea,4,0.016917,0.009515
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,0,0.016526,0.009038
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,1,0.016997,0.0088
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,2,0.016963,0.009185
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,3,0.016983,0.009403
occrate_avgocc_weather_tutorium_test_cancelled_type_registered_studyarea,4,0.016919,0.008701
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,0,0.016718,0.009529
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,1,0.017434,0.009607
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,2,0.016684,0.009211
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,3,0.016804,0.009654
occrate_avgocc_weather_tutorium_test_cancelled_type_studyarea,4,0.017734,0.009706
occrate_avgocc_weather_type,0,0.016895,0.009077
occrate_avgocc_weather_type,1,0.01709,0.009245
occrate_avgocc_weather_type,2,0.017469,0.00925
occrate_avgocc_weather_type,3,0.016562,0.008941
occrate_avgocc_weather_type,4,0.016508,0.00917
occrate_avgocc_weather_type_lecture,0,0.017764,0.00945
occrate_avgocc_weather_type_lecture,1,0.016636,0.009297
occrate_avgocc_weather_type_lecture,2,0.016358,0.008783
occrate_avgocc_weather_type_lecture,3,0.016704,0.009284
occrate_avgocc_weather_type_lecture,4,0.017097,0.009426
occrate_avgocc_weather_type_lecture_studyarea,0,0.016493,0.009787
occrate_avgocc_weather_type_lecture_studyarea,1,0.016947,0.009939
occrate_avgocc_weather_type_lecture_studyarea,2,0.016998,0.009398
occrate_avgocc_weather_type_lecture_studyarea,3,0.01671,0.009466
occrate_avgocc_weather_type_lecture_studyarea,4,0.016512,0.009514
occrate_avgocc_weather_type_registered,0,0.016596,0.00881
occrate_avgocc_weather_type_registered,1,0.016906,0.009182
occrate_avgocc_weather_type_registered,2,0.01662,0.00863
occrate_avgocc_weather_type_registered,3,0.016875,0.009197
occrate_avgocc_weather_type_registered,4,0.016239,0.009365
occrate_avgocc_weather_type_registered_lecture,0,0.016032,0.008868
occrate_avgocc_weather_type_registered_lecture,1,0.017241,0.009147
occrate_avgocc_weather_type_registered_lecture,2,0.016645,0.008666
occrate_avgocc_weather_type_registered_lecture,3,0.015918,0.00858
occrate_avgocc_weather_type_registered_lecture,4,0.017351,0.009167
occrate_avgocc_weather_type_registered_lecture_studyarea,0,0.016583,0.009465
occrate_avgocc_weather_type_registered_lecture_studyarea,1,0.017478,0.00918
occrate_avgocc_weather_type_registered_lecture_studyarea,2,0.016345,0.008925
occrate_avgocc_weather_type_registered_lecture_studyarea,3,0.016463,0.008921
occrate_avgocc_weather_type_registered_lecture_studyarea,4,0.016355,0.008823
occrate_avgocc_weather_type_registered_studyarea,0,0.016831,0.009232
occrate_avgocc_weather_type_registered_studyarea,1,0.017277,0.009027
occrate_avgocc_weather_type_registered_studyarea,2,0.017443,0.008955
occrate_avgocc_weather_type_registered_studyarea,3,0.016717,0.009069
occrate_avgocc_weather_type_registered_studyarea,4,0.016852,0.008878
occrate_avgocc_weather_type_studyarea,0,0.017269,0.009812
occrate_avgocc_weather_type_studyarea,1,0.018265,0.00979
occrate_avgocc_weather_type_studyarea,2,0.017386,0.00948
occrate_avgocc_weather_type_studyarea,3,0.01668,0.00976
occrate_avgocc_weather_type_studyarea,4,0.017061,0.009788
occrate_coursenumber,0,0.01677,0.008297
occrate_coursenumber,1,0.016534,0.007719
occrate_coursenumber,2,0.01688,0.008474
occrate_coursenumber,3,0.01645,0.008208
occrate_coursenumber,4,0.016683,0.008507
occrate_coursenumber_dow,0,0.016129,0.008022
occrate_coursenumber_dow,1,0.016048,0.007952
occrate_coursenumber_dow,2,0.016266,0.007878
occrate_coursenumber_dow,3,0.016537,0.008304
occrate_coursenumber_dow,4,0.016826,0.008323
occrate_coursenumber_dow_hod,0,0.016212,0.008106
occrate_coursenumber_dow_hod,1,0.015902,0.008211
occrate_coursenumber_dow_hod,2,0.016319,0.008189
occrate_coursenumber_dow_hod,3,0.01595,0.007741
occrate_coursenumber_dow_hod,4,0.016996,0.008119
occrate_coursenumber_dow_hod_lecture,0,0.016117,0.008467
occrate_coursenumber_dow_hod_lecture,1,0.016076,0.008029
occrate_coursenumber_dow_hod_lecture,2,0.015714,0.008323
occrate_coursenumber_dow_hod_lecture,3,0.015931,0.008363
occrate_coursenumber_dow_hod_lecture,4,0.015742,0.00809
occrate_coursenumber_dow_hod_lecture_studyarea,0,0.01714,0.009077
occrate_coursenumber_dow_hod_lecture_studyarea,1,0.016575,0.008668
occrate_coursenumber_dow_hod_lecture_studyarea,2,0.015997,0.008332
occrate_coursenumber_dow_hod_lecture_studyarea,3,0.015704,0.008747
occrate_coursenumber_dow_hod_lecture_studyarea,4,0.015416,0.008244
occrate_coursenumber_dow_hod_registered,0,0.016456,0.008524
occrate_coursenumber_dow_hod_registered,1,0.015663,0.008078
occrate_coursenumber_dow_hod_registered,2,0.016354,0.008048
occrate_coursenumber_dow_hod_registered,3,0.016424,0.008271
occrate_coursenumber_dow_hod_registered,4,0.016369,0.008198
occrate_coursenumber_dow_hod_registered_lecture,0,0.016121,0.008604
occrate_coursenumber_dow_hod_registered_lecture,1,0.015588,0.007972
occrate_coursenumber_dow_hod_registered_lecture,2,0.015796,0.008417
occrate_coursenumber_dow_hod_registered_lecture,3,0.015652,0.008154
occrate_coursenumber_dow_hod_registered_lecture,4,0.016402,0.008286
occrate_coursenumber_dow_hod_registered_lecture_studyarea,0,0.016279,0.008627
occrate_coursenumber_dow_hod_registered_lecture_studyarea,1,0.015386,0.008712
occrate_coursenumber_dow_hod_registered_lecture_studyarea,2,0.016588,0.008548
occrate_coursenumber_dow_hod_registered_lecture_studyarea,3,0.016506,0.008677
occrate_coursenumber_dow_hod_registered_lecture_studyarea,4,0.016403,0.008159
occrate_coursenumber_dow_hod_registered_studyarea,0,0.01629,0.008704
occrate_coursenumber_dow_hod_registered_studyarea,1,0.016567,0.008336
occrate_coursenumber_dow_hod_registered_studyarea,2,0.016363,0.008566
occrate_coursenumber_dow_hod_registered_studyarea,3,0.01684,0.008491
occrate_coursenumber_dow_hod_registered_studyarea,4,0.016491,0.008264
occrate_coursenumber_dow_hod_studyarea,0,0.016499,0.008592
occrate_coursenumber_dow_hod_studyarea,1,0.016625,0.008803
occrate_coursenumber_dow_hod_studyarea,2,0.016961,0.008225
occrate_coursenumber_dow_hod_studyarea,3,0.016609,0.008832
occrate_coursenumber_dow_hod_studyarea,4,0.016928,0.008898
occrate_coursenumber_dow_hod_tutorium_test_cancelled,0,0.015264,0.008165
occrate_coursenumber_dow_hod_tutorium_test_cancelled,1,0.016345,0.008305
occrate_coursenumber_dow_hod_tutorium_test_cancelled,2,0.015791,0.008238
occrate_coursenumber_dow_hod_tutorium_test_cancelled,3,0.015466,0.008177
occrate_coursenumber_dow_hod_tutorium_test_cancelled,4,0.015653,0.008199
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture,0,0.014829,0.008178
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture,1,0.015839,0.008326
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture,2,0.015708,0.00874
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture,3,0.015035,0.008392
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture,4,0.016232,0.008577
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture_studyarea,0,0.015401,0.00864
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture_studyarea,1,0.015276,0.008707
occrate_coursenumber_dow_hod_tutorium_test_cancelled_lecture_studyarea,2,0.015232,0.008731
